Symbol,Date,Signal,Close_at_Crossover,Latest_Close,P/L_%
GBBL,2025-03-27,SELL,394.51,397.0,-0.63
JFL,2025-03-27,SELL,512.71,418.7,18.34
ADBL,2025-03-20,SELL,285.66,293.0,-2.57
NFS,2025-03-13,SELL,734.9,625.0,14.95
NLICL,2025-02-27,BUY,620.5,571.0,-7.98
PFL,2025-02-06,SELL,412.0,370.0,10.19
GUFL,2025-01-30,SELL,594.5,540.0,9.17
LEC,2025-01-30,SELL,210.0,216.0,-2.86
MNBBL,2025-01-23,SELL,371.0,359.9,2.99
NGPL,2025-01-23,SELL,285.0,425.0,-49.12
NLICL,2025-01-16,SELL,589.0,571.0,3.06
AKJCL,2025-01-09,SELL,201.0,365.0,-81.59
MEN,2025-01-09,SELL,620.0,579.8,6.48
