Symbol,Date,Signal,Close_at_Crossover,Latest_Close,P/L_%
CZBIL,2025-07-10,BUY,220.98,188.7,-14.61
SJCL,2025-07-10,SELL,314.29,291.2,7.35
PCBL,2025-07-03,BUY,254.49,230.5,-9.43
MHNL,2025-06-26,BUY,280.79,255.9,-8.86
CFCL,2025-06-26,SELL,498.18,527.0,-5.79
CHL,2025-06-26,SELL,337.99,269.0,20.41
CZBIL,2025-06-26,SELL,201.99,188.7,6.58
PCBL,2025-06-26,SELL,237.82,230.5,3.08
AKJCL,2025-06-19,BUY,218.06,343.0,57.3
SAHAS,2025-06-19,BUY,545.38,554.0,1.58
SBL,2025-06-19,BUY,307.4,373.7,21.57
SIFC,2025-06-19,SELL,510.63,581.6,-13.9
SIFC,2025-06-12,BUY,586.56,581.6,-0.85
ALICL,2025-06-12,SELL,500.56,436.2,12.86
MHNL,2025-06-12,SELL,264.38,255.9,3.21
PROFL,2025-06-12,SELL,494.97,450.0,9.09
TRH,2025-06-12,SELL,942.89,740.0,21.52
NGPL,2025-06-05,BUY,395.88,416.4,5.18
JBBL,2025-06-05,SELL,326.04,325.9,0.04
MBL,2025-06-05,SELL,217.46,226.9,-4.34
RLFL,2025-06-05,SELL,467.59,446.8,4.45
SIFC,2025-06-05,SELL,485.56,581.6,-19.78
TPC,2025-06-05,SELL,336.55,375.0,-11.42
GBIME,2025-05-29,BUY,249.27,221.1,-11.3
HURJA,2025-05-29,BUY,253.03,247.8,-2.07
MBL,2025-05-29,BUY,234.82,226.9,-3.37
BFC,2025-05-29,SELL,485.09,457.0,5.79
SCB,2025-05-29,SELL,628.67,640.0,-1.8
SPC,2025-05-29,SELL,508.71,480.9,5.47
GMFIL,2025-05-22,SELL,507.26,457.0,9.91
SFCL,2025-05-22,SELL,492.43,375.1,23.83
AKJCL,2025-05-15,SELL,205.45,343.0,-66.95
MBL,2025-05-15,SELL,211.18,226.9,-7.44
RURU,2025-05-15,SELL,693.42,649.0,6.41
AKJCL,2025-05-08,BUY,219.19,343.0,56.49
HBL,2025-05-08,SELL,220.32,186.0,15.58
GBIME,2025-05-01,SELL,215.07,221.1,-2.8
ICFC,2025-04-24,SELL,590.99,630.6,-6.7
LBBL,2025-04-24,SELL,389.4,464.0,-19.16
MFIL,2025-04-24,SELL,585.52,794.0,-35.61
SBL,2025-04-24,SELL,272.84,373.7,-36.97
GFCL,2025-04-17,SELL,679.49,625.1,8.0
NBL,2025-04-10,SELL,246.12,241.8,1.76
SHINE,2025-04-10,SELL,411.27,399.9,2.76
CHCL,2025-04-03,SELL,481.48,460.9,4.27
GBBL,2025-03-27,SELL,394.51,396.5,-0.5
JFL,2025-03-27,SELL,512.71,411.0,19.84
ADBL,2025-03-20,SELL,285.66,292.5,-2.39
NFS,2025-03-13,SELL,734.9,622.9,15.24
NLICL,2025-02-27,BUY,620.5,569.0,-8.3
PFL,2025-02-06,SELL,412.0,371.0,9.95
GUFL,2025-01-30,SELL,594.5,536.1,9.82
LEC,2025-01-30,SELL,210.0,213.0,-1.43
MNBBL,2025-01-23,SELL,371.0,357.8,3.56
NGPL,2025-01-23,SELL,285.0,416.4,-46.11
NLICL,2025-01-16,SELL,589.0,569.0,3.4
AKJCL,2025-01-09,SELL,201.0,343.0,-70.65
MEN,2025-01-09,SELL,620.0,574.5,7.34
