Symbol,Score,Signal,Close,RSI,Trend,52W_Position_%,Volume_Ratio,Momentum_5D_%,Factors
MEGA,20,NEUTRAL,219.0,86.0,UP,15.8,2.32,5.8,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
SINDU,20,NEUTRAL,745.0,9.7,DOWN,16.9,0.26,-0.5,"Oversold_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MBL,20,NEUTRAL,228.0,48.2,DOWN,35.9,0.36,0.0,"Above_200SMA, Below_BB_Middle"
MFIL,20,NEUTRAL,787.9,49.4,DOWN,75.9,0.56,1.4,"Above_200SMA, Below_BB_Middle"
SLICL,15,NEUTRAL,387.0,31.7,DOWN,3.8,2.62,5.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume, Positive_5D_Momentum"
KBL,15,NEUTRAL,184.0,42.5,DOWN,14.4,1.4,-1.0,"Below_200SMA, Near_52W_Low, Below_BB_Middle, Above_Avg_Volume"
ULI,15,NEUTRAL,358.0,16.9,DOWN,0.0,1.87,-3.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume"
NABIL,15,NEUTRAL,496.0,42.2,UP,25.4,0.44,-0.4,"Weak_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
HPPL,15,NEUTRAL,472.0,50.8,UP,21.2,1.12,0.6,"Weak_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GHL,15,NEUTRAL,235.0,51.2,UP,30.7,0.35,-4.9,"Strong_Uptrend, Below_200SMA, Below_BB_Middle"
GLICL,15,NEUTRAL,344.0,30.2,DOWN,0.0,2.68,-4.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume"
AHPC,15,NEUTRAL,275.0,55.7,UP,38.1,0.27,-1.8,"Strong_Uptrend, Below_200SMA, Below_BB_Middle"
JBBL,15,NEUTRAL,328.6,38.6,DOWN,23.7,0.42,-1.6,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
RLFL,5,NEUTRAL,449.0,43.9,DOWN,16.3,0.24,-2.1,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
RLI,5,NEUTRAL,387.0,38.2,DOWN,26.4,1.68,-2.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, High_Volume"
SAPDBL,5,NEUTRAL,821.7,20.5,DOWN,13.7,0.19,0.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
JLI,5,NEUTRAL,351.9,25.1,DOWN,2.5,0.08,-2.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CZBIL,5,NEUTRAL,189.6,25.1,DOWN,7.2,0.43,0.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CCBL,5,NEUTRAL,199.5,84.0,UP,22.6,1.85,4.9,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume"
CHL,5,NEUTRAL,280.0,50.6,DOWN,15.0,0.26,-3.8,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
BFC,5,NEUTRAL,459.2,29.4,DOWN,14.3,0.53,-3.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GFCL,5,NEUTRAL,628.0,31.7,DOWN,32.0,0.25,-3.4,"Low_RSI, Below_200SMA, Below_BB_Middle"
DHPL,5,NEUTRAL,296.0,44.4,DOWN,15.9,0.14,-3.2,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
BARUN,5,NEUTRAL,346.0,41.2,DOWN,17.2,0.23,-3.6,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
PRVU,5,NEUTRAL,182.4,38.2,DOWN,1.9,1.26,-0.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Above_Avg_Volume"
GRDBL,5,NEUTRAL,1068.9,23.7,DOWN,11.3,0.24,-2.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
JFL,5,NEUTRAL,416.2,27.3,DOWN,4.6,0.22,-2.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
ALICL,5,NEUTRAL,444.3,23.3,DOWN,2.1,1.17,-0.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SPDL,0,NEUTRAL,399.0,45.9,DOWN,59.7,0.38,-0.7,"Strong_Downtrend, Above_200SMA, Below_BB_Middle"
EDBL,0,NEUTRAL,582.6,35.9,DOWN,9.3,0.16,-1.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CGH,0,NEUTRAL,825.1,34.8,DOWN,4.5,0.25,-1.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
KPCL,0,NEUTRAL,520.0,33.8,DOWN,10.1,0.42,-1.5,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CORBL,0,NEUTRAL,1620.2,32.8,DOWN,13.1,0.18,-0.6,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SFCL,0,NEUTRAL,376.0,30.9,DOWN,1.8,0.44,-2.8,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RRHP,0,NEUTRAL,563.9,50.6,DOWN,72.2,1.13,10.6,"Strong_Downtrend, Above_200SMA, Positive_5D_Momentum"
NCCB,0,NEUTRAL,189.0,61.4,DOWN,8.9,1.7,5.9,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum"
NBL,0,NEUTRAL,240.7,37.1,DOWN,13.7,0.4,-1.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NICA,0,NEUTRAL,322.3,35.6,DOWN,14.0,0.38,-1.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NFS,0,NEUTRAL,627.0,37.0,DOWN,9.8,0.3,-0.5,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PROFL,0,NEUTRAL,447.2,38.2,DOWN,8.3,0.24,-3.8,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PCBL,0,NEUTRAL,233.0,38.9,DOWN,4.6,0.59,0.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PFL,0,NEUTRAL,370.3,30.3,DOWN,8.8,0.58,-2.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NMB,0,NEUTRAL,234.5,38.9,DOWN,4.5,0.58,-0.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
KSBBL,0,NEUTRAL,460.0,51.0,DOWN,28.6,0.69,0.4,"Below_200SMA, Lower_Half_Range"
LICN,0,NEUTRAL,830.0,39.2,DOWN,10.0,0.33,-0.8,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
UPCL,-5,NEUTRAL,367.2,46.1,DOWN,47.5,0.41,-2.7,"Below_200SMA, Below_BB_Middle"
SPC,-5,NEUTRAL,493.0,34.4,DOWN,18.4,0.43,-2.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GBIME,-5,NEUTRAL,224.9,39.7,DOWN,20.1,0.44,0.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
ADBL,-5,NEUTRAL,294.6,36.6,DOWN,27.1,1.06,-0.8,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
BOKL,-5,NEUTRAL,207.3,62.9,DOWN,4.5,3.21,-0.8,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume"
GMFIL,-5,NEUTRAL,457.7,31.5,DOWN,28.1,0.22,-3.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SHPC,-5,NEUTRAL,536.4,50.7,DOWN,39.8,0.37,-1.6,"Below_200SMA, Below_BB_Middle"
NIB,-5,NEUTRAL,251.0,76.1,DOWN,11.8,3.07,7.2,"Overbought_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
CHCL,-10,NEUTRAL,466.0,42.5,DOWN,4.2,0.58,-0.9,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CBL,-10,NEUTRAL,214.0,41.7,DOWN,22.0,1.36,-1.7,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Above_Avg_Volume"
RURU,-10,NEUTRAL,654.9,42.3,DOWN,3.3,0.3,0.1,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SHINE,-10,NEUTRAL,402.0,46.6,DOWN,12.0,0.36,-1.2,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
LBL,-10,NEUTRAL,173.0,50.4,DOWN,7.8,0.72,1.3,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
JOSHI,-10,NEUTRAL,290.0,45.3,DOWN,14.7,0.32,-3.7,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
HBL,-10,NEUTRAL,187.5,43.9,DOWN,2.2,0.49,-0.5,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
MLBL,-10,NEUTRAL,365.1,45.8,DOWN,9.3,0.4,-0.5,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
UMRH,-10,NEUTRAL,548.0,42.5,DOWN,5.6,0.19,-2.1,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SRBL,-10,NEUTRAL,173.1,51.6,DOWN,9.3,1.07,3.0,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SHL,-10,NEUTRAL,491.0,46.9,DOWN,13.5,0.28,0.0,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
OHL,-10,NEUTRAL,700.0,45.6,DOWN,9.4,0.61,0.1,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NHDL,-10,NEUTRAL,646.0,40.4,DOWN,3.8,0.42,-1.2,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NLICL,-10,NEUTRAL,576.0,42.7,DOWN,17.7,1.35,-0.7,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Above_Avg_Volume"
MNBBL,-10,NEUTRAL,361.5,46.4,DOWN,12.9,0.52,-0.4,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
BPCL,-15,NEUTRAL,710.0,35.5,DOWN,50.2,0.47,0.5,"Low_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle"
SLI,-15,NEUTRAL,396.8,40.1,DOWN,26.6,0.53,-0.3,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MEN,-15,NEUTRAL,580.1,45.5,DOWN,29.6,0.43,0.2,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
LBBL,-15,NEUTRAL,467.8,39.7,DOWN,34.4,0.53,-3.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle"
NIFRA,-15,NEUTRAL,260.0,42.9,DOWN,21.1,0.32,0.2,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MKJC,-25,AVOID,525.0,41.4,DOWN,30.3,0.45,0.6,"Strong_Downtrend, Below_200SMA, Below_BB_Middle"
NRN,-25,AVOID,1528.0,48.8,DOWN,32.3,0.24,-1.9,"Strong_Downtrend, Below_200SMA, Below_BB_Middle"
NLIC,-30,AVOID,768.0,54.4,DOWN,35.2,0.99,2.3,"Strong_Downtrend, Below_200SMA"
SAHAS,-30,AVOID,562.7,50.2,DOWN,38.3,0.84,1.0,"Strong_Downtrend, Below_200SMA"
