Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52 Weeks High,52 Weeks Low,EMA_20,EMA_50,RSI,30D_Avg_Volume,Slope_20,Slope_50,Crossover
SJLIC,2025-02-23,460,469.5,447.1,466.9,,74187.0,644,395.1,458.0738365615805,457.65171573375017,54.07608830861243,50597.76666666667,0.6369740254220233,0.221787136747173,True
JBBD87,2025-02-23,"1,070.00","1,070.00","1,070.00",1070.0,,250.0,"1,105.00",901.5,1055.751203668082,1055.443878904258,66.95821969566657,298.1,0.55636717266284,0.19140042365343107,True
SADBL,2025-02-19,414,415,408.2,410.0,,45570.0,497,285,406.50542339541545,406.46863857846614,55.66751326786011,43162.73333333333,0.34605872047101227,0.11467321377559755,True
SALICO,2025-02-18,725.1,748.9,725.1,745.0,,44049.0,926,602,725.5124353253144,724.54389353753,50.0,12557.466666666667,-0.008743530547712907,-0.012454819560070973,True
NMB,2025-02-18,255.2,264.9,250.2,253.4,,154242.0,300,162,243.62048612740153,243.3190296471131,69.03555068788543,58028.4,0.3604193283647021,0.11614753184058486,True
SAMAJ,2025-02-17,"3,450.00","3,734.50","3,450.00",3683.9,,4982.0,"4,181.00","1,515.00",3429.4125469852343,3425.0528137651236,69.34564159247458,747.8666666666667,4.95709173486839,1.564191746483084,True
NUBL,2025-02-17,704.5,717.7,703,707.0,,33580.0,930.2,578.3,688.7072853282605,687.6964192231909,56.23899168677929,14512.8,0.4642711589942564,0.17717007573396587,True
MERO,2025-02-15,703,716,702,706.0,,11249.0,980,512,701.0027493259486,700.780159879434,63.83587141622463,8139.1,0.8174733787604737,0.296477533846587,True
SBD87,2025-02-13,"1,041.00","1,050.00","1,041.00",1050.0,,366.0,"1,080.00",869.3,1036.392885069396,1035.777807268461,59.13758832538332,95.2,0.5482497403871548,0.17605665214618965,True
SWMF,2025-02-10,760,785.9,760,780.0,,6824.0,"1,214.80",645.6,767.7135631569465,767.2893130907034,63.39285714285714,6857.433333333333,1.2262579982871558,0.4432644062191457,True
AKPL,2025-02-09,244.2,247.7,235.2,241.9,,108189.0,326,157.2,239.31938787138753,239.25186498675907,63.34839879421077,107322.1,0.1901971682067199,0.06766095941486583,True
NHPC,2025-02-03,228,230,221.1,223.9,,136807.0,290,136,219.3181681008263,219.29365457908432,61.70211269320361,96105.03333333334,0.38163615295669046,0.12386867970011509,True
HIDCL,2025-02-01,243,252,243,249.0,,146352.0,360,158.1,245.24826666644526,245.19314034822168,69.88505400381715,116066.06666666667,0.48728218894501085,0.16859465009795258,True
NESDO,2025-01-26,"2,230.20","2,333.00","2,230.20",2326.9,,4416.0,"2,641.00","1,492.10",2264.4826818498327,2262.4673282755343,65.65602809725817,2275.9333333333334,1.3932808369563645,0.4826430452335444,True
ALICL,2025-01-24,728,761,728,748.9,,56950.0,825,523,725.0528244769556,723.6858622994729,63.366340052661116,17801.5,2.052744793306806,0.7268371713335455,True
