Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52 Weeks High,52 Weeks Low,EMA_20,EMA_50,RSI,Buy_Signal,Sell_Signal,Signal
MBJC,2025-08-09,316.2,322,316.2,317.96,,36527.0,433,293.5,321.7065089952834,321.91625261456267,26.011259138589395,False,True,Sell
SHPC,2025-08-09,586.1,599.8,586.1,590.02,,132510.0,684.9,438.1,606.1581889042878,607.0463587475267,3.4586951847935268,False,True,Sell
NHPC,2025-08-09,217.8,219.3,214,215.95,,77677.0,290,188,218.40805311634455,218.51974490208343,16.81376426991666,False,True,Sell
HIDCL,2025-08-08,290,295,289,294.19,,164637.0,360,225.4,300.5979689663536,300.8575955230649,18.961123341989335,False,True,Sell
ENL,2025-08-07,"1,050.50","1,079.90","1,050.50",1057.64,,3134.0,"1,452.00","1,022.10",1104.791117254366,1105.002904978917,23.952389974557462,False,True,Sell
GHL,2025-08-07,252,253,248.2,250.98,,66297.0,318,193.5,255.9831917156532,255.99390552048945,28.739076449707568,False,True,Sell
MHL,2025-08-07,576,576,560.1,561.24,,53672.0,"1,101.00",554,601.3051661460439,602.8318281174647,2.0290023767114747,False,True,Sell
WNLB,2025-08-07,"2,414.00","2,561.00","2,325.00",2406.21,,6231.0,"4,271.00","1,431.00",2186.2513564527853,2179.3802911221346,66.03456176766043,True,False,Buy
RIDI,2025-08-07,254.4,259.9,254.4,258.14,,70874.0,311,210,264.3872985291835,264.52047790034027,15.310000859919171,False,True,Sell
LICN,2025-08-07,900,900,885.1,891.86,,11459.0,"2,475.00",830,916.9837670824023,917.1716199430201,6.5644604678268905,False,True,Sell
NMIC,2025-08-07,"1,555.00","1,589.90","1,550.00",1563.64,,6140.0,"2,703.30",302.3,1627.782324556109,1629.0702045281473,9.786380329492019,False,True,Sell
SSHL,2025-08-06,205,205,200,201.34,,122079.0,313.8,196,257.6891958671367,258.2058504839082,7.273568961757547,False,True,Sell
SJCL,2025-08-06,315,321,313.1,316.3,,14371.0,442,302,324.01933810544585,324.4861556486697,10.689579422717458,False,True,Sell
OHL,2025-08-06,866.1,884,866.1,875.83,,6312.0,"1,190.00",838.9,894.343404667033,895.0080742162326,21.14913248734713,False,True,Sell
HURJA,2025-08-06,242.8,251,242.8,247.26,,64416.0,291.7,198,255.74535554884227,256.1275493652297,3.407596330691092,False,True,Sell
UAIL,2025-08-05,579.99,585,568.5,569.4,,10142.0,822,560,587.3937810299901,587.7959322538094,5.162488251956546,False,True,Sell
SDBD87,2025-08-05,"1,055.00","1,055.00","1,055.00",1055.0,,25.0,"1,120.00",980.3,1086.1060345071478,1087.344034734063,29.48576401950811,False,True,Sell
BGWT,2025-08-05,955,955,929,929.54,,4619.0,"1,241.00",857.6,954.9245210523895,956.4190130780315,23.13096823635628,False,True,Sell
MFLD85,2025-08-04,"1,055.10","1,060.00","1,055.00",1056.7,,75.0,"1,150.00","1,000.60",1088.8799539686681,1090.6224535344638,14.486808126233512,False,True,Sell
NABBC,2025-08-03,"1,691.00","1,820.00","1,691.00",1722.86,,22637.0,"2,060.00",530,1641.2676749749978,1637.7911552044347,53.4540025338941,True,False,Buy
KSBBLD87,2025-07-31,"1,041.30","1,041.30","1,041.30",1041.3,,25.0,"1,110.00",983.5,1080.0501290102663,1081.7687114502357,23.486911895409847,False,True,Sell
NBLD82,2025-07-28,"1,070.30","1,070.30","1,070.30",1050.2,,5.0,"1,248.00","1,022.00",1094.0582943596817,1094.9260420593976,21.170533104481137,False,True,Sell
CORBL,2025-07-23,"2,110.00","2,152.00","2,035.00",2090.4,,8880.0,"2,842.30",596,2314.083264779886,2327.8657210793385,23.210376265889238,False,True,Sell
TVCL,2025-07-22,505,517,497,513.07,,32789.0,697,431,497.9564966310943,497.12116589954877,68.91207904596646,True,False,Buy
UNL,2025-07-22,"46,980.00","47,430.10","46,500.00",47430.1,,60.0,"56,668.00","43,800.00",46508.427584718316,46490.125335749566,61.59438975715855,True,False,Buy
KBSH,2025-07-20,"1,930.00","2,080.00","1,923.00",2027.17,,2173.0,"3,300.00","1,468.10",1935.703748780883,1934.1471501105552,63.852374757793804,True,False,Buy
NLG,2025-07-20,800,867,796.1,850.69,,149525.0,"1,382.00",738.1,796.6310837822124,794.9120935723732,65.23172841285859,True,False,Buy
SNLI,2025-07-19,500,510,491,501.03,,67688.0,744.5,452,489.8326069066614,489.8160141920464,45.26937158882652,True,False,Buy
ULHC,2025-07-18,475,497,475,492.73,,33357.0,693,364,473.937007748768,473.9007653032508,63.717827530882204,True,False,Buy
CLI,2025-07-18,480,497.8,480,492.93,,91456.0,774.9,448.2,476.5764083035276,475.7688985581596,54.242266300104916,True,False,Buy
API,2025-07-18,300,307.8,297.2,304.55,,334212.0,390,202,296.0592406944747,295.5740618740775,68.3910483425359,True,False,Buy
MLBS,2025-07-17,"1,630.10","1,768.00","1,630.10",1715.76,,2955.0,"2,530.00","1,311.00",1596.1384440245372,1593.1045778047617,64.74200388761265,True,False,Buy
KKHC,2025-07-17,296,305,292.1,297.81,,59603.0,475.9,235.2,369.46877060063343,372.6298379150797,12.554181018847686,False,True,Sell
MMKJL,2025-07-17,594.1,615,594.1,609.07,,9254.0,890.4,451.8,588.89678882333,587.8031082487263,64.0973998701844,True,False,Buy
SMJC,2025-07-17,540,555.9,540,553.44,,38025.0,800,415,530.0491205222086,529.160614068377,69.12060672317409,True,False,Buy
JSLBB,2025-07-17,"1,410.90","1,430.00","1,391.00",1392.43,,2431.0,"1,860.40","1,216.20",1334.4129188401903,1332.0103167102452,63.1535152464508,True,False,Buy
SPC,2025-07-16,522,550,509,538.17,,63416.0,722,471.7,516.3471811602425,515.501688246407,43.07524104430519,True,False,Buy
GBILD84/85,2025-07-16,"1,151.00","1,175.00","1,151.00",1175.0,,85.0,"1,220.00","1,104.00",1165.8924912296993,1165.6476144994415,53.06122448979591,True,False,Buy
HLI,2025-07-15,401,407.8,400,405.4,,33560.0,607,377.7,402.2819016473164,402.1147225416258,59.53030839241378,True,False,Buy
CKHL,2025-07-15,681.4,681.4,652.8,659.72,,7727.0,910,590,646.0236633531908,645.518888809681,58.984068329933436,True,False,Buy
NWCL,2025-07-15,915,915,900.1,907.69,,5726.0,"1,264.00",835,899.7519911733066,899.6605891738316,64.42178424575549,True,False,Buy
ILBS,2025-07-15,890,890,867.1,882.29,,2502.0,"1,342.30",795.2,855.6287052832134,854.6976776751545,58.58738369180972,True,False,Buy
NIFRA,2025-07-15,279.9,282.7,278,281.33,,178638.0,366.6,209.2,278.92856985900414,278.87573612762645,56.646100587360145,True,False,Buy
WNLBP,2025-07-15,100,100,100,100.0,,5382.0,"1,403.00",100,1278.904761904762,1351.9019607843138,0.0,False,True,Sell
RURU,2025-07-14,710,723,710,718.47,,13451.0,926.8,651.6,714.4873922772558,714.2835154561609,54.994506167640374,True,False,Buy
MBLEF,2025-07-12,9.02,9.1,8.94,9.1,,1650.0,10.19,8.59,9.051918382648008,9.05080693981055,63.492067096274155,True,False,Buy
EDBL,2025-07-11,598,605,590.7,596.78,,18569.0,838.2,449,585.7259665042104,585.1708893264778,69.9209417609901,True,False,Buy
MLBL,2025-07-11,389,397,383.1,393.11,,54547.0,498,350,387.23728146836714,386.9397497696337,67.28803156894,True,False,Buy
RLFL,2025-07-10,499,507,492.2,494.25,,40530.0,838,445,482.18138331549466,482.0702908548112,69.46062227559781,True,False,Buy
MPFL,2025-07-10,613.5,613.5,601,604.54,,10713.0,936.9,517,596.5628594483196,596.3040816704439,68.40953108591623,True,False,Buy
RSDC,2025-07-10,668,681,668,679.02,,16044.0,890,638,666.8813129478623,666.344623971908,68.2616215232146,True,False,Buy
SINDU,2025-07-10,920,975,869.3,882.74,,110196.0,"1,482.00",449,857.7767724106706,856.4489631605514,69.3752523674259,True,False,Buy
CYCL,2025-07-10,"1,640.00","1,674.90","1,618.20",1654.65,,1240.0,"1,958.00","1,448.00",1632.1545010192335,1631.4964752746614,68.90726636108484,True,False,Buy
NADEP,2025-07-09,825,865,825,861.97,,8807.0,"1,190.00",775,841.9690721995361,841.8021969641198,67.3909501884517,True,False,Buy
NYADI,2025-07-08,459.1,476,459.1,469.16,,28341.0,880,283.3,455.3738163667314,455.2858181779034,69.71614458711264,True,False,Buy
UNLB,2025-07-07,"2,172.00","2,172.00","2,107.30",2118.95,,786.0,"3,223.00","1,935.90",2092.1773623038916,2091.6221141980345,68.58243774317675,True,False,Buy
FMDBL,2025-07-07,749.1,761,749.1,751.99,,16759.0,"1,004.00",666,747.3603036057314,747.1425275346927,64.20678971400694,True,False,Buy
HDL,2025-07-07,"1,244.00","1,247.00","1,215.00",1216.02,,52595.0,"1,749.00","1,136.00",1198.282685979617,1198.1559822622476,69.40161599361694,True,False,Buy
KMCDB,2025-07-06,"1,049.00","1,060.00","1,024.00",1035.74,,3465.0,"1,285.00",950.6,1018.1657348962465,1018.1043095250881,65.69576970497005,True,False,Buy
DLBS,2025-07-06,"1,500.00","1,549.00","1,471.00",1516.73,,3350.0,"2,250.00","1,200.10",1447.3837087487466,1443.8579536184077,66.0119583171069,True,False,Buy
RBCL,2025-07-06,"14,650.00","14,775.00","14,650.00",14751.33,,350.0,"22,493.90","13,035.00",14643.885166036795,14640.082429557953,64.06774647887325,True,False,Buy
BHDC,2025-07-05,541.9,541.9,509,514.07,,133376.0,829.7,426,485.5229324767614,484.32046051592835,60.2436897500909,True,False,Buy
LSLPO,2025-07-05,100,100,100,100.0,,1417836.0,145,100,107.54147787965371,107.64743636643993,25.0,False,True,Sell
SWBBL,2025-07-04,826.1,845,826.1,835.76,,14016.0,"1,232.00",782.4,814.8399274137921,813.9309104867453,69.5389214111448,True,False,Buy
ICFC,2025-07-04,617,640,615.9,627.98,,49472.0,910,555,609.4350911494904,609.3417110639195,65.69275405489356,True,False,Buy
RBCLPO,2025-07-04,"11,800.00","12,000.00","11,800.00",11803.9,,627.0,"16,270.00","9,893.10",11559.747626208273,11550.554466869888,63.63923887225033,True,False,Buy
NMLBBL,2025-07-03,681.5,681.5,650.1,662.0,,16152.0,988,608.2,644.7398196016659,643.879986456199,68.18106978450446,True,False,Buy
DDBL,2025-07-01,806,825,801.1,817.35,,18062.0,"1,099.00",759,793.9207029453096,793.9066616797862,54.96939890189044,True,False,Buy
NMFBS,2025-07-01,"1,254.00","1,269.90","1,238.00",1263.26,,7119.0,"1,727.00","1,161.00",1224.108285118182,1223.720064123525,61.87535730327902,True,False,Buy
AHPC,2025-06-30,286,289.9,284,284.4,,145904.0,349,149,289.8059795826401,289.83347559422845,10.986709920998422,False,True,Sell
MKJC,2025-06-29,544,544,525,527.92,,43369.0,735,402,514.3673747809551,513.6452699282045,61.16380540489244,True,False,Buy
CBLD88,2025-06-29,"1,135.00","1,178.00","1,135.00",1178.0,,175.0,"1,254.20","1,034.00",1145.9668214005096,1145.4150809763712,55.23255813953489,True,False,Buy
SAPDBL,2025-06-29,"1,015.70","1,095.40","1,015.70",1095.4,,166986.0,"1,622.70",356,980.9643564284736,977.7371469577973,56.13674938846154,True,False,Buy
GRDBL,2025-06-29,"1,328.00","1,380.00","1,320.10",1366.42,,49032.0,"2,001.40",438.5,1241.9487014819704,1237.0303240275493,64.13019719091642,True,False,Buy
SMATA,2025-06-29,814,818,796,802.68,,14930.0,"1,271.00",734.1,780.1197151484723,779.2188482288794,69.98900760401824,True,False,Buy
GVL,2025-06-29,448,483.8,442,480.07,,175442.0,699.9,424,451.70194440043485,451.6396641696073,60.550988802324056,True,False,Buy
MEL,2025-06-26,338,350,320.8,324.82,,153069.0,393,215,307.02773116128037,306.35480046553164,69.1354457928832,True,False,Buy
MHNL,2025-06-25,266,290,261,283.93,,131039.0,379,234,263.1409828906459,262.6111783908325,65.20498105212857,True,False,Buy
EBLD86,2025-06-25,"1,077.00","1,077.10","1,077.00",1077.1,,300.0,"1,080.00",937,1054.543870685646,1053.1950073151872,63.549906657767714,True,False,Buy
PPCL,2025-06-18,334.4,345,328.3,340.33,,74017.0,367.2,221.6,332.46250636101223,332.24515096547617,63.331846266638955,True,False,Buy
CZBIL,2025-06-18,206,209.5,203,203.14,,158226.0,296,160.1,208.72208648215786,209.06599477593804,29.69244535634074,False,True,Sell
PRVU,2025-06-15,207,207.9,203.7,204.0,,134564.0,297,137,208.33481854033337,208.43155040843146,15.025236727564277,False,True,Sell
ADBL,2025-06-15,286.1,288,284,284.25,,35850.0,428.4,256,289.01306044418624,289.2542671542243,4.932450957728776,False,True,Sell
GMLI,2025-06-14,"2,395.30","2,400.00","2,275.00",2326.17,,6948.0,"2,778.00",301,2427.5983677091194,2429.0238043569525,22.331264265210507,False,True,Sell
SADBL,2025-06-14,402.7,410,402,403.47,,54844.0,497,303.4,408.6372060284881,408.7042990120785,29.077669865681273,False,True,Sell
GILB,2025-06-13,"1,228.00","1,230.00","1,205.00",1225.08,,4990.0,"1,815.00","1,118.20",1257.956327364729,1258.2999749578742,6.0983707142619465,False,True,Sell
NUBL,2025-06-13,666,676,666,673.88,,6837.0,930.2,650,680.0977808744836,680.3000894758999,24.950150460500325,False,True,Sell
BEDC,2025-06-11,721.9,721.9,690,692.52,,11211.0,"1,080.00",395,741.4733312791418,742.7060449864832,21.65348127706507,False,True,Sell
SRLIP,2025-06-10,218.6,218.6,214.3,214.3,,68250.0,223,214.3,222.17142886207216,222.65882364908853,0.0,False,True,Sell
NRIC,2025-06-09,"1,239.00","1,293.90","1,205.00",1292.08,,224958.0,"1,389.90",630.1,1255.6543374624666,1254.7467114547724,56.68060435726439,True,False,Buy
MEN,2025-06-09,578,588,575.2,585.92,,54459.0,809.5,552.4,581.134706603521,581.0711635092747,49.05613372943954,True,False,Buy
SWMF,2025-06-08,715.53,725.9,702,711.05,,4704.0,"1,214.80",682.1,722.2253454183624,722.6051088671999,28.15565378140981,False,True,Sell
PCBL,2025-06-07,240,243,237.2,240.24,,39663.0,329,190.1,247.05388376600996,247.19137303281968,26.849422756156684,False,True,Sell
EBLD91,2025-06-07,"1,000.60","1,030.30","1,000.60",1029.0,,475.0,"1,045.00",996,1024.4473509957766,1024.306929560972,53.284282910182554,True,False,Buy
MLBSL,2025-06-06,"2,204.00","2,204.00","2,185.00",2198.0,,813.0,"2,648.70","1,836.00",2244.281780447131,2245.474841573621,15.156340498429657,False,True,Sell
HLBSL,2025-06-06,922,949,922,935.31,,1808.0,"1,447.00",817,958.2597381645726,959.6137645499276,29.289472487149553,False,True,Sell
NLICL,2025-06-06,600,600,589,598.04,,15947.0,776.1,528,625.0215596283507,625.8668638098368,19.550362139547445,False,True,Sell
GBBL,2025-06-05,393.2,395,392,392.96,,17348.0,531.4,350.1,397.1172763452303,397.3087542081488,16.78768443440117,False,True,Sell
SKBBL,2025-06-05,792,806.8,792,792.24,,7638.0,"1,105.00",780.2,800.5599406469124,800.8383143021991,21.34060543352834,False,True,Sell
SCB,2025-06-05,630,630,608.1,609.19,,19291.0,790,549,620.3567841680489,620.642159379407,26.111274121652315,False,True,Sell
KDL,2025-06-04,"1,130.00","1,130.00","1,092.00",1096.07,,2590.0,"1,381.00",970,1132.1609216208103,1133.1614286321187,22.351980445224285,False,True,Sell
JBBL,2025-06-03,339.7,339.7,328.9,329.48,,26470.0,445,279.1,335.21357433928523,335.54622913816996,29.816307455250126,False,True,Sell
SHINE,2025-06-03,412,415,402,403.21,,51289.0,625,373.2,410.4641522104389,410.467108322508,24.199321383855647,False,True,Sell
ACLBSL,2025-05-28,"1,057.40","1,080.00","1,040.20",1075.19,,1787.0,"1,491.00",894.1,1061.356835310781,1060.9894995624547,67.26929257847317,True,False,Buy
GWFD83,2025-05-27,"1,300.90","1,300.90","1,300.90",1326.9,,1.0,"1,363.20","1,090.00",1218.046222859436,1212.5525693248849,65.5813934847539,True,False,Buy
NMLBBLP,2025-05-19,340,340,340,340.0,,4508.0,366.1,340,362.98388994305424,364.1975574851175,4.044138271494134,False,True,Sell
TPC,2025-05-19,354,381.7,354,381.7,,67901.0,671.6,354,561.1717042077838,561.5877943523564,20.993830337243637,False,True,Sell
BHPL,2025-05-18,"1,026.80","1,149.60",954,1124.34,,18507.0,"1,275.00",509.6,1043.2412357680266,1043.1312828853618,69.24509023152544,True,False,Buy
SGICP,2025-05-12,323,323,323,323.0,,36429.0,323,100,248.73975094542183,245.07433644216007,59.78552278820376,True,False,Buy
EBLD85,2025-05-10,"1,110.10","1,110.10","1,110.10",1110.1,,25.0,"1,200.00","1,044.50",1146.1142072346177,1147.9836620438427,7.946598444567172,False,True,Sell
RHPL,2025-05-09,414.7,414.7,398.5,405.81,,72512.0,527,260.3,398.08151805479645,397.79960481907074,58.746247947483475,True,False,Buy
HPPL,2025-05-04,592.5,660,577,645.85,,422606.0,711,244,603.5537506641347,603.4913403200762,59.48992601734217,True,False,Buy
SCBD,2025-05-04,"1,110.00","1,110.00","1,110.00",1110.0,,25.0,"1,150.00","1,000.00",1094.8844036798541,1094.1490986360484,58.508619603120145,True,False,Buy
MCHL,2025-05-02,590,612.9,581,583.09,,14143.0,714,355,608.3328058711384,609.5623747008245,19.208465842914805,False,True,Sell
HRL,2025-04-30,980,985,965,966.71,,198528.0,"1,156.00",512,1000.1253695265724,1000.1747999094265,27.116146905035492,False,True,Sell
GLBSL,2025-04-29,"2,801.10","2,830.00","2,783.50",2787.28,,1782.0,"3,486.00","1,560.00",2876.152878416366,2877.017517095947,9.090390261436923,False,True,Sell
DHPL,2025-04-24,357,369.9,353,357.63,,37234.0,427.2,185.3,383.3757937002972,384.8234146620934,10.095438911770316,False,True,Sell
NBLD85,2025-04-22,"1,030.00","1,050.00","1,030.00",1050.0,,340.0,"1,068.00",927,1028.4574401485684,1028.1228782683468,63.02699663878188,True,False,Buy
NIBD84,2025-04-21,"1,036.10","1,056.90","1,036.10",1056.9,,103.0,"1,071.00",943,1036.1935316358474,1035.7381190568717,69.05369207138129,True,False,Buy
MBLD87,2025-04-20,"1,046.00","1,054.10","1,046.00",1054.1,,13.0,"1,080.00",931,1036.2132323359965,1036.0244429304178,61.221106489268486,True,False,Buy
PBLD84,2025-04-10,"1,100.00","1,100.00","1,100.00",1121.0,,1.0,"1,130.00",997,1091.2008952020483,1090.1261754719671,68.63631067206981,True,False,Buy
ANLB,2025-04-10,"5,035.40","5,220.00","5,035.40",5200.7,,3059.0,"6,735.00","1,910.00",5094.123772089801,5089.900769860996,55.80798123187713,True,False,Buy
NBBD2085,2025-04-08,"1,096.60","1,096.60","1,096.60",1096.6,,25.0,"1,250.00","1,051.00",1121.1582345322124,1122.113410991215,6.988557663821467,False,True,Sell
ALICL,2025-04-07,778,779,751,755.28,,25274.0,831,523,759.6785880963199,759.7737988437792,71.53156931216078,False,True,Sell
CHL,2025-04-03,484,485,460.6,479.81,,167045.0,599.7,295.1,510.0284836324285,510.4170870721951,26.358825207275515,False,True,Sell
EBLEB89,2025-04-02,"1,010.00","1,010.00","1,010.00",1010.0,,50.0,"1,014.10","1,000.00",1013.7095017206101,1013.9391922296263,0.0,False,True,Sell
