Symbol,Date,Signal,Close_at_Crossover,Latest_Close,P/L_%
CGH,2025-07-24,BUY,1129.73,825.1,-26.96
GBBL,2025-07-24,BUY,469.65,400.7,-14.68
JBBL,2025-07-24,BUY,387.21,328.6,-15.14
MNBBL,2025-07-24,BUY,473.72,361.5,-23.69
RURU,2025-07-24,BUY,812.81,654.9,-19.43
SCB,2025-07-24,BUY,670.91,642.2,-4.28
SIFC,2025-07-24,BUY,566.43,585.0,3.28
RHPL,2025-07-24,SELL,349.21,285.2,18.33
CHCL,2025-07-17,BUY,547.62,466.0,-14.9
LBBL,2025-07-17,BUY,492.67,467.8,-5.05
MBL,2025-07-17,BUY,261.69,228.0,-12.87
NBL,2025-07-17,BUY,299.67,240.7,-19.68
CZBIL,2025-07-10,BUY,220.98,189.6,-14.2
SJCL,2025-07-10,SELL,314.29,301.0,4.23
PCBL,2025-07-03,BUY,254.49,233.0,-8.44
MHNL,2025-06-26,BUY,280.79,262.6,-6.48
CFCL,2025-06-26,SELL,498.18,523.0,-4.98
CHL,2025-06-26,SELL,337.99,280.0,17.16
CZBIL,2025-06-26,SELL,201.99,189.6,6.13
PCBL,2025-06-26,SELL,237.82,233.0,2.03
AKJCL,2025-06-19,BUY,218.06,352.0,61.42
SAHAS,2025-06-19,BUY,545.38,562.7,3.18
SBL,2025-06-19,BUY,307.4,376.5,22.48
SIFC,2025-06-19,SELL,510.63,585.0,-14.56
SIFC,2025-06-12,BUY,586.56,585.0,-0.27
ALICL,2025-06-12,SELL,500.56,444.3,11.24
MHNL,2025-06-12,SELL,264.38,262.6,0.67
PROFL,2025-06-12,SELL,494.97,447.2,9.65
TRH,2025-06-12,SELL,942.89,755.0,19.93
NGPL,2025-06-05,BUY,395.88,430.0,8.62
JBBL,2025-06-05,SELL,326.04,328.6,-0.79
MBL,2025-06-05,SELL,217.46,228.0,-4.85
RLFL,2025-06-05,SELL,467.59,449.0,3.98
SIFC,2025-06-05,SELL,485.56,585.0,-20.48
TPC,2025-06-05,SELL,336.55,383.0,-13.8
GBIME,2025-05-29,BUY,249.27,224.9,-9.78
HURJA,2025-05-29,BUY,253.03,256.8,1.49
MBL,2025-05-29,BUY,234.82,228.0,-2.9
BFC,2025-05-29,SELL,485.09,459.2,5.34
SCB,2025-05-29,SELL,628.67,642.2,-2.15
SPC,2025-05-29,SELL,508.71,493.0,3.09
GMFIL,2025-05-22,SELL,507.26,457.7,9.77
SFCL,2025-05-22,SELL,492.43,376.0,23.64
AKJCL,2025-05-15,SELL,205.45,352.0,-71.33
MBL,2025-05-15,SELL,211.18,228.0,-7.96
RURU,2025-05-15,SELL,693.42,654.9,5.56
AKJCL,2025-05-08,BUY,219.19,352.0,60.59
HBL,2025-05-08,SELL,220.32,187.5,14.9
GBIME,2025-05-01,SELL,215.07,224.9,-4.57
ICFC,2025-04-24,SELL,590.99,645.0,-9.14
LBBL,2025-04-24,SELL,389.4,467.8,-20.13
MFIL,2025-04-24,SELL,585.52,787.9,-34.56
SBL,2025-04-24,SELL,272.84,376.5,-37.99
GFCL,2025-04-17,SELL,679.49,628.0,7.58
NBL,2025-04-10,SELL,246.12,240.7,2.2
SHINE,2025-04-10,SELL,411.27,402.0,2.25
CHCL,2025-04-03,SELL,481.48,466.0,3.22
GBBL,2025-03-27,SELL,394.51,400.7,-1.57
JFL,2025-03-27,SELL,512.71,416.2,18.82
ADBL,2025-03-20,SELL,285.66,294.6,-3.13
NFS,2025-03-13,SELL,734.9,627.0,14.68
NLICL,2025-02-27,BUY,620.5,576.0,-7.17
PFL,2025-02-06,SELL,412.0,370.3,10.12
GUFL,2025-01-30,SELL,594.5,543.9,8.51
LEC,2025-01-30,SELL,210.0,219.0,-4.29
MNBBL,2025-01-23,SELL,371.0,361.5,2.56
NGPL,2025-01-23,SELL,285.0,430.0,-50.88
NLICL,2025-01-16,SELL,589.0,576.0,2.21
AKJCL,2025-01-09,SELL,201.0,352.0,-75.12
MEN,2025-01-09,SELL,620.0,580.1,6.44
