Symbol,Score,Signal,Close,RSI,Trend,52W_Position_%,Volume_Ratio,Momentum_5D_%,Factors
LEC,50,BUY,230.5,52.2,UP,65.3,1.19,5.7,"Strong_Uptrend, Above_200SMA, Positive_5D_Momentum, Strong_20D_Momentum"
MHNL,50,BUY,287.0,58.3,UP,74.3,1.24,3.6,"Strong_Uptrend, Above_200SMA, Above_Avg_Volume, Strong_20D_Momentum"
AKPL,45,WATCH,277.0,60.5,UP,74.8,1.15,2.2,"Strong_Uptrend, Above_200SMA, Strong_20D_Momentum"
KKHC,45,WATCH,320.0,79.1,UP,42.9,2.51,27.1,"Overbought_RSI, Strong_Uptrend, Above_200SMA, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
TPC,45,WATCH,429.0,71.9,UP,40.1,3.58,8.9,"Overbought_RSI, Strong_Uptrend, Above_200SMA, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
PFL,45,WATCH,377.9,29.1,UP,10.1,1.0,-1.8,"Oversold_RSI, Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GFCL,45,WATCH,641.0,29.9,DOWN,29.5,0.46,-2.5,"Oversold_RSI, Above_200SMA, Lower_Half_Range, Below_BB_Middle"
RHPL,45,WATCH,308.2,61.5,UP,22.9,6.51,8.1,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
NYADI,40,WATCH,405.0,37.2,UP,8.9,1.29,0.0,"Low_RSI, Strong_Uptrend, Below_200SMA, Near_52W_Low, Above_Avg_Volume"
UMHL,40,WATCH,614.0,40.0,UP,80.0,0.28,-4.2,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
SHPC,40,WATCH,552.9,47.2,UP,47.2,1.32,2.1,"Strong_Uptrend, Above_200SMA, Above_Avg_Volume"
OHL,40,WATCH,708.0,35.8,UP,11.6,1.87,-2.5,"Low_RSI, Weak_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume"
API,40,WATCH,303.0,43.3,UP,65.1,1.28,0.0,"Strong_Uptrend, Above_200SMA, Above_Avg_Volume"
LBBL,35,WATCH,476.9,22.5,DOWN,37.9,0.47,-1.7,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
ICFC,35,WATCH,651.2,20.0,DOWN,57.2,0.25,-1.5,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
SBL,35,WATCH,371.5,24.6,DOWN,80.4,0.69,-3.5,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
SPDL,35,WATCH,407.9,54.9,UP,66.1,0.64,-0.7,"Strong_Uptrend, Above_200SMA"
SINDU,35,WATCH,759.0,47.6,UP,18.8,0.27,-8.0,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
UNHPL,35,WATCH,510.0,63.9,UP,88.3,0.83,-4.0,"Strong_Uptrend, Above_200SMA, Near_52W_High, Strong_20D_Momentum"
SCB,35,WATCH,637.6,50.6,UP,44.7,0.81,-0.4,"Strong_Uptrend, Above_200SMA"
SANIMA,35,WATCH,331.9,34.8,DOWN,42.2,1.21,-0.3,"Low_RSI, Above_200SMA, Below_BB_Middle, Above_Avg_Volume"
PPCL,35,WATCH,382.0,58.2,UP,88.0,0.76,-1.0,"Strong_Uptrend, Above_200SMA, Near_52W_High, Strong_20D_Momentum"
NGPL,35,WATCH,434.0,63.5,UP,92.9,2.48,2.7,"Strong_Uptrend, Above_200SMA, Near_52W_High, High_Volume"
HURJA,35,WATCH,283.9,71.7,UP,100.0,2.96,11.3,"Overbought_RSI, Strong_Uptrend, Above_200SMA, Near_52W_High, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
CHL,35,WATCH,297.0,55.9,UP,19.9,1.41,-0.3,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Above_Avg_Volume, Strong_20D_Momentum"
GBBL,35,WATCH,398.7,31.2,UP,25.7,0.84,-0.5,"Low_RSI, Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
JBBL,35,WATCH,337.0,21.0,DOWN,32.1,0.65,-0.3,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
MNBBL,30,WATCH,364.8,29.9,UP,15.2,0.65,-1.2,"Oversold_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
PLIC,30,WATCH,340.0,16.8,DOWN,0.0,2.22,-6.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume, Negative_5D_Momentum_Reversal"
SSHL,30,WATCH,195.5,53.0,UP,29.1,0.83,-2.2,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Strong_20D_Momentum"
MPFL,30,WATCH,630.0,33.8,DOWN,53.0,0.45,-4.1,"Low_RSI, Above_200SMA, Below_BB_Middle"
CGH,30,WATCH,825.0,18.6,DOWN,1.6,1.97,-5.7,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume, Negative_5D_Momentum_Reversal"
BARUN,30,WATCH,365.2,44.7,UP,24.0,0.7,-3.8,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Strong_20D_Momentum"
NBB,30,WATCH,400.0,61.3,UP,61.0,3.15,0.9,"Strong_Uptrend, Below_200SMA, High_Volume, Strong_20D_Momentum"
RLFL,30,WATCH,461.1,33.4,UP,20.8,1.1,0.7,"Low_RSI, Strong_Uptrend, Below_200SMA, Lower_Half_Range"
KBL,30,WATCH,188.0,32.7,UP,22.0,0.85,1.5,"Low_RSI, Strong_Uptrend, Below_200SMA, Lower_Half_Range"
DHPL,25,NEUTRAL,312.0,47.6,UP,26.8,1.22,-0.7,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Above_Avg_Volume"
KRBL,25,NEUTRAL,810.0,46.4,UP,93.7,0.89,3.9,"Strong_Uptrend, Above_200SMA, Near_52W_High"
AKJCL,25,NEUTRAL,375.0,83.1,UP,95.3,0.72,6.3,"Overbought_RSI, Strong_Uptrend, Above_200SMA, Near_52W_High, Positive_5D_Momentum, Strong_20D_Momentum"
RHPC,25,NEUTRAL,840.0,75.0,UP,75.1,2.13,16.7,"Overbought_RSI, Weak_Uptrend, Above_200SMA, High_Volume, Positive_5D_Momentum"
PROFL,25,NEUTRAL,458.1,22.8,DOWN,13.3,0.39,-2.6,"Oversold_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
TRH,25,NEUTRAL,757.0,48.6,UP,13.6,0.46,-0.9,"Strong_Uptrend, Below_200SMA, Near_52W_Low"
BPCL,25,NEUTRAL,713.0,23.3,DOWN,50.7,0.58,-5.6,"Oversold_RSI, Strong_Downtrend, Above_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
JOSHI,25,NEUTRAL,307.6,46.4,UP,23.7,1.22,0.8,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Above_Avg_Volume"
JFL,25,NEUTRAL,425.0,11.0,DOWN,6.2,0.41,-3.4,"Oversold_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RADHI,25,NEUTRAL,845.0,59.9,UP,92.5,0.69,-3.4,"Strong_Uptrend, Above_200SMA, Near_52W_High"
NFS,25,NEUTRAL,632.0,28.5,DOWN,9.0,0.53,-4.1,"Oversold_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
ALICL,20,NEUTRAL,445.9,17.1,DOWN,0.1,1.16,-7.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, Negative_5D_Momentum_Reversal"
KSBBL,20,NEUTRAL,456.9,28.4,DOWN,26.7,0.43,-1.1,"Oversold_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MEGA,20,NEUTRAL,219.0,86.0,UP,15.8,2.32,5.8,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
SPC,20,NEUTRAL,509.0,27.1,DOWN,24.3,0.75,-3.5,"Oversold_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
UPCL,20,NEUTRAL,382.1,51.9,UP,56.4,1.53,-0.8,"Strong_Uptrend, Below_200SMA, High_Volume"
BFC,20,NEUTRAL,470.0,19.4,DOWN,17.3,0.35,-2.6,"Oversold_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
ULI,15,NEUTRAL,358.0,16.9,DOWN,0.0,1.87,-3.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume"
NABIL,15,NEUTRAL,495.0,45.3,UP,24.2,1.14,-0.9,"Weak_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GLICL,15,NEUTRAL,344.0,30.2,DOWN,0.0,2.68,-4.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume"
HIDCL,15,NEUTRAL,266.5,39.6,UP,35.6,1.28,1.1,"Low_RSI, Weak_Uptrend, Below_200SMA, Above_Avg_Volume"
CORBL,15,NEUTRAL,1660.0,48.5,DOWN,16.2,0.35,-13.9,"Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
SLICL,15,NEUTRAL,387.0,31.7,DOWN,3.8,2.62,5.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume, Positive_5D_Momentum"
SAPDBL,10,NEUTRAL,828.0,49.9,DOWN,14.4,0.48,-4.8,"Below_200SMA, Near_52W_Low, Below_BB_Middle"
NRN,10,NEUTRAL,1590.0,48.0,UP,40.8,0.74,-3.5,"Weak_Uptrend, Below_200SMA, Strong_20D_Momentum"
NHDL,10,NEUTRAL,650.0,24.6,DOWN,3.8,1.36,-3.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Above_Avg_Volume"
GMFIL,10,NEUTRAL,467.9,26.6,DOWN,33.7,0.3,-1.3,"Oversold_RSI, Below_200SMA, Below_BB_Middle"
EDBL,5,NEUTRAL,586.1,20.3,DOWN,10.6,0.2,-2.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CHDC,5,NEUTRAL,2350.0,39.6,DOWN,56.7,0.76,-3.1,"Low_RSI, Below_200SMA, Below_BB_Middle"
CZBIL,5,NEUTRAL,191.0,20.6,DOWN,9.9,0.56,-1.4,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
HBL,5,NEUTRAL,190.0,23.9,DOWN,5.0,0.74,0.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
JLI,5,NEUTRAL,351.9,25.1,DOWN,2.5,0.08,-2.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
LICN,5,NEUTRAL,835.0,21.9,DOWN,10.9,0.61,-2.3,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
MKJC,5,NEUTRAL,528.0,53.9,UP,32.5,0.58,-4.3,"Weak_Uptrend, Below_200SMA, Below_BB_Middle"
MLBL,5,NEUTRAL,370.1,26.8,DOWN,13.8,0.93,-0.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RURU,5,NEUTRAL,657.0,29.7,DOWN,3.9,1.19,-2.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RLI,5,NEUTRAL,387.0,38.2,DOWN,26.4,1.68,-2.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, High_Volume"
SFCL,5,NEUTRAL,380.1,21.0,DOWN,3.0,0.47,-3.4,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NICA,5,NEUTRAL,329.9,32.6,DOWN,20.7,1.84,0.7,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, High_Volume"
NMB,5,NEUTRAL,234.0,19.9,DOWN,3.4,0.5,-0.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SHL,5,NEUTRAL,491.5,32.6,DOWN,14.6,1.25,-2.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Above_Avg_Volume"
PRVU,5,NEUTRAL,182.9,21.7,DOWN,2.7,0.91,-2.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PCBL,5,NEUTRAL,236.0,24.2,DOWN,7.5,0.54,0.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CCBL,5,NEUTRAL,199.5,84.0,UP,22.6,1.85,4.9,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume"
GBIME,0,NEUTRAL,224.9,21.7,DOWN,20.1,0.7,-0.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GRDBL,0,NEUTRAL,1093.1,41.9,DOWN,13.6,0.63,-5.3,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Negative_5D_Momentum_Reversal"
UMRH,0,NEUTRAL,557.0,36.9,DOWN,9.6,0.61,-3.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NLIC,0,NEUTRAL,754.0,14.8,DOWN,26.7,0.69,-2.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NCCB,0,NEUTRAL,189.0,61.4,DOWN,8.9,1.7,5.9,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum"
SHINE,0,NEUTRAL,408.0,37.9,DOWN,18.0,1.83,1.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, High_Volume"
MEN,0,NEUTRAL,578.3,26.7,DOWN,28.4,0.79,-2.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
RRHP,0,NEUTRAL,563.9,50.6,DOWN,72.2,1.13,10.6,"Strong_Downtrend, Above_200SMA, Positive_5D_Momentum"
NIFRA,0,NEUTRAL,262.0,28.9,DOWN,23.7,1.01,-1.7,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NLICL,-5,NEUTRAL,585.0,35.4,DOWN,23.9,0.9,-1.7,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NIB,-5,NEUTRAL,251.0,76.1,DOWN,11.8,3.07,7.2,"Overbought_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
CHCL,-5,NEUTRAL,477.0,40.0,DOWN,11.0,1.54,1.5,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume"
BOKL,-5,NEUTRAL,207.3,62.9,DOWN,4.5,3.21,-0.8,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume"
HPPL,-5,NEUTRAL,468.0,39.7,DOWN,24.9,0.54,-1.5,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
KPCL,-5,NEUTRAL,535.0,38.9,DOWN,18.8,0.32,-1.6,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SAHAS,-5,NEUTRAL,559.0,33.0,DOWN,41.9,1.65,-0.7,"Low_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle, High_Volume"
SBI,-5,NEUTRAL,401.5,40.4,DOWN,31.3,0.2,-1.4,"Below_200SMA, Below_BB_Middle"
NBL,-5,NEUTRAL,243.9,32.3,DOWN,17.8,0.93,0.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
ADBL,-10,NEUTRAL,297.0,23.9,DOWN,31.0,0.78,0.3,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle"
LBL,-10,NEUTRAL,173.0,50.4,DOWN,7.8,0.72,1.3,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CBL,-10,NEUTRAL,214.0,41.7,DOWN,22.0,1.36,-1.7,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Above_Avg_Volume"
SRBL,-10,NEUTRAL,173.1,51.6,DOWN,9.3,1.07,3.0,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SLI,-15,NEUTRAL,396.8,40.1,DOWN,26.6,0.53,-0.3,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
