Symbol,Score,Signal,Close,RSI,Trend,52W_Position_%,Volume_Ratio,Momentum_5D_%,Factors
NGPL,40,WATCH,416.9,48.2,UP,83.3,0.66,-0.0,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
SADBL,35,WATCH,406.5,38.8,UP,19.6,0.38,0.3,"Low_RSI, Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GHL,35,WATCH,231.3,51.6,UP,27.4,0.35,-6.0,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
MDB,35,WATCH,614.5,7.6,DOWN,39.3,0.54,-2.6,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
SBL,35,WATCH,373.4,21.8,DOWN,81.8,1.15,-0.2,"Oversold_RSI, Above_200SMA, Below_BB_Middle"
SCB,35,WATCH,637.0,53.1,UP,43.9,0.67,-0.2,"Strong_Uptrend, Above_200SMA"
SSHL,35,WATCH,181.4,51.1,UP,19.8,0.3,-7.9,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Negative_5D_Momentum_Reversal"
SANIMA,35,WATCH,330.0,37.7,DOWN,40.3,1.43,1.8,"Low_RSI, Above_200SMA, Below_BB_Middle, Above_Avg_Volume"
NBB,30,WATCH,400.0,61.3,UP,61.0,3.15,0.9,"Strong_Uptrend, Below_200SMA, High_Volume, Strong_20D_Momentum"
MPFL,30,WATCH,623.0,33.8,DOWN,50.2,0.54,-1.7,"Low_RSI, Above_200SMA, Below_BB_Middle"
PLIC,30,WATCH,340.0,16.8,DOWN,0.0,2.22,-6.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume, Negative_5D_Momentum_Reversal"
NRN,30,WATCH,1474.2,38.1,UP,30.3,0.59,-7.9,"Low_RSI, Weak_Uptrend, Below_200SMA, Below_BB, Negative_5D_Momentum_Reversal"
MFIL,30,WATCH,780.0,35.4,DOWN,73.2,0.85,0.0,"Low_RSI, Above_200SMA, Below_BB_Middle"
JOSHI,30,WATCH,287.0,41.1,UP,13.2,0.69,-7.4,"Weak_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Negative_5D_Momentum_Reversal"
NYADI,30,WATCH,395.0,42.6,UP,6.9,0.27,0.0,"Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RHPL,30,WATCH,282.0,46.1,UP,11.6,0.65,0.7,"Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
UMHL,30,WATCH,614.0,35.1,DOWN,79.4,0.42,-0.0,"Low_RSI, Above_200SMA, Below_BB_Middle"
RADHI,30,WATCH,840.0,41.8,UP,91.5,0.59,-1.5,"Strong_Uptrend, Above_200SMA, Near_52W_High, Below_BB_Middle"
TRH,30,WATCH,747.9,47.0,UP,11.8,0.5,0.8,"Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SINDU,25,NEUTRAL,730.0,27.5,DOWN,14.9,0.16,-4.3,"Oversold_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SJCL,25,NEUTRAL,296.0,45.1,UP,24.3,0.35,0.6,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
TPC,25,NEUTRAL,383.0,54.7,UP,28.1,0.95,-1.8,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SAPDBL,25,NEUTRAL,809.0,17.0,DOWN,12.2,0.17,-1.1,"Oversold_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
UPPER,25,NEUTRAL,182.0,46.6,UP,24.6,0.48,-4.3,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
DHPL,25,NEUTRAL,297.0,46.1,UP,16.6,0.53,-3.2,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
KRBL,25,NEUTRAL,810.0,46.4,UP,93.7,0.89,3.9,"Strong_Uptrend, Above_200SMA, Near_52W_High"
BFC,25,NEUTRAL,458.0,23.6,DOWN,13.2,0.43,-2.9,"Oversold_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RLFL,25,NEUTRAL,436.3,28.2,DOWN,11.6,0.27,-3.1,"Oversold_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RHPC,25,NEUTRAL,840.0,75.0,UP,75.1,2.13,16.7,"Overbought_RSI, Weak_Uptrend, Above_200SMA, High_Volume, Positive_5D_Momentum"
SPC,25,NEUTRAL,486.0,25.6,DOWN,15.8,0.42,-3.6,"Oversold_RSI, Below_200SMA, Lower_Half_Range, Below_BB"
GLH,25,NEUTRAL,257.0,47.1,UP,36.5,0.64,-6.5,"Strong_Uptrend, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
HDHPC,25,NEUTRAL,192.0,48.0,UP,49.1,0.35,-8.1,"Strong_Uptrend, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
AHPC,25,NEUTRAL,271.9,52.2,UP,34.1,0.83,-7.7,"Strong_Uptrend, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
JBBL,20,NEUTRAL,325.2,27.9,DOWN,20.3,0.5,-1.5,"Oversold_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GUFL,20,NEUTRAL,531.0,27.2,DOWN,30.0,0.36,-5.2,"Oversold_RSI, Below_200SMA, Below_BB_Middle, Negative_5D_Momentum_Reversal"
KBL,20,NEUTRAL,182.0,34.4,DOWN,10.5,0.82,-1.0,"Low_RSI, Below_200SMA, Near_52W_Low, Below_BB_Middle"
MEGA,20,NEUTRAL,219.0,86.0,UP,15.8,2.32,5.8,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
GFCL,20,NEUTRAL,621.0,24.5,DOWN,23.0,0.33,-2.7,"Oversold_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
ALICL,20,NEUTRAL,437.0,19.7,DOWN,0.0,0.7,-6.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, Negative_5D_Momentum_Reversal"
API,20,NEUTRAL,291.0,40.9,UP,46.4,0.57,-3.6,"Strong_Uptrend, Below_200SMA, Below_BB"
NABBC,20,NEUTRAL,1320.0,30.7,DOWN,48.8,0.47,-20.2,"Low_RSI, Below_200SMA, Below_BB, Negative_5D_Momentum_Reversal"
SBI,15,NEUTRAL,400.0,33.8,DOWN,29.5,0.31,0.0,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SLICL,15,NEUTRAL,387.0,31.7,DOWN,3.8,2.62,5.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume, Positive_5D_Momentum"
GMFIL,15,NEUTRAL,456.9,32.4,DOWN,26.9,0.32,-1.1,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GBBL,15,NEUTRAL,392.3,38.6,DOWN,20.0,0.79,-0.9,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
ULI,15,NEUTRAL,358.0,16.9,DOWN,0.0,1.87,-3.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume"
PMHPL,15,NEUTRAL,334.0,49.4,UP,33.1,0.69,-3.5,"Strong_Uptrend, Below_200SMA, Below_BB_Middle"
NABIL,15,NEUTRAL,495.0,56.3,UP,24.2,0.58,-0.3,"Weak_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
KSBBL,15,NEUTRAL,449.2,39.1,DOWN,22.0,0.35,0.3,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GLICL,15,NEUTRAL,344.0,30.2,DOWN,0.0,2.68,-4.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume"
MLBL,10,NEUTRAL,360.9,29.4,DOWN,5.6,1.33,-1.4,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Above_Avg_Volume"
SPDL,10,NEUTRAL,400.0,37.7,DOWN,60.5,0.6,-0.9,"Low_RSI, Strong_Downtrend, Above_200SMA, Below_BB_Middle"
RURU,10,NEUTRAL,649.0,29.2,DOWN,0.0,0.54,-1.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB"
ADBL,10,NEUTRAL,293.0,23.3,DOWN,24.6,1.98,-0.3,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, High_Volume"
LBBL,10,NEUTRAL,460.0,27.6,DOWN,31.3,0.61,-2.5,"Oversold_RSI, Below_200SMA, Below_BB_Middle"
ICFC,10,NEUTRAL,625.0,19.6,DOWN,39.8,0.49,-3.1,"Oversold_RSI, Below_200SMA, Below_BB_Middle"
GBIME,5,NEUTRAL,221.3,23.1,DOWN,13.8,1.16,-1.4,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CZBIL,5,NEUTRAL,187.1,18.9,DOWN,2.2,0.86,-2.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
EDBL,5,NEUTRAL,576.1,28.6,DOWN,7.0,0.1,-0.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CCBL,5,NEUTRAL,199.5,84.0,UP,22.6,1.85,4.9,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume"
CORBL,5,NEUTRAL,1612.0,22.5,DOWN,12.5,0.37,0.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SHL,5,NEUTRAL,487.1,29.4,DOWN,10.8,1.14,-1.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SFCL,5,NEUTRAL,376.9,21.3,DOWN,2.0,0.29,-1.7,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RLI,5,NEUTRAL,387.0,38.2,DOWN,26.4,1.68,-2.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, High_Volume"
UPCL,5,NEUTRAL,364.9,30.3,DOWN,46.3,0.69,-2.7,"Low_RSI, Below_200SMA, Below_BB_Middle"
PROFL,5,NEUTRAL,447.0,29.9,DOWN,8.0,0.33,-4.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GRDBL,5,NEUTRAL,1048.1,18.3,DOWN,9.3,0.38,-3.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CGH,5,NEUTRAL,813.5,23.0,DOWN,0.0,0.32,-3.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
HBL,5,NEUTRAL,186.9,28.4,DOWN,0.4,0.68,-0.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
JLI,5,NEUTRAL,351.9,25.1,DOWN,2.5,0.08,-2.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
JFL,5,NEUTRAL,419.3,13.0,DOWN,4.6,0.55,-2.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
LICN,5,NEUTRAL,816.0,21.3,DOWN,7.6,0.95,-1.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PCBL,5,NEUTRAL,230.8,22.0,DOWN,0.0,0.66,-0.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NHDL,5,NEUTRAL,635.0,26.1,DOWN,0.0,0.55,-3.1,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NLICL,5,NEUTRAL,565.0,33.3,DOWN,10.2,0.65,-1.9,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB"
NICA,5,NEUTRAL,321.0,27.5,DOWN,12.8,0.36,-0.3,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NFS,5,NEUTRAL,619.3,24.8,DOWN,6.9,0.54,-2.9,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
UMRH,0,NEUTRAL,542.5,35.6,DOWN,3.2,0.38,-1.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
MNBBL,0,NEUTRAL,354.0,38.2,DOWN,7.9,0.9,-1.8,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
KPCL,0,NEUTRAL,517.0,39.0,DOWN,8.5,0.37,-1.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CHCL,0,NEUTRAL,461.9,34.4,DOWN,0.0,1.05,-1.5,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
MEN,0,NEUTRAL,570.2,25.1,DOWN,22.7,0.78,-2.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
RRHP,0,NEUTRAL,563.9,50.6,DOWN,72.2,1.13,10.6,"Strong_Downtrend, Above_200SMA, Positive_5D_Momentum"
PRVU,0,NEUTRAL,182.0,36.1,DOWN,1.2,0.55,-0.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NCCB,0,NEUTRAL,189.0,61.4,DOWN,8.9,1.7,5.9,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum"
NLIC,0,NEUTRAL,748.7,19.6,DOWN,23.5,0.73,-0.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
PFL,0,NEUTRAL,367.0,39.3,DOWN,5.3,0.64,-2.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NBL,0,NEUTRAL,241.0,35.4,DOWN,14.1,0.85,-1.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SHINE,0,NEUTRAL,396.2,35.2,DOWN,6.2,1.14,0.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NMB,0,NEUTRAL,234.0,31.3,DOWN,3.4,0.61,0.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NIB,-5,NEUTRAL,251.0,76.1,DOWN,11.8,3.07,7.2,"Overbought_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
SHPC,-5,NEUTRAL,530.0,41.4,DOWN,37.0,0.71,1.4,"Below_200SMA, Below_BB_Middle"
MBL,-5,NEUTRAL,224.9,40.7,DOWN,30.6,0.96,-0.4,"Below_200SMA, Below_BB_Middle"
BOKL,-5,NEUTRAL,207.3,62.9,DOWN,4.5,3.21,-0.8,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume"
HPPL,-5,NEUTRAL,460.0,32.3,DOWN,18.4,0.36,-2.9,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NIFRA,-5,NEUTRAL,256.3,30.3,DOWN,16.4,0.65,-1.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
OHL,-10,NEUTRAL,704.9,46.9,DOWN,10.8,0.61,-1.4,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
LBL,-10,NEUTRAL,173.0,50.4,DOWN,7.8,0.72,1.3,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CBL,-10,NEUTRAL,214.0,41.7,DOWN,22.0,1.36,-1.7,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Above_Avg_Volume"
BPCL,-10,NEUTRAL,695.0,23.8,DOWN,47.9,0.4,-2.9,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle"
SRBL,-10,NEUTRAL,173.1,51.6,DOWN,9.3,1.07,3.0,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SAHAS,-15,NEUTRAL,553.0,34.3,DOWN,33.6,0.93,0.5,"Low_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle"
SLI,-15,NEUTRAL,396.8,40.1,DOWN,26.6,0.53,-0.3,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MKJC,-25,AVOID,527.0,41.8,DOWN,31.7,0.55,-2.0,"Strong_Downtrend, Below_200SMA, Below_BB_Middle"
