Symbol,Date,50 vs 20 EMA Cross
NBLD87,2024-08-05,NBLD87 - 2024-08-05 00:00:00 - Bull Close: 951.6
CIT,2024-07-30,CIT - 2024-07-30 00:00:00 - Bear Close: 2190
PBD88,2024-07-29,PBD88 - 2024-07-29 00:00:00 - Bull Close: 1030
ILI,2024-07-28,ILI - 2024-07-28 00:00:00 - Bear Close: 525
PPL,2024-07-22,PPL - 2024-07-22 00:00:00 - Bear Close: 523.9
JOSHI,2024-07-22,JOSHI - 2024-07-22 00:00:00 - Bear Close: 324
HEIP,2024-07-21,HEIP - 2024-07-21 00:00:00 - Bear Close: 398
HDL,2024-07-21,HDL - 2024-07-21 00:00:00 - Bear Close: 1519
SNLI,2024-07-21,SNLI - 2024-07-21 00:00:00 - Bear Close: 543.1
SJLIC,2024-07-21,SJLIC - 2024-07-21 00:00:00 - Bear Close: 462.6
HRL,2024-07-18,HRL - 2024-07-18 00:00:00 - Bear Close: 610
SARBTM,2024-07-17,SARBTM - 2024-07-17 00:00:00 - Bear Close: 864
AKJCL,2024-07-17,AKJCL - 2024-07-17 00:00:00 - Bull Close: 179
BNT,2024-07-17,BNT - 2024-07-17 00:00:00 - Bear Close: 13900
AHPC,2024-07-17,AHPC - 2024-07-17 00:00:00 - Bear Close: 203
HLI,2024-07-17,HLI - 2024-07-17 00:00:00 - Bear Close: 415.9
NRIC,2024-07-17,NRIC - 2024-07-17 00:00:00 - Bear Close: 718.9
SHEL,2024-07-17,SHEL - 2024-07-17 00:00:00 - Bear Close: 207.4
RBCL,2024-07-17,RBCL - 2024-07-17 00:00:00 - Bear Close: 14160
SHIVM,2024-07-17,SHIVM - 2024-07-17 00:00:00 - Bear Close: 535.9
AKPL,2024-07-16,AKPL - 2024-07-16 00:00:00 - Bear Close: 202.5
SHPC,2024-07-16,SHPC - 2024-07-16 00:00:00 - Bear Close: 354
SAHAS,2024-07-16,SAHAS - 2024-07-16 00:00:00 - Bear Close: 538.8
GCIL,2024-07-16,GCIL - 2024-07-16 00:00:00 - Bear Close: 522
RIDI,2024-07-16,RIDI - 2024-07-16 00:00:00 - Bear Close: 209.5
MBJC,2024-07-16,MBJC - 2024-07-16 00:00:00 - Bear Close: 325
SJCL,2024-07-16,SJCL - 2024-07-16 00:00:00 - Bear Close: 299.3
GUFL,2024-07-16,GUFL - 2024-07-16 00:00:00 - Bear Close: 742.9
CHL,2024-07-16,CHL - 2024-07-16 00:00:00 - Bear Close: 337.5
PMHPL,2024-07-16,PMHPL - 2024-07-16 00:00:00 - Bear Close: 257.5
MEL,2024-07-16,MEL - 2024-07-16 00:00:00 - Bear Close: 251
SONA,2024-07-16,SONA - 2024-07-16 00:00:00 - Bear Close: 484.8
UPCL,2024-07-16,UPCL - 2024-07-16 00:00:00 - Bear Close: 224
CHCL,2024-07-16,CHCL - 2024-07-16 00:00:00 - Bear Close: 498
PPCL,2024-07-15,PPCL - 2024-07-15 00:00:00 - Bear Close: 253.9
NHPC,2024-07-15,NHPC - 2024-07-15 00:00:00 - Bear Close: 162.9
RHPL,2024-07-15,RHPL - 2024-07-15 00:00:00 - Bear Close: 295
HDHPC,2024-07-15,HDHPC - 2024-07-15 00:00:00 - Bear Close: 149
NLIC,2024-07-15,NLIC - 2024-07-15 00:00:00 - Bear Close: 619
SHL,2024-07-15,SHL - 2024-07-15 00:00:00 - Bear Close: 442
BPCL,2024-07-15,BPCL - 2024-07-15 00:00:00 - Bear Close: 310
API,2024-07-14,API - 2024-07-14 00:00:00 - Bear Close: 188
UMHL,2024-07-14,UMHL - 2024-07-14 00:00:00 - Bear Close: 258
GBIME,2024-07-14,GBIME - 2024-07-14 00:00:00 - Bear Close: 200
OTHERS,2024-07-14,OTHERS - 2024-07-14 00:00:00 - Bear Close: 1715.16
LEC,2024-07-14,LEC - 2024-07-14 00:00:00 - Bear Close: 196
HIDCLP,2024-07-14,HIDCLP - 2024-07-14 00:00:00 - Bear Close: 108
GLH,2024-07-14,GLH - 2024-07-14 00:00:00 - Bear Close: 221
SKBBL,2024-07-14,SKBBL - 2024-07-14 00:00:00 - Bear Close: 856
KKHC,2024-07-11,KKHC - 2024-07-11 00:00:00 - Bear Close: 236
HBL,2024-07-11,HBL - 2024-07-11 00:00:00 - Bear Close: 201.6
MHNL,2024-07-11,MHNL - 2024-07-11 00:00:00 - Bear Close: 249
NIBSF2,2024-07-11,NIBSF2 - 2024-07-11 00:00:00 - Bear Close: 8.22
NIMB,2024-07-11,NIMB - 2024-07-11 00:00:00 - Bear Close: 171.5
IGI,2024-07-11,IGI - 2024-07-11 00:00:00 - Bear Close: 556.9
HIDCL,2024-07-11,HIDCL - 2024-07-11 00:00:00 - Bear Close: 172
NIMBPO,2024-07-11,NIMBPO - 2024-07-11 00:00:00 - Bear Close: 138
SICL,2024-07-11,SICL - 2024-07-11 00:00:00 - Bear Close: 719.9
GHL,2024-07-11,GHL - 2024-07-11 00:00:00 - Bear Close: 158.8
NLICL,2024-07-11,NLICL - 2024-07-11 00:00:00 - Bear Close: 581
SIGS3,2024-07-11,SIGS3 - 2024-07-11 00:00:00 - Bear Close: 9.2
LIFEINSU,2024-07-10,LIFEINSU - 2024-07-10 00:00:00 - Bear Close: 10409.03
NIFRA,2024-07-10,NIFRA - 2024-07-10 00:00:00 - Bear Close: 208.6
SPDL,2024-07-10,SPDL - 2024-07-10 00:00:00 - Bear Close: 241
SRLI,2024-07-10,SRLI - 2024-07-10 00:00:00 - Bear Close: 455
RNLI,2024-07-10,RNLI - 2024-07-10 00:00:00 - Bear Close: 455.3
LSL,2024-07-10,LSL - 2024-07-10 00:00:00 - Bear Close: 165
ALICL,2024-07-09,ALICL - 2024-07-09 00:00:00 - Bear Close: 590
GBBL,2024-07-09,GBBL - 2024-07-09 00:00:00 - Bear Close: 384
CBBL,2024-07-09,CBBL - 2024-07-09 00:00:00 - Bear Close: 870
KBL,2024-07-09,KBL - 2024-07-09 00:00:00 - Bear Close: 143.5
PMLI,2024-07-09,PMLI - 2024-07-09 00:00:00 - Bear Close: 538
MHNL,2024-07-09,MHNL - 2024-07-09 00:00:00 - Bull Close: 235.6
SPDL,2024-07-09,SPDL - 2024-07-09 00:00:00 - Bull Close: 240
MNBBL,2024-07-09,MNBBL - 2024-07-09 00:00:00 - Bear Close: 358.4
JALPA,2024-07-09,JALPA - 2024-07-09 00:00:00 - Bear Close: 1440
GUFL,2024-07-08,GUFL - 2024-07-08 00:00:00 - Bull Close: 697
NBL,2024-07-08,NBL - 2024-07-08 00:00:00 - Bear Close: 219
JBLB,2024-07-08,JBLB - 2024-07-08 00:00:00 - Bear Close: 1434
MBL,2024-07-08,MBL - 2024-07-08 00:00:00 - Bear Close: 183
H8020,2024-07-08,H8020 - 2024-07-08 00:00:00 - Bear Close: 8.99
JALPA,2024-07-07,JALPA - 2024-07-07 00:00:00 - Bull Close: 1304
JBBL,2024-07-07,JBBL - 2024-07-07 00:00:00 - Bear Close: 314
NIBSF2,2024-07-07,NIBSF2 - 2024-07-07 00:00:00 - Bull Close: 7.63
AKJCL,2024-07-04,AKJCL - 2024-07-04 00:00:00 - Bear Close: 227.7
NONLIFEINSU,2024-07-04,NONLIFEINSU - 2024-07-04 00:00:00 - Bear Close: 10734.66
PRVU,2024-07-04,PRVU - 2024-07-04 00:00:00 - Bear Close: 147
CHL,2024-07-04,CHL - 2024-07-04 00:00:00 - Bull Close: 307
LBBL,2024-07-04,LBBL - 2024-07-04 00:00:00 - Bear Close: 403
MLBL,2024-07-04,MLBL - 2024-07-04 00:00:00 - Bear Close: 350
SHINE,2024-07-04,SHINE - 2024-07-04 00:00:00 - Bear Close: 404
PRIN,2024-07-04,PRIN - 2024-07-04 00:00:00 - Bear Close: 815
USLB,2024-07-03,USLB - 2024-07-03 00:00:00 - Bull Close: 1768
STC,2024-07-03,STC - 2024-07-03 00:00:00 - Bear Close: 4997
HEI,2024-07-03,HEI - 2024-07-03 00:00:00 - Bear Close: 616
HURJA,2024-07-03,HURJA - 2024-07-03 00:00:00 - Bull Close: 269
C30MF,2024-07-03,C30MF - 2024-07-03 00:00:00 - Bear Close: 9
NICA,2024-07-02,NICA - 2024-07-02 00:00:00 - Bear Close: 418
GIBF1,2024-07-02,GIBF1 - 2024-07-02 00:00:00 - Bear Close: 8.7
SGIC,2024-07-02,SGIC - 2024-07-02 00:00:00 - Bear Close: 554
PCBL,2024-07-02,PCBL - 2024-07-02 00:00:00 - Bear Close: 202
H8020,2024-07-02,H8020 - 2024-07-02 00:00:00 - Bull Close: 8.7
OHL,2024-07-01,OHL - 2024-07-01 00:00:00 - Bear Close: 763
DOLTI,2024-07-01,DOLTI - 2024-07-01 00:00:00 - Bear Close: 427.9
PCBL,2024-07-01,PCBL - 2024-07-01 00:00:00 - Bull Close: 195.8
TVCL,2024-07-01,TVCL - 2024-07-01 00:00:00 - Bear Close: 491
DOLTI,2024-06-30,DOLTI - 2024-06-30 00:00:00 - Bull Close: 406.7
OHL,2024-06-30,OHL - 2024-06-30 00:00:00 - Bull Close: 747.3
STC,2024-06-30,STC - 2024-06-30 00:00:00 - Bull Close: 4525
NIMBPO,2024-06-30,NIMBPO - 2024-06-30 00:00:00 - Bull Close: 130
GIBF1,2024-06-30,GIBF1 - 2024-06-30 00:00:00 - Bull Close: 8.27
NICA,2024-06-30,NICA - 2024-06-30 00:00:00 - Bull Close: 394.1
GLH,2024-06-30,GLH - 2024-06-30 00:00:00 - Bull Close: 205.8
SGIC,2024-06-27,SGIC - 2024-06-27 00:00:00 - Bull Close: 521
HEI,2024-06-27,HEI - 2024-06-27 00:00:00 - Bull Close: 573.2
NONLIFEINSU,2024-06-27,NONLIFEINSU - 2024-06-27 00:00:00 - Bull Close: 10421.29
SHINE,2024-06-27,SHINE - 2024-06-27 00:00:00 - Bull Close: 376
CIT,2024-06-27,CIT - 2024-06-27 00:00:00 - Bull Close: 2085
GIBF1,2024-06-27,GIBF1 - 2024-06-27 00:00:00 - Bear Close: 8.52
CBBL,2024-06-26,CBBL - 2024-06-26 00:00:00 - Bull Close: 830
LBBL,2024-06-26,LBBL - 2024-06-26 00:00:00 - Bull Close: 378
SIGS3,2024-06-26,SIGS3 - 2024-06-26 00:00:00 - Bull Close: 8.46
SAHAS,2024-06-26,SAHAS - 2024-06-26 00:00:00 - Bull Close: 506
JBLB,2024-06-26,JBLB - 2024-06-26 00:00:00 - Bull Close: 1324
NLIC,2024-06-25,NLIC - 2024-06-25 00:00:00 - Bull Close: 585.2
PRVU,2024-06-24,PRVU - 2024-06-24 00:00:00 - Bull Close: 141
GUFL,2024-06-23,GUFL - 2024-06-23 00:00:00 - Bear Close: 781
PMHPL,2024-06-23,PMHPL - 2024-06-23 00:00:00 - Bull Close: 229.8
SICL,2024-06-23,SICL - 2024-06-23 00:00:00 - Bull Close: 690
HPPL,2024-06-23,HPPL - 2024-06-23 00:00:00 - Bear Close: 277
MEL,2024-06-20,MEL - 2024-06-20 00:00:00 - Bull Close: 224
KBL,2024-06-20,KBL - 2024-06-20 00:00:00 - Bull Close: 137.8
LSL,2024-06-20,LSL - 2024-06-20 00:00:00 - Bull Close: 154.8
SIGS3,2024-06-20,SIGS3 - 2024-06-20 00:00:00 - Bear Close: 9
HURJA,2024-06-20,HURJA - 2024-06-20 00:00:00 - Bear Close: 296
GLH,2024-06-19,GLH - 2024-06-19 00:00:00 - Bear Close: 219.3
PMHPL,2024-06-19,PMHPL - 2024-06-19 00:00:00 - Bear Close: 241
MFIL,2024-06-19,MFIL - 2024-06-19 00:00:00 - Bear Close: 520
DHPL,2024-06-18,DHPL - 2024-06-18 00:00:00 - Bear Close: 220.2
SIGS3,2024-06-18,SIGS3 - 2024-06-18 00:00:00 - Bull Close: 8.48
TRH,2024-06-16,TRH - 2024-06-16 00:00:00 - Bear Close: 768
C30MF,2024-06-16,C30MF - 2024-06-16 00:00:00 - Bull Close: 8.62
SSHL,2024-06-16,SSHL - 2024-06-16 00:00:00 - Bear Close: 182.8
PRIN,2024-06-16,PRIN - 2024-06-16 00:00:00 - Bull Close: 771.8
GIBF1,2024-06-16,GIBF1 - 2024-06-16 00:00:00 - Bull Close: 8.3
UNHPL,2024-06-16,UNHPL - 2024-06-16 00:00:00 - Bear Close: 243.9
HEIP,2024-06-13,HEIP - 2024-06-13 00:00:00 - Bull Close: 355
PHCL,2024-06-13,PHCL - 2024-06-13 00:00:00 - Bear Close: 331
HBL,2024-06-13,HBL - 2024-06-13 00:00:00 - Bull Close: 184
PRIN,2024-06-13,PRIN - 2024-06-13 00:00:00 - Bear Close: 783.1
RADHI,2024-06-13,RADHI - 2024-06-13 00:00:00 - Bear Close: 265
NGPL,2024-06-12,NGPL - 2024-06-12 00:00:00 - Bear Close: 313.5
SPDL,2024-06-12,SPDL - 2024-06-12 00:00:00 - Bear Close: 249.9
RURU,2024-06-11,RURU - 2024-06-11 00:00:00 - Bear Close: 679.9
SIGS3,2024-06-11,SIGS3 - 2024-06-11 00:00:00 - Bear Close: 8.77
SICL,2024-06-11,SICL - 2024-06-11 00:00:00 - Bear Close: 710
MHNL,2024-06-11,MHNL - 2024-06-11 00:00:00 - Bear Close: 257
STC,2024-06-11,STC - 2024-06-11 00:00:00 - Bear Close: 4810
BARUN,2024-06-11,BARUN - 2024-06-11 00:00:00 - Bear Close: 273.9
SICL,2024-06-10,SICL - 2024-06-10 00:00:00 - Bull Close: 693
SIGS3,2024-06-10,SIGS3 - 2024-06-10 00:00:00 - Bull Close: 8.37
TSHL,2024-06-10,TSHL - 2024-06-10 00:00:00 - Bear Close: 535
SPC,2024-06-10,SPC - 2024-06-10 00:00:00 - Bear Close: 637
NIMB,2024-06-10,NIMB - 2024-06-10 00:00:00 - Bull Close: 156.5
TPC,2024-06-10,TPC - 2024-06-10 00:00:00 - Bear Close: 547
DORDI,2024-06-09,DORDI - 2024-06-09 00:00:00 - Bear Close: 426.9
CBBL,2024-06-09,CBBL - 2024-06-09 00:00:00 - Bear Close: 850
NGPL,2024-06-06,NGPL - 2024-06-06 00:00:00 - Bull Close: 300.1
MLBL,2024-06-06,MLBL - 2024-06-06 00:00:00 - Bull Close: 322.2
CHDC,2024-06-06,CHDC - 2024-06-06 00:00:00 - Bear Close: 980
GBIME,2024-06-06,GBIME - 2024-06-06 00:00:00 - Bull Close: 180.5
PRIN,2024-06-05,PRIN - 2024-06-05 00:00:00 - Bull Close: 770.5
DDBL,2024-06-05,DDBL - 2024-06-05 00:00:00 - Bear Close: 739.2
TSHL,2024-06-05,TSHL - 2024-06-05 00:00:00 - Bull Close: 500
IGI,2024-06-04,IGI - 2024-06-04 00:00:00 - Bull Close: 530
CBBL,2024-06-04,CBBL - 2024-06-04 00:00:00 - Bull Close: 833.1
NICA,2024-06-04,NICA - 2024-06-04 00:00:00 - Bear Close: 415.5
MAKAR,2024-06-03,MAKAR - 2024-06-03 00:00:00 - Bear Close: 405
BBC,2024-06-03,BBC - 2024-06-03 00:00:00 - Bear Close: 3870
HYDROPOWER,2024-06-03,HYDROPOWER - 2024-06-03 00:00:00 - Bear Close: 2513.94
PPL,2024-06-03,PPL - 2024-06-03 00:00:00 - Bull Close: 453
JBBL,2024-06-03,JBBL - 2024-06-03 00:00:00 - Bull Close: 288.1
NLIC,2024-06-03,NLIC - 2024-06-03 00:00:00 - Bear Close: 615.1
GBIME,2024-06-03,GBIME - 2024-06-03 00:00:00 - Bear Close: 183.6
TRADING,2024-06-03,TRADING - 2024-06-03 00:00:00 - Bear Close: 2928.54
SHL,2024-06-03,SHL - 2024-06-03 00:00:00 - Bull Close: 436
BHL,2024-06-03,BHL - 2024-06-03 00:00:00 - Bear Close: 344.7
TAMOR,2024-06-02,TAMOR - 2024-06-02 00:00:00 - Bear Close: 385
CGH,2024-06-02,CGH - 2024-06-02 00:00:00 - Bear Close: 845
MKJC,2024-06-02,MKJC - 2024-06-02 00:00:00 - Bear Close: 496
CKHL,2024-06-02,CKHL - 2024-06-02 00:00:00 - Bear Close: 563
MBL,2024-06-02,MBL - 2024-06-02 00:00:00 - Bull Close: 173.9
SRLI,2024-05-30,SRLI - 2024-05-30 00:00:00 - Bull Close: 437
H8020,2024-05-30,H8020 - 2024-05-30 00:00:00 - Bear Close: 9.19
HLI,2024-05-30,HLI - 2024-05-30 00:00:00 - Bull Close: 390
DDBL,2024-05-30,DDBL - 2024-05-30 00:00:00 - Bull Close: 717
NIMBPO,2024-05-30,NIMBPO - 2024-05-30 00:00:00 - Bear Close: 136.6
SMJC,2024-05-30,SMJC - 2024-05-30 00:00:00 - Bear Close: 382
INVESTMENT,2024-05-29,INVESTMENT - 2024-05-29 00:00:00 - Bear Close: 76.94
UNL,2024-05-29,UNL - 2024-05-29 00:00:00 - Bear Close: 43286.1
USHL,2024-05-29,USHL - 2024-05-29 00:00:00 - Bear Close: 486
HBL,2024-05-29,HBL - 2024-05-29 00:00:00 - Bear Close: 194.7
MKCL,2024-05-29,MKCL - 2024-05-29 00:00:00 - Bear Close: 1011
NRM,2024-05-29,NRM - 2024-05-29 00:00:00 - Bear Close: 378
LICN,2024-05-29,LICN - 2024-05-29 00:00:00 - Bear Close: 1384.9
MBL,2024-05-29,MBL - 2024-05-29 00:00:00 - Bear Close: 180
UMRH,2024-05-29,UMRH - 2024-05-29 00:00:00 - Bear Close: 360
NRN,2024-05-27,NRN - 2024-05-27 00:00:00 - Bear Close: 572.8
ILI,2024-05-27,ILI - 2024-05-27 00:00:00 - Bull Close: 457
HATHY,2024-05-27,HATHY - 2024-05-27 00:00:00 - Bear Close: 908
SICL,2024-05-27,SICL - 2024-05-27 00:00:00 - Bear Close: 718
MEN,2024-05-27,MEN - 2024-05-27 00:00:00 - Bear Close: 586
SRLI,2024-05-27,SRLI - 2024-05-27 00:00:00 - Bear Close: 455
SIGS2,2024-05-27,SIGS2 - 2024-05-27 00:00:00 - Bear Close: 8.62
HOTELS,2024-05-27,HOTELS - 2024-05-27 00:00:00 - Bear Close: 5418.67
LBBL,2024-05-27,LBBL - 2024-05-27 00:00:00 - Bear Close: 387.9
C30MF,2024-05-27,C30MF - 2024-05-27 00:00:00 - Bear Close: 9.18
DHPL,2024-05-27,DHPL - 2024-05-27 00:00:00 - Bull Close: 195
DDBL,2024-05-27,DDBL - 2024-05-27 00:00:00 - Bear Close: 743
NIMB,2024-05-27,NIMB - 2024-05-27 00:00:00 - Bear Close: 169.9
CBBL,2024-05-27,CBBL - 2024-05-27 00:00:00 - Bear Close: 858.4
SFEF,2024-05-27,SFEF - 2024-05-27 00:00:00 - Bear Close: 8.16
CITY,2024-05-26,CITY - 2024-05-26 00:00:00 - Bear Close: 670
SAHAS,2024-05-26,SAHAS - 2024-05-26 00:00:00 - Bear Close: 535
KBL,2024-05-26,KBL - 2024-05-26 00:00:00 - Bear Close: 150.2
NMB,2024-05-26,NMB - 2024-05-26 00:00:00 - Bear Close: 211
OHL,2024-05-26,OHL - 2024-05-26 00:00:00 - Bear Close: 782
SHL,2024-05-26,SHL - 2024-05-26 00:00:00 - Bear Close: 456.1
NABIL,2024-05-26,NABIL - 2024-05-26 00:00:00 - Bear Close: 517
PRVU,2024-05-26,PRVU - 2024-05-26 00:00:00 - Bear Close: 153.9
HLI,2024-05-26,HLI - 2024-05-26 00:00:00 - Bear Close: 400.7
LSL,2024-05-26,LSL - 2024-05-26 00:00:00 - Bear Close: 170
HEIP,2024-05-22,HEIP - 2024-05-22 00:00:00 - Bear Close: 380.9
BANKING,2024-05-22,BANKING - 2024-05-22 00:00:00 - Bear Close: 1192.73
SENFLOAT,2024-05-22,SENFLOAT - 2024-05-22 00:00:00 - Bear Close: 126.5
NICSF,2024-05-22,NICSF - 2024-05-22 00:00:00 - Bear Close: 9.15
NICGF2,2024-05-22,NICGF2 - 2024-05-22 00:00:00 - Bear Close: 8.3
CZBIL,2024-05-22,CZBIL - 2024-05-22 00:00:00 - Bear Close: 179
SENSITIVE,2024-05-22,SENSITIVE - 2024-05-22 00:00:00 - Bear Close: 382.67
SPL,2024-05-22,SPL - 2024-05-22 00:00:00 - Bear Close: 698
SBI,2024-05-22,SBI - 2024-05-22 00:00:00 - Bear Close: 309.5
MHL,2024-05-21,MHL - 2024-05-21 00:00:00 - Bear Close: 453
NEPSE,2024-05-21,NEPSE - 2024-05-21 00:00:00 - Bear Close: 2115.94
NICGF,2024-05-21,NICGF - 2024-05-21 00:00:00 - Bear Close: 9.89
JBBL,2024-05-21,JBBL - 2024-05-21 00:00:00 - Bear Close: 297.2
KPCL,2024-05-21,KPCL - 2024-05-21 00:00:00 - Bear Close: 447
SPHL,2024-05-21,SPHL - 2024-05-21 00:00:00 - Bear Close: 502.8
FLOAT,2024-05-21,FLOAT - 2024-05-21 00:00:00 - Bear Close: 144.03
LVF2,2024-05-21,LVF2 - 2024-05-21 00:00:00 - Bear Close: 8.12
SAEF,2024-05-21,SAEF - 2024-05-21 00:00:00 - Bear Close: 10
TSHL,2024-05-21,TSHL - 2024-05-21 00:00:00 - Bear Close: 535
SMHL,2024-05-21,SMHL - 2024-05-21 00:00:00 - Bear Close: 515
SIGS3,2024-05-21,SIGS3 - 2024-05-21 00:00:00 - Bear Close: 9.28
IGI,2024-05-20,IGI - 2024-05-20 00:00:00 - Bear Close: 553.5
EBL,2024-05-20,EBL - 2024-05-20 00:00:00 - Bear Close: 532
NICFC,2024-05-20,NICFC - 2024-05-20 00:00:00 - Bear Close: 8.73
PRSF,2024-05-20,PRSF - 2024-05-20 00:00:00 - Bear Close: 8.94
CIT,2024-05-20,CIT - 2024-05-20 00:00:00 - Bear Close: 2166
MUTUAL,2024-05-20,MUTUAL - 2024-05-20 00:00:00 - Bear Close: 18.63
PCBL,2024-05-20,PCBL - 2024-05-20 00:00:00 - Bear Close: 205.9
SANIMA,2024-05-20,SANIMA - 2024-05-20 00:00:00 - Bear Close: 256.5
NIBLGF,2024-05-20,NIBLGF - 2024-05-20 00:00:00 - Bear Close: 8.32
SBL,2024-05-20,SBL - 2024-05-20 00:00:00 - Bear Close: 240.5
KEF,2024-05-19,KEF - 2024-05-19 00:00:00 - Bear Close: 8.46
RFPL,2024-05-19,RFPL - 2024-05-19 00:00:00 - Bear Close: 392
RMF1,2024-05-19,RMF1 - 2024-05-19 00:00:00 - Bear Close: 7.96
TSHL,2024-05-19,TSHL - 2024-05-19 00:00:00 - Bull Close: 509
NONLIFEINSU,2024-05-19,NONLIFEINSU - 2024-05-19 00:00:00 - Bear Close: 11023.08
NBF2,2024-05-19,NBF2 - 2024-05-19 00:00:00 - Bear Close: 8.35
SAGF,2024-05-19,SAGF - 2024-05-19 00:00:00 - Bear Close: 8.81
GUFL,2024-05-19,GUFL - 2024-05-19 00:00:00 - Bull Close: 683
KDL,2024-05-19,KDL - 2024-05-19 00:00:00 - Bear Close: 823
PRIN,2024-05-19,PRIN - 2024-05-19 00:00:00 - Bear Close: 800
PSF,2024-05-19,PSF - 2024-05-19 00:00:00 - Bear Close: 8.65
KDBY,2024-05-19,KDBY - 2024-05-19 00:00:00 - Bear Close: 8.76
SALICO,2024-05-19,SALICO - 2024-05-19 00:00:00 - Bear Close: 712
CMF2,2024-05-16,CMF2 - 2024-05-16 00:00:00 - Bear Close: 8.16
NWCL,2024-05-16,NWCL - 2024-05-16 00:00:00 - Bear Close: 735.4
PRIN,2024-05-16,PRIN - 2024-05-16 00:00:00 - Bull Close: 767.2
SAGF,2024-05-16,SAGF - 2024-05-16 00:00:00 - Bull Close: 8.58
BNHC,2024-05-15,BNHC - 2024-05-15 00:00:00 - Bear Close: 520
JOSHI,2024-05-15,JOSHI - 2024-05-15 00:00:00 - Bull Close: 310.1
UAIL,2024-05-15,UAIL - 2024-05-15 00:00:00 - Bear Close: 580
SEF,2024-05-15,SEF - 2024-05-15 00:00:00 - Bear Close: 8.1
PRIN,2024-05-15,PRIN - 2024-05-15 00:00:00 - Bear Close: 785
JBLB,2024-05-15,JBLB - 2024-05-15 00:00:00 - Bear Close: 1380
SMH,2024-05-15,SMH - 2024-05-15 00:00:00 - Bear Close: 685.9
NWCL,2024-05-15,NWCL - 2024-05-15 00:00:00 - Bull Close: 720.1
PSF,2024-05-15,PSF - 2024-05-15 00:00:00 - Bull Close: 8.5
GVL,2024-05-14,GVL - 2024-05-14 00:00:00 - Bear Close: 452
NHDL,2024-05-14,NHDL - 2024-05-14 00:00:00 - Bear Close: 447
SCB,2024-05-14,SCB - 2024-05-14 00:00:00 - Bear Close: 544
NICBF,2024-05-14,NICBF - 2024-05-14 00:00:00 - Bear Close: 9.02
ENL,2024-05-14,ENL - 2024-05-14 00:00:00 - Bear Close: 800.1
CLI,2024-05-14,CLI - 2024-05-14 00:00:00 - Bear Close: 462.4
RFPL,2024-05-13,RFPL - 2024-05-13 00:00:00 - Bull Close: 329.4
SGIC,2024-05-13,SGIC - 2024-05-13 00:00:00 - Bear Close: 534.5
HEI,2024-05-13,HEI - 2024-05-13 00:00:00 - Bear Close: 595.9
NWCL,2024-05-13,NWCL - 2024-05-13 00:00:00 - Bear Close: 740
MLBL,2024-05-13,MLBL - 2024-05-13 00:00:00 - Bear Close: 333
NICGF2,2024-05-13,NICGF2 - 2024-05-13 00:00:00 - Bull Close: 7.79
LVF2,2024-05-12,LVF2 - 2024-05-12 00:00:00 - Bull Close: 7.8
SMH,2024-05-12,SMH - 2024-05-12 00:00:00 - Bull Close: 653.8
CMF1,2024-05-12,CMF1 - 2024-05-12 00:00:00 - Bear Close: 8.99
ADBL,2024-05-09,ADBL - 2024-05-09 00:00:00 - Bear Close: 239
SNLI,2024-05-09,SNLI - 2024-05-09 00:00:00 - Bull Close: 455
C30MF,2024-05-09,C30MF - 2024-05-09 00:00:00 - Bull Close: 8.35
NIBLGF,2024-05-09,NIBLGF - 2024-05-09 00:00:00 - Bull Close: 7.9
KEF,2024-05-08,KEF - 2024-05-08 00:00:00 - Bull Close: 7.91
PRSF,2024-05-08,PRSF - 2024-05-08 00:00:00 - Bull Close: 8.28
ENL,2024-05-08,ENL - 2024-05-08 00:00:00 - Bull Close: 781
CMF1,2024-05-07,CMF1 - 2024-05-07 00:00:00 - Bull Close: 8.63
NIBLGF,2024-05-07,NIBLGF - 2024-05-07 00:00:00 - Bear Close: 8.13
NWCL,2024-05-07,NWCL - 2024-05-07 00:00:00 - Bull Close: 705
ENL,2024-05-07,ENL - 2024-05-07 00:00:00 - Bear Close: 795.1
BNHC,2024-05-07,BNHC - 2024-05-07 00:00:00 - Bull Close: 434.8
MHL,2024-05-06,MHL - 2024-05-06 00:00:00 - Bull Close: 400
BHL,2024-05-06,BHL - 2024-05-06 00:00:00 - Bull Close: 320
UNL,2024-05-06,UNL - 2024-05-06 00:00:00 - Bull Close: 38710
SHINE,2024-05-06,SHINE - 2024-05-06 00:00:00 - Bear Close: 385.9
ENL,2024-05-06,ENL - 2024-05-06 00:00:00 - Bull Close: 785.9
KDBY,2024-05-06,KDBY - 2024-05-06 00:00:00 - Bull Close: 8.41
MAKAR,2024-05-05,MAKAR - 2024-05-05 00:00:00 - Bull Close: 364.9
USHL,2024-05-05,USHL - 2024-05-05 00:00:00 - Bull Close: 457
MFIL,2024-05-05,MFIL - 2024-05-05 00:00:00 - Bull Close: 509.3
NUBL,2024-05-05,NUBL - 2024-05-05 00:00:00 - Bear Close: 668
MKCL,2024-05-05,MKCL - 2024-05-05 00:00:00 - Bull Close: 840
SWBBL,2024-05-05,SWBBL - 2024-05-05 00:00:00 - Bear Close: 764
SMJC,2024-05-05,SMJC - 2024-05-05 00:00:00 - Bull Close: 349.2
FMDBL,2024-05-05,FMDBL - 2024-05-05 00:00:00 - Bear Close: 638
MFIL,2024-05-02,MFIL - 2024-05-02 00:00:00 - Bear Close: 524
