Symbol,Date,Open,High,Low,Close,Percent Change,Volume,EMA_20,EMA_50,RSI,30D_Avg_Volume,Slope_20,Slope_50,Crossover
SJCL,2025-07-24,330.2,338.0,330.2,336.44,0.57,53052.0,325.12347895234495,325.06548880603253,66.4539446928062,31228.766666666666,0.8128849922583413,0.26391612138846765,True
CFCL,2025-07-21,562.0,562.0,542.2,554.49,0.62,36931.0,536.0048327891003,535.3417996955831,69.35578701181262,25757.233333333334,2.293484401572141,0.8045640901909564,True
RLFL,2025-07-20,514.0,520.0,503.0,504.83,-1.59,66692.0,491.3988898822012,491.34683183630324,68.16729217765763,27169.433333333334,1.740013448156469,0.5806273544439364,True
MKJC,2025-07-17,509.7,550.8,509.7,544.09,4.61,57235.0,521.7119368293779,521.1570449616792,56.42228077873154,30828.833333333332,0.20604398735124504,0.05988939921685414,True
RURU,2025-07-17,739.0,750.0,736.9,742.31,1.83,34412.0,718.1882990434179,716.9839922094164,65.06293640727264,20261.366666666665,0.9465373077665845,0.33992456608887095,True
UMRH,2025-07-16,606.0,616.9,601.0,611.69,1.86,47726.0,588.922693382529,588.0821161972062,64.16437748941367,30526.5,1.4056372068980636,0.4958335312134068,True
MLBL,2025-07-15,395.8,399.9,390.0,397.07,1.46,35055.0,388.35358729660436,388.17383398288524,65.74377900755069,58377.53333333333,0.6954906844344123,0.23461560344129567,True
JFL,2025-07-15,502.0,510.0,500.0,503.12,2.09,27666.0,486.2004967086238,485.93450502842416,67.09954912533334,23555.933333333334,1.670444929087671,0.57944323763777,True
PFL,2025-07-15,420.0,435.0,420.0,432.18,3.36,56695.0,416.1140917315837,415.7317910335296,67.02658235370158,30108.666666666668,0.9982638084755309,0.34414043942202854,True
NLIC,2025-07-13,790.0,806.0,775.0,777.22,0.29,55842.0,758.3821567170752,757.3566304762754,69.26493513408514,51992.433333333334,1.6317513074861154,0.5869295372854595,True
GBBL,2025-07-08,402.0,403.0,396.6,401.27,-0.22,16441.0,395.6966839403519,395.6180634956699,66.58230852502861,28291.266666666666,0.8464549063227083,0.29234735033087417,True
MBL,2025-07-08,224.2,228.0,222.1,226.32,0.23,66284.0,221.74237930035974,221.51447861646773,69.8636509798051,88224.1,0.6154313621983419,0.2197093099685162,True
ICFC,2025-07-08,620.0,626.0,614.0,623.21,0.97,13828.0,612.9231962914259,612.5412070381727,54.95302096356358,19969.633333333335,1.3891761320733849,0.48888548033464757,True
CZBIL,2025-07-07,217.4,217.4,211.0,211.66,-0.7,110009.0,208.11448625588346,207.99108991203497,62.20572738090436,84445.56666666667,0.45020260793700684,0.1551234160877925,True
NABIL,2025-07-02,494.5,495.8,491.0,494.96,0.64,55089.0,490.24334932893015,490.1115390510634,66.15923112795417,51595.6,0.1322028085392617,0.04046785561737352,True
KBL,2025-07-02,208.0,213.1,208.0,212.67,1.33,326145.0,206.51408572385563,206.4135720822701,64.32048147197492,464397.5333333333,0.20012195497890276,0.05803996400489382,True
GRDBL,2025-07-01,1300.0,1422.9,1280.0,1378.98,5.84,39855.0,1252.9279906778675,1251.0222373473484,62.80878443691463,27971.566666666666,8.166888621486532,2.6784171503873493,True
SAPDBL,2025-07-01,1150.9,1243.9,1058.0,1191.17,1.43,226015.0,1016.8901722504786,1008.2139361887863,63.132001532148955,94793.73333333334,9.30700522891691,3.1757643333093712,True
NBL,2025-07-01,254.0,260.0,251.5,259.18,2.04,136286.0,253.129338785022,252.81529571330591,66.25486364556897,77036.23333333334,0.1571308169438339,0.05786184461338735,True
MHNL,2025-06-26,287.0,294.0,275.0,280.79,-1.11,140301.0,264.44381535074194,264.2890420075239,67.85899397187293,36531.3,0.7911531988051251,0.2382177185004366,True
SSHL,2025-06-23,235.1,246.6,233.4,244.99,3.75,452824.0,234.23845130467285,233.81647943426037,65.93045495374653,112846.66666666667,0.606127937739609,0.20913018335321568,True
KKHC,2025-06-22,355.4,369.8,353.5,355.53,-1.96,37453.0,350.3197098294854,350.2371129087988,57.135014787714745,25827.2,1.0473051705217586,0.35145534351726154,True
KPCL,2025-06-17,573.0,573.0,546.0,547.32,-2.66,16628.0,535.1594368308132,535.138217323503,62.90454213722964,21528.033333333333,2.1883670736905287,0.7226690055780864,True
LEC,2025-06-16,217.0,227.9,214.5,221.21,3.11,527259.0,215.092107818763,214.98696781238843,64.38496623779,189533.5,0.24373124711929678,0.08088177667282821,True
OHL,2025-06-16,900.0,946.0,897.0,941.82,5.13,84052.0,901.172744593955,900.0614958143794,55.802318909702755,37364.166666666664,0.42037900355596775,0.12837197175927031,True
MEN,2025-06-12,607.6,629.0,607.6,617.56,1.63,450174.0,586.2183988262461,585.6262956635222,63.438476444193704,142264.16666666666,1.4574509786122463,0.4684105311275516,True
CGH,2025-06-08,899.0,918.0,896.0,901.47,0.28,68736.0,877.458850931688,876.8729416447189,60.85187238179432,48973.73333333333,0.827975468847194,0.26501873645090657,True
SADBL,2025-05-22,443.9,445.0,426.0,427.74,-1.73,167041.0,407.43223208609425,406.51545328558785,67.934881971841,64042.23333333333,1.3493676863023438,0.45086205147454167,True
KSBBL,2025-05-20,451.0,460.0,445.0,455.98,1.77,46326.0,444.4795441420649,444.21405133994574,66.08219655277702,27225.466666666667,0.756519329801813,0.2656173944896182,True
JOSHI,2025-05-14,456.5,464.0,430.3,435.73,-2.65,189576.0,391.0037926225494,390.09696628554815,68.67777522561279,51388.166666666664,3.2030653011523214,1.036879342564032,True
HDHPC,2025-05-07,204.0,215.0,201.2,211.24,4.63,729084.0,202.52915658917811,202.14318017701052,58.497143579593846,150528.86666666667,0.2988126149959385,0.11317567470385939,True
HURJA,2025-04-30,242.7,264.9,242.7,260.89,5.36,622571.0,244.81853212760265,243.9347598002556,69.6571205503578,135948.03333333333,0.6442264527102566,0.23560912175422571,True
SHL,2025-04-22,508.9,513.0,498.0,508.23,1.41,107177.0,495.63788744402666,495.5526889188418,63.558166433311015,45022.6,1.2332143357729592,0.42495173724776125,True
AKPL,2025-03-05,253.8,253.8,245.0,246.0,-1.87,212878.0,240.42986344314673,240.17976835264432,60.803067864302314,151181.73333333334,1.1120924353030717,0.3892465449246174,True
HBL,2025-03-03,259.1,259.1,245.0,248.0,-2.4,119094.0,237.95092612653454,237.90624966961337,67.01462455239007,58195.36666666667,1.0381664904177739,0.3364482584642701,True
AKJCL,2025-02-27,199.9,218.9,199.9,217.9,7.18,682497.0,204.79073860556767,204.2378598914314,67.01847804906329,174350.96666666667,0.28175738125739824,0.10330223447885487,True
NMB,2025-02-24,245.4,259.0,245.4,251.0,0.24,142318.0,245.7068454633567,245.62239724715175,62.396703594645544,62447.666666666664,0.7042886210345841,0.24472786830887117,True
CHL,2024-07-16,307.8,344.7,307.8,337.5,7.48,131569.0,316.8381799755855,315.95109134292,65.33922679785927,25054.7,0.42034547402796535,0.1572789010515862,True
SAHAS,2024-07-16,521.0,539.0,515.0,538.8,3.82,37286.0,519.6709853164322,519.2252268641128,69.3396321477052,17276.866666666665,0.7496863599457356,0.25483514785782974,True
GHL,2024-07-11,156.0,159.6,153.0,158.8,3.12,306490.0,150.119841461194,150.11381515400922,69.40297785143993,92331.46666666666,0.339355399509958,0.10431388655585465,True
MNBBL,2024-07-09,350.1,367.2,350.0,358.4,1.53,62211.0,348.9492996052704,348.4999266343211,63.7404537917804,35025.2,1.026053312526051,0.3685271283172028,True
SHINE,2024-07-04,398.3,407.0,385.0,404.0,3.46,340626.0,385.42368630276985,384.84223402305895,63.58695351709482,68442.56666666667,0.28857502414640523,0.08457439976923524,True
LBBL,2024-07-04,396.0,412.9,395.0,403.0,3.33,177984.0,382.95396189281473,381.92275914535435,61.432931084211795,32436.4,0.4499347522126754,0.1571097599101904,True
HPPL,2024-06-23,270.0,280.0,267.1,277.0,4.53,80245.0,262.6065935906711,262.23441710113565,66.9491613092772,17736.433333333334,0.797463862213067,0.2753450670300026,True
MFIL,2024-06-19,518.8,524.0,512.0,520.0,1.56,29790.0,511.03413031396724,510.5854822931264,65.90911516020675,32834.7,0.8948980082828484,0.32444587773763944,True
RADHI,2024-06-13,254.0,270.0,250.9,265.0,4.33,191220.0,239.992888605951,238.62468729045398,68.51851851851852,42572.13333333333,1.3294032093815873,0.46977136684868126,True
JBBL,2024-05-21,302.0,303.0,296.1,297.2,-0.23,36633.0,293.9649733313895,293.77295373276695,40.66986833632425,47600.63333333333,0.418946290245492,0.15104896458718714,True
ADBL,2024-05-09,236.8,241.5,233.1,239.0,2.58,37949.0,233.87988833132403,233.63651964536552,68.24641979272656,24010.866666666665,0.3641540137794038,0.1357678586149575,True
TRH,2024-04-01,778.0,851.7,778.0,851.0,7.25,10786.0,795.0324130673472,793.0706575687755,63.27433758680816,7067.566666666667,2.07285452974329,0.7462545143483339,True
GBIME,2024-01-17,213.5,214.0,205.8,208.5,-0.43,230444.0,203.44225657975136,203.1595639718451,60.53640832323875,141128.83333333334,0.2717029963107052,0.09314487946340363,True
SANIMA,2024-01-16,256.0,265.5,256.0,265.5,2.91,87906.0,253.90196344290118,253.57797042125765,49.776772181604045,41737.833333333336,0.48044347014300115,0.1595390440699532,True
MDB,2024-01-14,422.9,422.9,410.0,415.0,0.0,16911.0,402.06455129209047,401.5728357748726,48.88392826732316,11860.233333333334,1.1327000339221285,0.38134325904795785,True
GFCL,2023-12-18,438.6,472.0,438.6,469.0,9.07,45967.0,423.5243475202255,421.4952785492757,65.23545448781621,6222.766666666666,2.9329970284865112,1.071882194117586,True
ALICL,2023-12-17,667.4,685.1,663.0,680.9,0.72,27447.0,647.7165677308021,646.6072219992567,63.78182705965909,14821.333333333334,4.0752542231585265,1.4318148192915259,True
EDBL,2023-12-14,338.0,362.0,335.2,355.1,3.83,80883.0,314.3495296786969,312.2813071597233,69.80749198488778,9317.466666666667,2.208536368969726,0.7895539272555538,True
GMFIL,2023-12-14,358.0,380.0,358.0,378.0,3.56,16836.0,341.46509546718056,340.27018870281614,67.22338424056774,6403.466666666666,2.2520031354629166,0.7726465026310848,True
UNHPL,2023-12-14,182.0,188.0,180.3,186.4,2.98,28476.0,171.79978419281534,171.00194154644473,64.29906216862027,9803.7,1.3261051087278246,0.4786858685463642,True
BPCL,2023-12-14,307.5,317.0,307.5,315.0,0.57,7633.0,304.5317724901893,304.0806743372447,60.439574443539726,5621.8,1.217965259989694,0.43391599861258784,True
PRVU,2023-12-13,168.3,170.0,164.8,166.0,0.61,111895.0,159.86115510331777,159.62216200594844,65.56291323806857,60990.86666666667,0.6208310063446334,0.21502739293613898,True
SINDU,2023-12-12,266.2,280.0,259.0,267.0,2.3,7605.0,251.89992478988063,251.3594678556527,68.0327868852459,2351.4,1.002023471576365,0.3460612783575982,True
CHCL,2023-12-11,536.0,536.0,505.1,515.0,-2.09,102458.0,483.5882085953896,482.804274758299,68.73963452807338,13686.3,1.7362347212788336,0.5602301199657177,True
CORBL,2023-12-07,333.5,340.0,327.0,340.0,3.98,4595.0,323.00650746039696,322.5666023319015,65.23605122107992,3085.366666666667,0.732875563587379,0.25072436171287793,True
NGPL,2023-06-18,271.0,279.5,265.0,276.0,3.37,176677.0,256.9459064597112,256.74135399396647,59.119496855345915,72398.83333333333,1.201133079029546,0.39280286198675185,True
PROFL,2023-06-18,307.0,330.3,307.0,324.0,3.85,16959.0,305.27358644387107,304.7617691554316,65.0777281379433,8143.266666666666,1.724302174596619,0.6065426155650357,True
UPPER,2023-06-15,465.0,480.0,463.0,472.5,2.07,126822.0,444.32715013811344,442.69078122159726,58.4320865731017,54057.933333333334,2.0086489703331494,0.7281939962863475,True
SHEL,2023-06-14,324.2,324.2,310.1,323.0,1.6,10884.0,303.49995573192086,303.28159754351805,64.38747058010341,3684.9333333333334,1.4607238787248775,0.48679021707979475,True
AHPC,2023-06-14,304.9,308.9,299.0,302.5,1.17,166201.0,291.95888595830695,291.34902906437594,52.46132292673547,61633.066666666666,0.9096465416988962,0.3301787593611493,True
HIDCL,2023-06-13,196.0,202.0,193.2,201.0,3.61,306016.0,188.1451008715305,188.00493888511951,65.14523071156592,80101.26666666666,0.5832065771975123,0.18645943662153286,True
KRBL,2023-06-13,280.0,289.0,280.0,286.0,2.88,15480.0,264.93174688533685,263.69602713877174,64.98638349887949,7373.333333333333,1.1181971404118258,0.40091394657232515,True
SIFC,2023-06-13,330.0,339.9,325.0,338.2,2.67,16858.0,315.3886658376829,314.442303434355,62.17799753929675,7627.966666666666,1.177725533391424,0.40222225157898495,True
SFCL,2023-06-13,288.0,303.9,288.0,298.9,2.01,26358.0,278.61778491158253,278.6143584229303,60.960958575821834,11754.0,1.5124557381145678,0.48625986131582977,True
LICN,2023-06-12,1390.0,1423.0,1380.0,1415.0,1.82,14463.0,1333.1062290877069,1328.7217723621127,65.75341412041541,6371.033333333334,5.04568072555603,1.8018088278135564,True
GUFL,2023-06-11,510.0,533.8,506.0,520.0,3.79,59953.0,500.0494843593588,499.5800093229233,55.406134148317406,14562.5,1.8060815057218746,0.6529561049726794,True
PLI,2023-06-08,436.3,469.8,436.2,463.0,4.04,29907.0,427.2633026211422,425.5215415423394,62.15953451781924,10563.533333333333,1.8553479834127302,0.6578413781181552,True
NRN,2023-06-06,460.0,479.0,455.5,477.0,3.47,8062.0,457.45329095501194,456.58380651266845,64.41336883521714,5949.533333333334,0.601825668478557,0.2089544152745134,True
CHDC,2023-05-18,722.1,756.0,722.0,753.0,2.45,5527.0,723.6966792918466,723.387536560152,65.79439582861546,3209.2,0.5275579292549765,0.1358439708021706,True
NYADI,2023-01-03,298.0,316.9,296.0,312.0,4.98,10016.0,282.4303742248122,282.0829892016005,66.63823218783004,2848.233333333333,1.9733984683268773,0.6532256992184898,True
PMHPL,2023-01-03,214.0,222.0,212.1,218.5,0.74,37836.0,199.82937007651353,199.27518236188092,68.50507326873708,12053.066666666668,1.4939909961794116,0.5078067892715638,True
SBL,2022-12-27,328.4,341.5,326.0,339.0,5.28,188077.0,316.5395721517536,315.27334112972846,64.86989184976272,25966.433333333334,0.32571349873712735,0.12513856585392205,True
CBL,2022-11-27,230.0,230.0,227.1,230.0,-0.43,62913.0,211.6524135980435,211.05831471843754,66.7464102606223,102489.23333333334,1.4275167185658517,0.4706417161151819,True
EBL,2022-10-16,485.0,510.0,478.0,510.0,5.15,176659.0,487.5710952355889,487.261721929457,60.98563072263732,17599.1,0.484502091312379,0.1543122461600433,True
NFS,2022-08-02,333.2,352.0,314.1,343.1,0.94,216809.0,322.085275111432,321.6908807864307,66.79076692276736,28389.866666666665,2.9512225542165877,1.0392315293192724,True
BARUN,2022-01-13,499.8,516.0,490.0,515.4,5.18,44601.0,472.7892981977185,471.18969491129724,59.150334945312714,24061.566666666666,3.379182109892599,1.198134553764794,True
SPC,2021-12-27,460.0,500.0,437.0,497.0,5.92,6118.0,440.8204592491761,438.77414526627905,59.790209790209786,4912.692307692308,2.5144156014989676,0.8642200834629193,True
GLH,2021-05-05,383.0,405.0,369.0,400.0,4.44,56811.0,373.7709524048588,372.4306904167598,66.66666666666666,21356.222222222223,0.9011724483618877,0.32623879876306316,True
SRBL,2021-01-10,262.0,270.0,258.0,269.0,4.26,173893.0,252.81291643591345,252.06223144670753,63.333333333333336,84320.13333333333,0.6903878031708984,0.24900706035593884,True
CCBL,2020-09-17,175.0,188.0,171.0,183.0,6.4,197064.0,174.06255673623883,173.92081527652223,69.56521739130434,44266.96666666667,0.1266885244099285,0.037651173191403584,True
DHPL,2020-09-02,50.0,56.0,50.0,56.0,9.8,18317.0,51.51902009072292,51.44819881931874,63.77410545519255,2060.6,0.0735756037600325,0.02128117605812747,True
UPCL,2020-02-03,73.0,79.0,73.0,79.0,6.76,17399.0,74.73977202010948,74.66266340562522,58.064516129032256,7457.166666666667,0.014232961777369723,0.0015454866651452904,True
NHPC,2020-02-02,52.0,54.0,52.0,54.0,1.89,26452.0,52.658636957153846,52.58021869368111,47.82608695652174,16513.4,0.07330486023561064,0.027823973738534846,True
RHPC,2020-01-20,85.0,86.0,81.0,81.0,-4.71,19354.0,74.80214299093048,74.527411383477,68.9655172413793,9529.9,0.5638862150744245,0.19017738075075385,True
UMHL,2020-01-13,108.0,112.0,104.0,108.0,1.89,7268.0,103.67574391019147,103.64405960240899,50.0,3398.5333333333333,0.04023461428031112,0.004825819327766112,True
RHPL,2020-01-13,172.0,183.0,172.0,183.0,6.4,78955.0,171.558698103655,171.11505457499447,66.66666666666666,21079.733333333334,0.2956033932348078,0.10853096733015946,True
NCCB,2020-01-07,210.0,211.0,207.0,209.0,2.45,139109.0,203.2934190015431,203.0696804031118,68.18181818181819,33677.0,0.17881931689166208,0.06359757250519919,True
SLICL,2019-12-23,284.0,298.0,276.0,294.0,5.38,37622.0,277.34728088302387,277.11766489896075,69.56521739130434,10147.633333333333,1.3394827626468668,0.4701811650299305,True
LBL,2019-11-03,220.0,222.0,218.0,222.0,1.83,21844.0,215.5872542298151,215.29194334651507,65.21739130434783,11148.633333333333,0.4461559916585543,0.15927821066658793,True
RRHP,2019-05-30,97.0,105.0,97.0,104.0,8.33,6530.0,95.49857807210842,95.01447987697077,67.64705882352942,931.8,0.2231561389826112,0.08628543711206191,True
SHPC,2019-04-21,228.0,233.0,227.0,232.0,1.75,27527.0,227.47539663251993,227.24753489490217,62.96296296296296,12726.533333333333,0.2192905262765919,0.0804736671486637,True
NIB,2019-04-11,546.0,550.0,546.0,549.0,-0.18,10129.0,538.2436608959815,537.8213822389048,69.38775510204081,14966.4,1.7914213278176703,0.6341332590975298,True
NICA,2019-03-13,405.0,405.0,396.0,398.0,-0.75,31903.0,388.40970504762004,388.26099639268114,58.49056603773585,19800.433333333334,1.1418740094008513,0.3854823309604967,True
NBB,2018-09-23,215.0,218.0,212.0,215.0,0.94,13708.0,209.15371858729682,208.941865315146,61.81818181818181,21924.9,0.7190961431016717,0.25738548912927967,True
BOKL,2017-08-06,485.0,489.0,476.0,486.0,0.21,20499.0,474.7808534712243,474.2326396228008,60.526315789473685,21330.666666666668,1.3775358785383218,0.49426477087807824,True
MEGA,2016-12-08,517.0,520.0,515.0,517.0,0.0,24110.0,499.2932245922062,498.5481801051659,68.66666666666667,30797.133333333335,2.6105051752198394,0.9338222672567668,True
GLICL,2015-06-30,570.0,572.0,560.0,572.0,0.35,7760.0,534.2446898747788,534.0021656880488,58.49056603773585,2244.2,2.5906914216253427,0.8358107157263021,True
PLIC,2015-01-11,1012.0,1040.0,1009.0,1035.0,2.27,11522.0,977.9939390429066,974.7056929729539,63.00366300366301,2334.5,2.881722744617946,1.0484142340771085,True
