Symbol,Date,Signal,Close_at_Crossover,Latest_Close,P/L_%
RURU,2025-05-15,SELL,693.42,654.0,5.68
AKJCL,2025-05-08,BUY,219.19,380.0,73.37
HBL,2025-05-08,SELL,220.32,188.5,14.44
GBIME,2025-05-01,SELL,215.07,224.2,-4.25
ICFC,2025-04-24,SELL,590.99,654.9,-10.81
LBBL,2025-04-24,SELL,389.4,483.0,-24.04
MFIL,2025-04-24,SELL,585.52,777.0,-32.7
SBL,2025-04-24,SELL,272.84,372.0,-36.34
GFCL,2025-04-17,SELL,679.49,650.0,4.34
NBL,2025-04-10,SELL,246.12,243.5,1.06
SHINE,2025-04-10,SELL,411.27,406.9,1.06
CHCL,2025-04-03,SELL,481.48,470.0,2.38
GBBL,2025-03-27,SELL,394.51,398.9,-1.11
JFL,2025-03-27,SELL,512.71,425.0,17.11
ADBL,2025-03-20,SELL,285.66,297.0,-3.97
NFS,2025-03-13,SELL,734.9,629.9,14.29
NLICL,2025-02-27,BUY,620.5,579.9,-6.54
PFL,2025-02-06,SELL,412.0,379.0,8.01
GUFL,2025-01-30,SELL,594.5,556.1,6.46
LEC,2025-01-30,SELL,210.0,223.0,-6.19
MNBBL,2025-01-23,SELL,371.0,363.0,2.16
NGPL,2025-01-23,SELL,285.0,437.0,-53.33
NLICL,2025-01-16,SELL,589.0,579.9,1.54
AKJCL,2025-01-09,SELL,201.0,380.0,-89.05
MEN,2025-01-09,SELL,620.0,579.0,6.61
