Symbol,Date,Signal,Close_at_Crossover,Latest_Close,P/L_%
MEN,2025-11-27,BUY,670.1,570.2,-14.91
NMB,2025-11-27,BUY,260.0,234.0,-10.0
KSBBL,2025-11-27,SELL,444.0,449.2,-1.17
NMB,2025-11-20,SELL,237.0,234.0,1.27
UMRH,2025-11-20,SELL,550.1,542.5,1.38
RURU,2025-11-13,BUY,830.0,649.0,-21.81
GBBL,2025-11-13,SELL,370.0,392.3,-6.03
ICFC,2025-11-13,SELL,615.0,625.0,-1.63
ICFC,2025-11-06,BUY,652.0,625.0,-4.14
ICFC,2025-10-30,SELL,630.0,625.0,0.79
DHPL,2025-10-23,SELL,283.0,297.0,-4.95
MBL,2025-10-23,SELL,207.1,224.9,-8.59
MFIL,2025-10-23,SELL,568.0,780.0,-37.32
NHDL,2025-10-23,SELL,636.5,635.0,0.24
SAPDBL,2025-10-23,SELL,789.9,809.0,-2.42
CGH,2025-10-16,SELL,823.8,813.5,1.25
GHL,2025-10-16,SELL,200.9,231.3,-15.13
MLBL,2025-10-16,SELL,363.9,360.9,0.82
PCBL,2025-10-16,SELL,232.8,230.8,0.86
MDB,2025-10-09,SELL,592.1,614.5,-3.78
PRVU,2025-10-02,SELL,207.9,182.0,12.46
HDHPC,2025-09-25,SELL,186.0,192.0,-3.23
KBL,2025-09-25,SELL,190.3,182.0,4.36
LEC,2025-09-25,SELL,208.0,214.0,-2.88
NABBC,2025-09-25,SELL,772.0,1320.0,-70.98
NBL,2025-09-25,SELL,250.0,241.0,3.6
CZBIL,2025-09-18,SELL,197.0,187.1,5.03
NHPC,2025-09-18,SELL,178.6,212.0,-18.7
NLICL,2025-09-18,SELL,550.0,565.0,-2.73
RURU,2025-09-18,SELL,650.0,649.0,0.15
SBI,2025-09-18,SELL,376.9,400.0,-6.13
SCB,2025-09-18,SELL,607.0,637.0,-4.94
SINDU,2025-09-18,SELL,618.0,730.0,-18.12
AKJCL,2025-09-11,SELL,191.33,342.1,-78.8
CHCL,2025-09-11,SELL,497.36,461.9,7.13
JBBL,2025-09-11,SELL,325.4,325.2,0.06
MHNL,2025-09-11,SELL,245.13,256.0,-4.43
NYADI,2025-09-11,SELL,399.62,395.0,1.16
SSHL,2025-09-11,SELL,173.88,181.4,-4.32
BARUN,2025-09-04,SELL,330.66,336.0,-1.61
MPFL,2025-09-04,SELL,570.03,623.0,-9.29
HURJA,2025-08-28,SELL,237.78,252.0,-5.98
KKHC,2025-08-28,SELL,256.24,274.0,-6.93
OHL,2025-08-21,SELL,862.03,704.9,18.23
SIFC,2025-08-21,SELL,508.34,573.1,-12.74
JOSHI,2025-08-14,SELL,319.81,287.0,10.26
LEC,2025-08-07,BUY,254.17,214.0,-15.8
ADBL,2025-07-31,BUY,332.18,293.0,-11.79
ICFC,2025-07-31,BUY,694.65,625.0,-10.03
MFIL,2025-07-31,BUY,716.71,780.0,8.83
CGH,2025-07-24,BUY,1129.73,813.5,-27.99
GBBL,2025-07-24,BUY,469.65,392.3,-16.47
JBBL,2025-07-24,BUY,387.21,325.2,-16.01
MNBBL,2025-07-24,BUY,473.72,354.0,-25.27
RURU,2025-07-24,BUY,812.81,649.0,-20.15
SCB,2025-07-24,BUY,670.91,637.0,-5.05
SIFC,2025-07-24,BUY,566.43,573.1,1.18
RHPL,2025-07-24,SELL,349.21,282.0,19.25
CHCL,2025-07-17,BUY,547.62,461.9,-15.65
LBBL,2025-07-17,BUY,492.67,460.0,-6.63
MBL,2025-07-17,BUY,261.69,224.9,-14.06
NBL,2025-07-17,BUY,299.67,241.0,-19.58
CZBIL,2025-07-10,BUY,220.98,187.1,-15.33
SJCL,2025-07-10,SELL,314.29,296.0,5.82
PCBL,2025-07-03,BUY,254.49,230.8,-9.31
MHNL,2025-06-26,BUY,280.79,256.0,-8.83
CFCL,2025-06-26,SELL,498.18,534.0,-7.19
CHL,2025-06-26,SELL,337.99,271.5,19.67
CZBIL,2025-06-26,SELL,201.99,187.1,7.37
PCBL,2025-06-26,SELL,237.82,230.8,2.95
AKJCL,2025-06-19,BUY,218.06,342.1,56.88
SAHAS,2025-06-19,BUY,545.38,553.0,1.4
SBL,2025-06-19,BUY,307.4,373.4,21.47
SIFC,2025-06-19,SELL,510.63,573.1,-12.23
SIFC,2025-06-12,BUY,586.56,573.1,-2.29
ALICL,2025-06-12,SELL,500.56,437.0,12.7
MHNL,2025-06-12,SELL,264.38,256.0,3.17
PROFL,2025-06-12,SELL,494.97,447.0,9.69
TRH,2025-06-12,SELL,942.89,747.9,20.68
NGPL,2025-06-05,BUY,395.88,416.9,5.31
JBBL,2025-06-05,SELL,326.04,325.2,0.26
MBL,2025-06-05,SELL,217.46,224.9,-3.42
RLFL,2025-06-05,SELL,467.59,436.3,6.69
SIFC,2025-06-05,SELL,485.56,573.1,-18.03
TPC,2025-06-05,SELL,336.55,383.0,-13.8
GBIME,2025-05-29,BUY,249.27,221.3,-11.22
HURJA,2025-05-29,BUY,253.03,252.0,-0.41
MBL,2025-05-29,BUY,234.82,224.9,-4.22
BFC,2025-05-29,SELL,485.09,458.0,5.58
SCB,2025-05-29,SELL,628.67,637.0,-1.33
SPC,2025-05-29,SELL,508.71,486.0,4.46
GMFIL,2025-05-22,SELL,507.26,456.9,9.93
SFCL,2025-05-22,SELL,492.43,376.9,23.46
AKJCL,2025-05-15,SELL,205.45,342.1,-66.51
MBL,2025-05-15,SELL,211.18,224.9,-6.5
RURU,2025-05-15,SELL,693.42,649.0,6.41
AKJCL,2025-05-08,BUY,219.19,342.1,56.07
HBL,2025-05-08,SELL,220.32,186.9,15.17
GBIME,2025-05-01,SELL,215.07,221.3,-2.9
ICFC,2025-04-24,SELL,590.99,625.0,-5.75
LBBL,2025-04-24,SELL,389.4,460.0,-18.13
MFIL,2025-04-24,SELL,585.52,780.0,-33.21
SBL,2025-04-24,SELL,272.84,373.4,-36.86
GFCL,2025-04-17,SELL,679.49,621.0,8.61
NBL,2025-04-10,SELL,246.12,241.0,2.08
SHINE,2025-04-10,SELL,411.27,396.2,3.66
CHCL,2025-04-03,SELL,481.48,461.9,4.07
GBBL,2025-03-27,SELL,394.51,392.3,0.56
JFL,2025-03-27,SELL,512.71,419.3,18.22
ADBL,2025-03-20,SELL,285.66,293.0,-2.57
NFS,2025-03-13,SELL,734.9,619.3,15.73
NLICL,2025-02-27,BUY,620.5,565.0,-8.94
PFL,2025-02-06,SELL,412.0,367.0,10.92
GUFL,2025-01-30,SELL,594.5,531.0,10.68
LEC,2025-01-30,SELL,210.0,214.0,-1.9
MNBBL,2025-01-23,SELL,371.0,354.0,4.58
NGPL,2025-01-23,SELL,285.0,416.9,-46.28
NLICL,2025-01-16,SELL,589.0,565.0,4.07
AKJCL,2025-01-09,SELL,201.0,342.1,-70.2
MEN,2025-01-09,SELL,620.0,570.2,8.03
