Symbol,Date,Signal,Close_at_Crossover,Latest_Close,P/L_%
SHINE,2025-04-10,SELL,411.27,408.0,0.8
CHCL,2025-04-03,SELL,481.48,477.0,0.93
GBBL,2025-03-27,SELL,394.51,398.7,-1.06
JFL,2025-03-27,SELL,512.71,425.0,17.11
ADBL,2025-03-20,SELL,285.66,297.0,-3.97
NFS,2025-03-13,SELL,734.9,632.0,14.0
NLICL,2025-02-27,BUY,620.5,585.0,-5.72
PFL,2025-02-06,SELL,412.0,377.9,8.28
GUFL,2025-01-30,SELL,594.5,552.2,7.12
LEC,2025-01-30,SELL,210.0,230.5,-9.76
MNBBL,2025-01-23,SELL,371.0,364.8,1.67
NGPL,2025-01-23,SELL,285.0,434.0,-52.28
NLICL,2025-01-16,SELL,589.0,585.0,0.68
AKJCL,2025-01-09,SELL,201.0,375.0,-86.57
MEN,2025-01-09,SELL,620.0,578.3,6.73
