Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,"1,089.70",2.72 Ar,-0.94%,-3.99%,-20.21%,+11.99%,+5.39%,+213.49%,61.89,17.61,7.29,266507.46,108755.91,+145.05%,156871.86,50952.59,+207.88%,77360.06,8111.46,+853.71%,61.89,12.98,+376.86%,149.39,126.15,+18.42%,3632445.01,3725565.79,-2.50%,3258967.45,3410179.44,-4.43%,250000.0,250000.0,0.00%,123477.56,65386.35,+88.84%,0.4143,8.726
BANDIPUR,Bandipur Cablecar and Tourism Limited,Hotels,843.00,23.86 Ar,-1.40%,-4.53%,-11.17%,-21.80%,+168.90%,+168.90%,-1.8,-469.05,9.12,44216.88,18154.34,+143.56%,14056.79,2070.95,+578.76%,-25431.28,-17939.29,+41.76%,-1.8,-2.54,-29.12%,92.47,92.74,-0.29%,3921311.34,4113331.1,-4.67%,1304361.87,1488889.64,-12.39%,2829993.0,2829993.0,0.00%,-213043.53,-205551.54,+3.64%,-0.0195,0.4984
BARUN,Barun Hydropower,Hydro Power,346.00,3.71 Ar,0.00%,-4.16%,-11.05%,-7.73%,+7.31%,+171.68%,4.05,85.45,3.05,62624.05,39473.75,+58.65%,54218.74,33306.25,+62.79%,21696.03,18990.58,+14.25%,4.05,7.25,-44.15%,113.42,109.04,+4.02%,1503640.6,1440609.4,+4.38%,288163.95,298072.51,-3.32%,1071630.0,1047786.7,+2.28%,143846.65,94750.19,+51.82%,0.0357,0.2371
BBC,Bishal Bazar,Trading,"4,888.80",196.04 Ar,+0.51%,-0.51%,-7.74%,+0.22%,-16.29%,+40.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDC,Bhugol Energy Development Company Limited,Hydro Power,386.90,2.10 Ar,-2.05%,-9.52%,-27.41%,-27.82%,-49.46%,+73.50%,1.08,357.23,7.97,40809.28,30713.0,+32.87%,36418.58,28222.11,+29.04%,2946.17,10394.84,-71.66%,1.08,7.64,-85.83%,48.52,50.07,-3.09%,841642.09,863446.33,-2.53%,577676.47,591057.86,-2.26%,544053.4,544053.4,0.00%,-280087.78,-271664.93,+3.10%,0.0223,2.1885
BFC,Best Finance,Finance,454.00,4.04 Ar,-1.30%,-2.58%,-12.68%,-11.50%,-10.59%,+150.83%,3.93,115.6,4.23,253264.33,127848.98,+98.10%,71208.9,32206.09,+121.10%,17485.62,-54717.77,-131.96%,3.93,-24.58,-115.98%,107.3,118.55,-9.49%,7303826.25,7394627.7,-1.23%,6348434.2,6339040.54,+0.15%,890424.24,890424.24,0.00%,64967.81,165162.92,-60.66%,0.0366,6.6448
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,735.00,4.37 Ar,-2.52%,-0.68%,-6.37%,-7.20%,-15.50%,+127.83%,9.22,79.74,6.75,81556.36,39258.69,+107.74%,69327.13,33715.24,+105.63%,31259.34,16066.88,+94.56%,9.22,10.8,-14.67%,108.91,127.6,-14.65%,963658.98,979698.24,-1.64%,225011.5,220546.37,+2.02%,678239.9,594947.3,+14.00%,60407.58,164204.56,-63.21%,0.0847,0.3046
BHCL,Bikash Hydropower Company Limited,Hydro Power,544.00,4.95 Ar,-0.73%,-2.16%,-9.63%,-8.72%,+69.31%,+69.31%,11.05,49.24,5.07,96288.99,41572.31,+131.62%,89638.03,38188.74,+134.72%,50215.78,17754.48,+182.83%,11.05,7.81,+41.42%,107.34,103.77,+3.44%,1275261.65,1241080.55,+2.75%,299431.27,297711.47,+0.58%,909101.3,909101.3,0.00%,66729.08,34267.78,+94.73%,0.1029,0.3068
BHDC,Bindhyabasini Hydropower Development Company Limited,Hydro Power,465.00,5.25 Ar,-0.43%,-2.92%,-7.92%,-6.63%,-10.71%,+52.75%,19.83,23.44,3.78,277648.56,166446.01,+66.81%,271316.3,162724.31,+66.73%,112045.57,87182.43,+28.52%,19.83,30.87,-35.74%,123.0,116.88,+5.24%,2951876.43,2929609.05,+0.76%,1562172.83,1609687.05,-2.95%,1129800.0,1129800.0,0.00%,259902.52,190756.32,+36.25%,0.1612,1.1241
BHL,Balephi Hydropower Limited,Hydro Power,220.90,8.08 Ar,-0.05%,-3.96%,-13.30%,+6.46%,+1.56%,+109.48%,12.48,17.7,2.73,637244.6,347858.38,+83.19%,582183.75,323991.09,+79.69%,228148.23,124475.36,+83.29%,12.48,13.62,-8.36%,80.85,78.02,+3.63%,8682443.29,8657035.48,+0.29%,5726577.62,5804842.69,-1.35%,3655940.0,3655940.0,0.00%,-700074.34,-803747.21,-12.90%,0.1544,1.9374
BHPL,Barahi Hydropower Public Limited,Hydro Power,536.00,1.34 Ar,-0.37%,-3.07%,-10.37%,-5.62%,-49.51%,+150.82%,1.86,287.56,10.48,20646.36,14637.93,+41.05%,20170.33,13347.37,+51.12%,2329.91,5927.83,-60.70%,1.86,9.48,-80.35%,51.12,52.7,-2.99%,368206.23,377493.29,-2.46%,240394.61,245740.82,-2.18%,250000.0,250000.0,0.00%,-122188.38,-118247.53,+3.33%,0.0364,1.8809
BJHL,Bhujung Hydropower Limited,Hydro Power,"1,142.00",11.42 Ar,+0.96%,-3.22%,+217.75%,+284.38%,+284.38%,+284.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNHC,Buddha Bhumi Nepal Hydropower Company Limited,Hydro Power,329.00,1.32 Ar,-2.66%,-4.64%,-12.24%,+5.31%,+5.26%,+81.92%,9.91,33.2,4.07,105054.18,50819.91,+106.72%,100419.33,49395.44,+103.30%,20481.43,7518.32,+172.42%,9.91,7.28,+36.21%,80.89,77.35,+4.57%,1356978.8,1350587.42,+0.47%,1022646.49,1030876.55,-0.80%,413304.4,413304.4,0.00%,-78972.09,-93593.53,-15.62%,0.1225,3.0588
BNL,Bottlers Nepal (Balaju),Manufacturing And Processing,"15,198.00",29.62 Ar,-0.99%,-0.99%,-2.58%,-2.27%,-17.58%,+705.44%,32.09,473.62,4.75,4810998.0,3698179.0,+30.09%,1284714.0,1163811.0,+10.39%,31269.0,321676.0,-90.28%,32.09,660.22,-95.14%,3201.17,3349.59,-4.43%,12473712.0,14239690.0,-12.40%,6234987.0,7711703.0,-19.15%,194889.0,194889.0,0.00%,6043836.0,6333098.0,-4.57%,0.01,0.9994
,,,NaN,NaN,,NaN%,NaN%,NaN%,NaN%,NaN%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOKD86,8.5% BOK Debenture 2086,Bond,"1,089.00",1.74 Ar,0.00%,0.00%,+1.58%,+1.30%,+1.21%,+8.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,Butwal Power,Hydro Power,682.00,23.25 Ar,-1.16%,-2.15%,-9.40%,-13.67%,+64.55%,+109.12%,13.22,51.58,3.2,464044.0,241214.0,+92.38%,258096.0,134450.0,+91.96%,225380.0,84802.0,+165.77%,13.22,9.95,+32.89%,212.95,215.04,-0.97%,8014872.0,8336439.0,-3.86%,755132.0,1005514.0,-24.90%,3409065.0,3409065.0,0.00%,3850675.0,3921860.0,-1.82%,0.0621,0.104
BUNGAL,Bungal Hydro Limited,Hydro Power,591.20,4.91 Ar,-0.87%,-4.35%,-9.86%,-21.38%,+77.75%,+77.75%,6.68,88.45,6.67,185259.57,112477.35,+64.71%,176478.54,108210.83,+63.09%,27739.36,29017.11,-4.40%,6.68,13.98,-52.20%,88.61,89.74,-1.26%,3047693.57,3100665.94,-1.71%,2312245.26,2355821.4,-1.85%,830000.0,830000.0,0.00%,-94551.7,-85155.47,+11.03%,0.0754,3.144
C30MF,Citizens Super 30 Mutual Fund,Mutual Fund,10.10,75.82 Cr,0.00%,-0.49%,-1.37%,+5.87%,+19.64%,+26.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,898.00,28.87 Ar,-0.66%,-2.39%,-7.41%,-7.42%,+22.33%,+8.43%,31.85,28.19,3.84,3247112.4,1651153.23,+96.66%,1459951.04,755117.98,+93.34%,576096.5,269002.8,+114.16%,31.85,33.46,-4.82%,233.66,266.18,-12.22%,54912940.55,53735805.33,+2.19%,46460994.26,45177284.7,+2.84%,3617264.1,3215345.87,+12.50%,4834682.19,5343174.76,-9.52%,0.1363,5.4971
CBLD88,Civil Bank Debenture 2088,Bond,"1,210.00",0.00,-1.71%,-6.20%,-2.76%,-2.01%,+6.14%,+21.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCBD88,Century Debenture 2088,Bond,"1,278.00",2.81 Ar,+2.98%,+6.32%,-0.93%,+7.85%,+7.21%,+27.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFCL,Central Finance,Finance,505.00,4.79 Ar,-0.79%,-1.94%,-12.48%,-12.61%,-10.75%,+147.28%,8.26,61.13,4.44,318245.75,148054.2,+114.95%,102505.2,37701.33,+171.89%,39191.3,18444.57,+112.48%,8.26,7.78,+6.24%,113.65,114.32,-0.58%,9561730.99,9164863.95,+4.33%,8483312.93,8080145.12,+4.99%,948875.46,948875.46,0.00%,129542.6,135843.37,-4.64%,0.0727,7.8664
CGH,Chandragiri Hills Limited,Hotels,813.00,12.47 Ar,-0.37%,-1.57%,-8.34%,-10.61%,-0.98%,-56.32%,-6.13,-132.62,7.89,269643.56,148996.63,+80.97%,105978.86,50933.28,+108.07%,-47020.56,-12431.73,+278.23%,-6.13,-3.24,+89.11%,103.02,106.8,-3.55%,3929666.72,3748301.63,+4.84%,2349306.18,2109838.33,+11.35%,1534091.0,1534091.0,0.00%,46269.54,104372.3,-55.67%,-0.0595,1.4866
CHCL,Chilime Hydropower,Hydro Power,479.00,42.07 Ar,-0.64%,-2.64%,-6.81%,-1.44%,+9.29%,+23.34%,8.39,57.07,3.96,636581.19,353082.7,+80.29%,489839.15,269080.99,+82.04%,398059.37,205841.81,+93.38%,8.39,9.38,-10.47%,120.86,132.45,-8.75%,12237700.45,12142825.57,+0.78%,773985.79,510964.03,+51.48%,9484988.68,8782396.92,+8.00%,1978725.99,2849464.62,-30.56%,0.0694,0.0675
CHDC,CEDB Holdings Limited,Organized Fund,"2,300.00",23.79 Ar,-0.43%,-3.37%,-11.37%,-6.24%,-11.55%,+520.54%,61.03,37.69,9.55,325803.01,160927.48,+102.45%,323873.81,158278.29,+104.62%,315605.0,156563.73,+101.58%,61.03,60.55,+0.79%,240.87,208.39,+15.59%,2558641.75,2165007.42,+18.18%,67489.7,9766.24,+591.05%,1034237.06,1034237.06,0.00%,1456914.99,1121004.12,+29.97%,0.2534,0.0271
CHL,Chhyangdi Hydropower Ltd.,Hydro Power,292.00,2.26 Ar,-0.03%,-7.59%,-9.88%,+1.07%,+1.82%,+68.34%,6.03,48.45,3.41,108535.62,57700.82,+88.10%,92726.75,49246.52,+88.29%,23323.76,19207.03,+21.43%,6.03,9.93,-39.28%,85.59,85.16,+0.50%,1353155.19,1366572.42,-0.98%,690760.81,707442.72,-2.36%,773955.0,773955.0,0.00%,-111560.62,-114825.3,-2.84%,0.0705,1.0428
CIT,Citizen Investment Trust,Organized Fund,"1,772.40",114.88 Ar,-0.43%,-0.82%,-6.12%,-1.36%,-4.10%,+7.04%,19.55,90.65,6.32,1069348.0,537202.0,+99.06%,1005491.0,458525.0,+119.29%,665324.0,314328.0,+111.67%,19.55,19.4,+0.79%,280.46,412.4,-31.99%,319504429.0,319155681.0,+0.11%,300416869.0,292425099.0,+2.73%,6805798.0,6481712.0,+5.00%,12281761.0,20248869.0,-39.35%,0.0697,15.7389
CITY,City Hotel Limited,Hotels,455.00,7.62 Ar,+0.02%,-4.75%,-10.61%,-8.69%,-11.28%,+305.04%,-6.7,-67.91,4.62,243925.91,115535.89,+111.13%,53695.62,24284.01,+121.12%,-100938.26,-55652.16,+81.37%,-6.7,-13.3,-49.62%,98.53,135.99,-27.54%,5684006.02,5908122.77,-3.79%,2714980.43,3631721.29,-25.24%,3013200.0,1674000.0,+80.00%,-44174.42,602401.47,-107.33%,-0.068,0.9144
CKHL,Chirkhwa Hydropower Limited,Hydro Power,688.00,2.75 Ar,+1.91%,-1.02%,-2.55%,-3.96%,-1.83%,+108.48%,17.54,39.22,7.19,82538.76,47273.92,+74.60%,74277.1,42878.47,+73.23%,35084.61,17524.3,+100.21%,17.54,17.52,+0.10%,95.71,91.32,+4.81%,1203488.11,1195412.61,+0.68%,820629.95,830114.76,-1.14%,400000.0,400000.0,0.00%,-17141.84,-34702.15,-50.60%,0.1833,2.1434
CLI,Citizen Life Insurance Company Limited,Life Insurance,459.00,22.95 Ar,+0.59%,-1.29%,-7.83%,-4.77%,-0.90%,+39.36%,9.26,49.56,4.28,4983553.95,2715163.01,+83.55%,714117.31,377457.12,+89.19%,231529.47,131489.59,+76.08%,9.26,10.52,-11.96%,126.52,148.93,-15.04%,29884235.21,29607870.76,+0.93%,23558064.11,22161432.32,+6.30%,5000000.0,5000000.0,0.00%,356585.78,1156978.0,-69.18%,0.0732,3.7239
CMF2,Citizen Mutual Fund 2,Mutual Fund,9.90,55.44 Cr,-1.00%,-2.94%,-3.98%,0.00%,+8.91%,+38.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORBL,Corporate Development Bank,Development Bank,"2,407.00",12.64 Ar,+12.62%,+34.47%,+8.47%,+41.17%,+11.78%,+682.60%,4.93,488.2,17.73,100464.96,56890.47,+76.59%,35690.75,23452.16,+52.19%,12942.22,2914.53,+344.06%,4.93,2.22,+122.03%,135.79,136.54,-0.55%,2833321.96,2717727.0,+4.25%,2120416.89,2000899.94,+5.97%,525000.0,525000.0,0.00%,187905.07,191827.05,-2.04%,0.0363,2.9743
CREST,Crest Micro Life Insurance Limited,Life Insurance,"1,192.00",8.94 Ar,-0.58%,-3.47%,-15.46%,-20.27%,+52.12%,+258.28%,3.13,380.39,11.24,238898.99,111950.68,+113.40%,72452.91,35386.28,+104.75%,11751.21,5595.85,+110.00%,3.13,2.98,+5.00%,111.12,110.3,+0.74%,1203801.29,1143327.53,+5.29%,370387.39,316068.98,+17.19%,750000.0,750000.0,0.00%,45318.08,39839.82,+13.75%,0.0282,0.4444
CSY,Citizens Santulit Yojana,Mutual Fund,9.41,1.18 Ar,0.00%,-1.98%,-1.98%,+0.97%,+0.97%,+0.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,492.00",3.98 Ar,-1.71%,-3.74%,-9.47%,-6.75%,-6.32%,+407.80%,27.99,53.3,5.55,413406.82,185220.08,+123.20%,202863.06,75502.79,+168.68%,37289.69,-14573.82,-355.87%,27.99,-21.88,-227.93%,268.72,471.51,-43.01%,7272518.53,7369513.44,-1.32%,6556579.09,6678831.42,-1.83%,266424.39,266424.39,0.00%,449515.04,989794.07,-54.58%,0.1042,9.158
CZBIL,Citizen Bank International,Commercial Banks,208.00,30.72 Ar,+0.48%,-1.28%,-10.54%,+2.46%,+8.07%,-9.78%,4.63,44.94,1.39,7723863.53,4066326.62,+89.95%,3144546.13,1666263.49,+88.72%,358858.63,-220411.17,-262.81%,4.63,-5.97,-177.53%,149.79,153.3,-2.29%,245653491.7,246348568.2,-0.28%,222424797.5,223707044.5,-0.57%,15507463.61,14769012.97,+5.00%,7721230.59,7872510.67,-1.92%,0.0309,9.5754
DDBL,Deprosc Laghubitta,Microcredit,826.30,15.44 Ar,-0.92%,-1.75%,-8.19%,-2.59%,+16.31%,-14.50%,47.41,17.43,3.74,1816714.71,927017.52,+95.97%,1061025.57,533543.99,+98.86%,442910.64,202215.58,+119.03%,47.41,43.29,+9.51%,221.13,221.21,-0.04%,26063775.88,27135989.25,-3.95%,22932439.67,23003063.34,-0.31%,1868285.7,1868285.7,0.00%,2263050.51,2264640.21,-0.07%,0.2144,7.3235
DHEL,Daramkhola Hydro Energy Limited,Hydro Power,620.00,6.39 Ar,+0.08%,-2.36%,-12.06%,-16.20%,+40.14%,+40.14%,5.2,119.26,4.72,43642.08,0.0,0.00%,41935.29,0.0,0.00%,26785.44,35293.21,-24.11%,5.2,13.7,-62.05%,131.27,132.09,-0.63%,2986587.94,2886372.96,+3.47%,1633872.88,1525150.12,+7.13%,1030500.0,1030500.0,0.00%,322215.06,330722.84,-2.57%,0.0396,1.2078
DHPL,Dibyashwori Hydropower Ltd.,Hydro Power,300.10,79.23 Cr,-2.25%,-4.12%,-11.74%,-4.70%,-16.09%,+130.85%,7.51,39.94,45.31,58052.9,34963.0,+66.04%,55185.73,33151.0,+66.47%,9918.52,11555.0,-14.16%,7.51,17.51,-57.08%,6.62,7.77,-14.79%,758056.07,778457.0,-2.62%,740571.38,757938.0,-2.29%,264000.0,264000.0,0.00%,-246515.3,-243481.0,+1.25%,1.1344,42.3554
DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,Microcredit,"1,300.00",1.73 Ar,-0.69%,-0.08%,-8.45%,-6.04%,-14.58%,+623.43%,18.38,70.73,7.26,156689.12,73056.81,+114.48%,82442.49,34600.27,+138.27%,12231.48,2595.13,+371.32%,18.38,7.8,+135.66%,179.13,171.75,+4.29%,2494854.19,2641878.21,-5.57%,2256438.11,2413279.31,-6.50%,133100.0,133100.0,0.00%,105316.07,95498.9,+10.28%,0.1026,9.4643
DOLTI,Dolti Power Company Limited,Hydro Power,382.00,2.05 Ar,-1.77%,-14.92%,-25.83%,-27.24%,-40.72%,+33.05%,3.25,117.46,6.42,61992.36,47753.56,+29.82%,54792.82,43309.63,+26.51%,8723.69,19089.06,-54.30%,3.25,14.23,-77.15%,59.55,61.63,-3.38%,1051248.38,1085123.57,-3.12%,731794.4,754501.13,-3.01%,536486.0,536486.0,0.00%,-217032.02,-205863.56,+5.43%,0.0546,2.2908
DORDI,Dordi Khola Jal Bidyut Company Limited,Hydro Power,279.00,5.88 Ar,0.00%,-4.45%,-11.62%,-5.10%,-22.65%,+34.46%,0.69,404.08,2.65,137660.45,74601.02,+84.53%,121908.12,66027.95,+84.63%,7279.18,8937.89,-18.56%,0.69,1.7,-59.28%,105.22,105.35,-0.12%,3510413.62,3501940.07,+0.24%,1291786.99,1280688.73,+0.87%,2108520.8,2108520.8,0.00%,110105.82,112730.54,-2.33%,0.0066,0.5822
EBL,Everest Bank,Commercial Banks,693.60,89.78 Ar,+0.23%,-1.06%,-3.11%,+2.91%,+20.78%,+52.16%,30.86,22.48,2.95,10178072.0,5309342.0,+91.70%,4572942.0,2403897.0,+90.23%,2117118.0,1179274.0,+79.53%,30.86,36.44,-15.32%,235.04,255.69,-8.07%,374682513.0,376327699.0,-0.44%,342431460.0,343229653.0,-0.23%,13721376.0,12944694.0,+6.00%,18529679.0,20153353.0,-8.06%,0.1313,10.6177
EBLD85,10.50% Everest Bank Limited Debenture 2085,Bond,"1,140.00",2.28 Ar,-0.87%,+0.44%,-2.62%,-1.21%,+1.56%,+14.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLD86,8.5% Everest Bank Limited Debenture 2086,Bond,"1,077.50",92.32 Cr,-0.51%,+0.50%,-2.93%,-2.05%,+2.12%,+14.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLD91,Everest Bank Limited Debenture 2091,Bond,"1,067.00",0.00,-0.47%,-0.74%,-4.39%,-0.28%,+4.10%,+4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDBL,Excel Development Bank,Development Bank,581.79,7.27 Ar,+0.31%,-0.65%,-8.36%,-8.38%,-4.70%,+61.22%,14.17,41.06,3.27,568040.86,288436.91,+96.94%,268819.74,133331.24,+101.62%,88536.73,-89796.91,-198.60%,14.17,-28.74,-149.30%,177.95,155.37,+14.53%,19833614.6,18674147.27,+6.21%,17609825.16,16732518.88,+5.24%,1249694.47,1249694.47,0.00%,974094.97,691933.91,+40.78%,0.0796,7.9188
EHPL,Eastern Hydropower Limited,Hydro Power,390.00,2.42 Ar,-2.99%,-6.68%,-13.72%,-7.58%,-41.05%,+64.14%,9.91,39.37,5.01,89918.9,48268.4,+86.29%,83437.97,44762.24,+86.40%,30710.82,17936.45,+71.22%,9.91,11.57,-14.39%,77.86,75.81,+2.71%,1106949.99,1103767.77,+0.29%,624189.6,633742.96,-1.51%,620000.0,620000.0,0.00%,-137239.61,-149975.19,-8.49%,0.1273,1.293
ENL,Emerging Nepal Limited,Organized Fund,898.00,4.99 Ar,-0.22%,+2.86%,-7.71%,-9.48%,-25.34%,+218.10%,6.15,146.05,8.13,20292.62,513.66,"+3,850.59%",18641.74,-1501.87,"-1,341.23%",17080.73,-1894.32,"-1,001.68%",6.15,-1.36,-550.84%,110.46,108.52,+1.78%,655883.56,611043.45,+7.34%,42188.83,8096.1,+421.10%,555600.0,555600.0,0.00%,58094.73,47347.34,+22.70%,0.0557,0.0687
FMDBL,First Micro Finance Development Bank,Microcredit,800.30,10.76 Ar,-1.19%,-2.40%,-11.98%,-5.12%,+7.71%,+53.57%,10.47,76.42,6.24,200576.21,103271.27,+94.22%,97454.97,44841.81,+117.33%,70416.3,16840.53,+318.14%,10.47,5.01,+109.07%,128.31,132.54,-3.19%,5910806.41,5802112.17,+1.87%,4185174.24,4019557.44,+4.12%,1344871.32,1344871.32,0.00%,380760.84,437683.41,-13.01%,0.0816,2.4253
