Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,"1,007.00",2.52 Ar,+0.70%,-1.04%,-1.37%,-9.40%,+1.60%,+189.70%,57.04,17.65,6.34,518436.39,383655.61,+35.13%,311683.51,226058.78,+37.88%,142608.42,98498.19,+44.78%,57.04,52.53,+8.59%,158.75,157.84,+0.58%,3710635.02,3669983.76,+1.11%,3313759.69,3275378.55,+1.17%,250000.0,250000.0,0.00%,146875.33,144605.21,+1.57%,0.3593,8.3496
BANDIPUR,Bandipur Cablecar and Tourism Limited,Hotels,644.00,18.23 Ar,+0.31%,-1.98%,-11.05%,-22.96%,+105.42%,+105.42%,-1.96,-329.3,7.04,83771.74,60824.94,+37.73%,19737.47,16578.66,+19.05%,-55344.65,-41693.66,+32.74%,-1.96,-1.96,-0.45%,91.41,91.9,-0.52%,3880296.55,3886144.71,-0.15%,1293260.46,1285457.62,+0.61%,2829993.0,2829993.0,0.00%,-242956.9,-229305.91,+5.95%,-0.0214,0.4999
BARUN,Barun Hydropower,Hydro Power,307.00,3.29 Ar,-0.49%,-2.20%,-5.57%,-11.78%,-3.65%,+56.22%,2.08,147.48,2.84,109238.01,75366.95,+44.94%,90330.63,64651.07,+39.72%,23367.22,16953.84,+37.83%,2.08,2.01,+3.37%,108.19,107.72,+0.44%,1490067.88,1492110.72,-0.14%,275626.38,282969.3,-2.59%,1122532.43,1122532.43,0.00%,91909.07,86608.99,+6.12%,0.0192,0.227
BBC,Bishal Bazar,Trading,"4,082.00",163.69 Ar,+1.19%,+0.79%,-3.61%,-10.68%,-21.66%,-29.45%,3.67,1110.78,31.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDC,Bhugol Energy Development Company Limited,Hydro Power,286.00,1.56 Ar,+0.35%,-1.04%,-12.00%,-22.28%,-56.50%,+28.25%,-1.7,-168.62,6.18,62444.81,49435.88,+26.31%,57689.31,43175.89,+33.61%,-9227.59,-508.41,"+1,714.99%",-1.7,-0.12,"+1,261.24%",46.28,47.88,-3.35%,816359.85,839538.46,-2.76%,564567.99,579027.43,-2.50%,544053.4,544053.4,0.00%,-292261.54,-283542.36,+3.08%,-0.0367,2.2422
BFC,Best Finance,Finance,458.00,4.08 Ar,-0.41%,-0.37%,-8.98%,-3.58%,-2.58%,-6.64%,7.84,58.44,4.05,465121.73,364635.38,+27.56%,118404.88,103609.61,+14.28%,69778.87,58755.96,+18.76%,7.84,8.8,-10.93%,113.08,112.72,+0.32%,7513636.52,7451218.29,+0.84%,6506744.04,6447509.81,+0.92%,890424.24,890424.24,0.00%,116468.24,113284.24,+2.81%,0.0693,6.4622
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,477.00,2.84 Ar,-1.65%,-7.02%,-17.04%,-29.75%,-39.52%,+47.86%,9.01,52.96,4.21,154099.6,129217.98,+19.26%,129160.12,111273.45,+16.07%,61090.05,56770.3,+7.61%,9.01,11.16,-19.29%,113.3,112.67,+0.57%,985754.79,984465.12,+0.13%,217276.59,220306.68,-1.38%,678239.9,678239.9,0.00%,90238.3,85918.54,+5.03%,0.0795,0.2827
BHCL,Bikash Hydropower Company Limited,Hydro Power,540.00,4.91 Ar,-0.55%,-2.70%,+8.65%,-10.12%,+11.79%,+68.07%,10.81,49.95,4.8,190898.91,138139.74,+38.19%,176672.42,129024.14,+36.93%,98272.48,71083.1,+38.25%,10.81,10.43,+3.69%,112.53,109.64,+2.64%,1191612.62,1286599.94,-7.38%,168574.96,289902.24,-41.85%,909101.3,909101.3,0.00%,113936.36,87596.4,+30.07%,0.0961,0.1648
BHDC,Bindhyabasini Hydropower Development Company Limited,Hydro Power,414.30,4.68 Ar,+0.44%,-1.36%,-4.10%,-11.66%,-21.16%,+36.10%,11.79,35.15,3.5,455635.11,353104.81,+29.04%,444964.27,344876.58,+29.02%,139841.02,117655.74,+18.86%,11.79,13.22,-10.86%,118.32,117.43,+0.75%,3193230.87,2916602.47,+9.48%,1789666.98,1523491.11,+17.47%,1186290.0,1186290.0,0.00%,217273.89,206821.36,+5.05%,0.0996,1.2751
BHL,Balephi Hydropower Limited,Hydro Power,198.00,7.24 Ar,-0.50%,-0.85%,-7.00%,-10.89%,+3.90%,+87.77%,7.91,25.04,2.44,1153198.49,878539.64,+31.26%,1050128.23,806182.45,+30.26%,289106.76,235658.82,+22.68%,7.91,8.59,-7.99%,81.22,79.95,+1.60%,8803225.77,8669860.0,+1.54%,5833696.58,5746986.68,+1.51%,3655940.0,3655940.0,0.00%,-686410.81,-733066.68,-6.36%,0.0974,1.9645
BHPL,Barahi Hydropower Public Limited,Hydro Power,438.00,1.09 Ar,-0.23%,-4.37%,-8.56%,-17.36%,-41.50%,+104.96%,-0.3,-1475.34,8.75,28215.46,23794.39,+18.58%,26261.73,22135.8,+18.64%,-742.2,-1098.03,-32.41%,-0.3,-0.59,-49.30%,50.03,50.03,+0.01%,357326.73,371443.0,-3.80%,232244.29,246373.46,-5.73%,250000.0,250000.0,0.00%,-124917.56,-124930.46,-0.01%,-0.006,1.8567
BJHL,Bhujung Hydropower Limited,Hydro Power,647.90,6.48 Ar,+0.92%,-2.57%,-9.89%,-28.50%,+118.07%,+118.07%,-2.6,-249.27,7.28,170084.2,124093.86,+37.06%,131337.17,103377.24,+27.05%,-25992.36,-24428.84,+6.40%,-2.6,-3.26,-20.20%,88.95,88.82,+0.15%,1822133.29,1825403.01,-0.18%,932638.65,937231.49,-0.49%,1000000.0,1000000.0,0.00%,-110505.37,-111828.48,-1.18%,-0.0292,1.0485
BNHC,Buddha Bhumi Nepal Hydropower Company Limited,Hydro Power,259.50,1.04 Ar,+0.58%,-1.56%,-7.65%,-21.84%,-12.43%,+43.49%,1.49,174.04,2.59,185017.46,146421.73,+26.36%,172928.8,139149.85,+24.28%,11953.74,23342.85,-48.79%,1.49,7.53,-80.20%,100.38,81.58,+23.04%,1587996.25,1328961.06,+19.49%,783246.82,991779.96,-21.03%,801690.4,413304.4,+93.97%,3059.04,-76123.33,-104.02%,0.0148,0.9733
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,650.00",14.10 Ar,0.00%,+0.86%,+2.82%,0.00%,-0.34%,+20.40%,544.86,21.38,3.36,8838064.0,5651476.0,+56.39%,2814131.0,1648168.0,+70.74%,659281.0,277051.0,+137.96%,544.86,305.29,+78.47%,3470.17,3137.85,+10.59%,8157998.0,9517745.0,-14.29%,3959093.0,5720941.0,-30.80%,121000.0,121000.0,0.00%,4077905.0,3675804.0,+10.94%,0.157,0.9429
BPCL,Butwal Power,Hydro Power,633.60,21.60 Ar,-1.61%,-1.00%,-3.49%,-8.17%,-20.08%,+48.16%,9.84,64.39,2.92,801615.0,622704.0,+28.73%,359859.0,315933.0,+13.90%,335442.0,299317.0,+12.07%,9.84,11.71,-15.95%,216.97,214.84,+0.99%,7871053.0,7830268.0,+0.52%,474370.0,506359.0,-6.32%,3409065.0,3409065.0,0.00%,3987618.0,3914844.0,+1.86%,0.0454,0.0641
BUNGAL,Bungal Hydro Limited,Hydro Power,515.00,4.27 Ar,-0.77%,-5.14%,-13.43%,-29.64%,+54.84%,+54.84%,-3.84,-134.12,6.33,282478.45,236641.65,+19.37%,258035.75,225724.45,+14.31%,-31869.77,-4890.0,+551.73%,-3.84,-0.79,+388.80%,81.42,84.68,-3.85%,2975146.25,2994993.73,-0.66%,2299363.58,2292174.78,+0.31%,830000.0,830000.0,0.00%,-154217.33,-127181.06,+21.26%,-0.0472,3.4025
C30MF,Citizens Super 30 Mutual Fund,Mutual Fund,9.94,74.70 Cr,0.00%,+1.95%,-1.49%,-1.97%,+9.94%,+24.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,932.00,29.97 Ar,+0.16%,0.00%,-0.24%,+0.40%,+2.73%,+7.23%,35.91,25.95,3.71,6717349.51,4910866.13,+36.79%,3008419.12,2203023.14,+36.56%,1298965.54,906476.53,+43.30%,35.91,33.41,+7.47%,251.06,241.93,+3.77%,57662220.7,57174457.85,+0.85%,48580869.96,48423333.1,+0.33%,3617264.1,3617264.1,0.00%,5464086.64,5133860.65,+6.43%,0.143,5.3495
CBBLPO,Chhimek Laghubitta Bikas Bank Promoter,Microcredit,511.00,2.17 Ar,0.00%,0.00%,0.00%,0.00%,+30.51%,+51.74%,35.91,25.95,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBLD88,Civil Bank Debenture 2088,Bond,"1,160.59",0.00,+0.48%,+0.48%,-3.01%,-5.57%,+3.53%,+16.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFCL,Central Finance,Finance,598.40,5.68 Ar,-5.76%,+2.17%,-9.33%,+2.13%,+21.40%,+5.64%,13.44,44.52,4.9,639321.28,481029.84,+32.91%,219534.62,164584.16,+33.39%,127549.16,36938.26,+245.30%,13.44,5.19,+158.98%,122.15,114.62,+6.56%,9938698.52,9947036.36,-0.08%,8779690.09,8859417.86,-0.90%,948875.46,948875.46,0.00%,210132.98,138743.04,+51.45%,0.11,7.5752
CGH,Chandragiri Hills Limited,Hotels,767.00,11.77 Ar,-0.13%,-0.39%,-2.78%,-3.76%,-20.34%,-47.99%,5.12,149.77,7.24,806210.44,482935.97,+66.94%,377705.36,206591.78,+82.83%,82489.86,-9348.49,-982.39%,5.12,-0.77,-761.81%,105.9,100.2,+5.69%,4128613.36,3973672.1,+3.90%,2422779.49,2359712.57,+2.67%,1610795.55,1610795.55,0.00%,95038.33,3163.98,"+2,903.76%",0.0483,1.4203
CHCL,Chilime Hydropower,Hydro Power,370.20,32.51 Ar,-1.80%,-8.59%,-25.59%,-25.81%,-20.09%,-1.66%,7.59,48.76,2.99,1167632.06,823664.77,+41.76%,912434.69,669997.57,+36.18%,720059.19,456995.1,+57.56%,7.59,6.42,+18.17%,123.9,121.0,+2.40%,12186987.59,11918749.91,+2.25%,434753.42,441487.85,-1.53%,9484988.68,9484988.68,0.00%,2267245.51,1992273.37,+13.80%,0.0613,0.037
CHDC,CEDB Holdings Limited,Organized Fund,"2,179.00",22.54 Ar,+0.55%,-0.18%,-2.07%,-3.95%,-13.96%,+152.98%,61.12,35.65,8.11,650675.33,487109.4,+33.58%,646450.52,485493.27,+33.15%,632116.08,473558.98,+33.48%,61.12,61.05,+0.11%,268.77,257.36,+4.43%,2837755.72,2737370.7,+3.67%,58018.71,75660.01,-23.32%,1034237.06,1034237.06,0.00%,1745499.95,1627473.63,+7.25%,0.2274,0.0209
CHL,Chhyangdi Hydropower Ltd.,Hydro Power,250.00,1.93 Ar,+0.08%,-3.25%,-6.02%,-14.94%,+2.67%,-5.11%,1.72,145.29,2.97,176038.94,139439.13,+26.25%,137044.31,113211.18,+21.05%,13317.65,18885.66,-29.48%,1.72,3.25,-47.11%,84.29,85.09,-0.94%,1323949.36,1339147.05,-1.13%,671561.09,680579.26,-1.33%,773955.0,773955.0,0.00%,-121566.73,-115387.21,+5.36%,0.0204,1.0294
CIT,Citizen Investment Trust,Organized Fund,"1,719.90",111.48 Ar,+3.81%,+2.99%,-0.01%,-2.78%,-5.16%,+0.01%,19.84,86.69,6.0,2250080.0,1640775.0,+37.14%,2166548.0,1576186.0,+37.46%,1350310.0,986058.0,+36.94%,19.84,19.32,+2.71%,286.85,286.31,+0.19%,370279496.0,330588135.0,+12.01%,350757367.0,311102142.0,+12.75%,6805798.0,6805798.0,0.00%,12716331.0,12680193.0,+0.28%,0.0692,17.9672
CITY,City Hotel Limited,Hotels,340.00,5.69 Ar,-1.36%,-2.02%,-7.86%,-10.41%,-43.17%,+202.67%,-5.74,-59.19,3.54,531381.19,376023.98,+41.32%,120738.6,82570.44,+46.22%,-173090.73,-138746.75,+24.75%,-5.74,-6.14,-6.44%,96.13,97.28,-1.18%,5611543.89,5638745.48,-0.48%,2714975.51,2707528.39,+0.28%,3013200.0,3013200.0,0.00%,-116631.61,-81982.91,+42.26%,-0.0597,0.9373
CIZBD90,10% Citizens Bank Debenture 2090,Bond,"1,261.70",0.00,+3.00%,+3.00%,+6.03%,-0.41%,+12.30%,+23.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKHL,Chirkhwa Hydropower Limited,Hydro Power,615.00,2.46 Ar,+8.56%,+6.96%,+3.02%,-8.89%,-7.14%,+86.36%,13.25,46.41,6.14,131416.52,101166.26,+29.90%,112794.7,86984.79,+29.67%,53005.44,12903.52,+310.78%,13.25,4.3,+208.09%,100.19,90.17,+11.12%,1186204.23,1165152.16,+1.81%,785425.24,804475.1,-2.37%,400000.0,400000.0,0.00%,778.99,-39322.94,-101.98%,0.1322,1.9597
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORBL,Corporate Development Bank,Development Bank,896.00,4.70 Ar,+1.24%,-0.69%,-19.64%,-55.96%,-51.98%,+119.99%,9.54,93.89,6.41,206681.62,165458.11,+24.91%,73715.39,67729.64,+8.84%,50103.86,48263.02,+3.81%,9.54,12.26,-22.14%,139.73,139.27,+0.33%,3336160.32,3171872.35,+5.18%,2602553.41,2440709.93,+6.63%,525000.0,525000.0,0.00%,208606.91,206162.42,+1.19%,0.0683,3.5476
CREST,Crest Micro Life Insurance Limited,Life Insurance,"1,049.00",7.87 Ar,-0.10%,-2.34%,-12.22%,-18.05%,-10.14%,+215.30%,0.34,3114.09,10.88,487568.59,364247.85,+33.86%,154635.21,140768.42,+9.85%,2526.42,12102.54,-79.12%,0.34,2.15,-84.34%,105.09,111.17,-5.47%,1224711.83,1213688.85,+0.91%,436547.39,379923.62,+14.90%,750000.0,750000.0,0.00%,-27185.04,45630.77,-159.58%,0.0032,0.5539
CSY,Citizens Santulit Yojana,Mutual Fund,8.63,1.08 Ar,-0.12%,+1.53%,-7.20%,-7.20%,-7.40%,-7.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,599.90",4.26 Ar,+1.59%,-0.75%,+23.07%,+9.36%,-2.07%,+444.53%,110.66,14.46,4.47,869494.13,612195.4,+42.03%,455163.79,302010.29,+50.71%,294812.21,53430.92,+451.76%,110.66,26.74,+313.82%,357.75,269.54,+32.73%,7266015.04,7381634.53,-1.57%,6312882.64,6663519.02,-5.26%,266424.39,266424.39,0.00%,686707.99,451691.12,+52.03%,0.3093,6.6233
CZBIL,Citizen Bank International,Commercial Banks,198.80,29.36 Ar,+0.81%,+2.05%,-4.83%,-2.36%,+1.28%,-32.37%,13.53,14.69,1.24,15011949.88,11273333.93,+33.16%,6293653.95,4678859.98,+34.51%,2098603.03,1306461.35,+60.63%,13.53,11.23,+20.47%,160.51,155.99,+2.90%,268685134.6,248586906.4,+8.08%,243793487.8,224397126.6,+8.64%,15507463.61,15507463.61,0.00%,9384183.24,8682316.22,+8.08%,0.0843,9.7942
DDBL,Deprosc Laghubitta,Microcredit,831.00,15.53 Ar,-0.36%,-0.48%,-0.48%,-2.27%,+5.50%,-14.80%,48.15,17.26,3.66,3687342.44,2700875.2,+36.52%,2185676.22,1584308.54,+37.96%,989443.9,680132.17,+45.48%,48.15,44.13,+9.11%,226.87,212.26,+6.88%,29736626.33,28943198.11,+2.74%,25074267.69,24580959.4,+2.01%,2055114.27,2055114.27,0.00%,2607244.38,2307124.45,+13.01%,0.2122,5.378
DHEL,Daramkhola Hydro Energy Limited,Hydro Power,571.00,5.88 Ar,+0.74%,+1.24%,-1.89%,-11.34%,+29.07%,+29.07%,-9.88,-57.79,4.83,113974.06,86269.35,+32.11%,66336.63,81428.96,-18.53%,-101817.07,-33484.77,+204.07%,-9.88,-4.33,+128.05%,118.14,128.02,-7.72%,2885239.29,3042563.26,-5.17%,1667826.07,1723332.98,-3.22%,1030500.0,1030500.0,0.00%,186913.22,288730.29,-35.26%,-0.0836,1.37
DHPL,Dibyashwori Hydropower Ltd.,Hydro Power,264.00,69.70 Cr,-2.22%,-3.83%,-8.65%,-13.73%,-13.15%,-23.26%,5.51,47.88,31.5,104418.84,73575.81,+41.92%,99202.4,69700.98,+42.33%,14555.04,5784.5,+151.62%,5.51,2.92,+88.72%,8.38,5.06,+65.68%,754291.21,749320.27,+0.66%,732166.99,735966.6,-0.52%,264000.0,264000.0,0.00%,-241875.78,-250646.33,-3.50%,0.6575,33.0935
DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,Microcredit,993.00,1.32 Ar,+0.80%,-1.40%,-16.55%,-23.57%,-31.21%,+452.59%,15.72,63.17,6.59,295205.86,218679.35,+34.99%,151279.58,109749.18,+37.84%,20923.49,18255.5,+14.61%,15.72,18.29,-14.04%,150.57,148.7,+1.26%,2459132.93,2499598.51,-1.62%,2258719.24,2301681.01,-1.87%,133100.0,133100.0,0.00%,67313.68,64817.5,+3.85%,0.1044,11.2703
DOLTI,Dolti Power Company Limited,Hydro Power,282.00,1.51 Ar,-0.70%,-3.29%,-13.20%,-20.99%,-47.50%,-1.78%,0.87,325.24,4.71,102334.15,78041.7,+31.13%,96163.69,67725.5,+41.99%,4768.64,3337.32,+42.89%,0.87,0.83,+4.54%,59.87,58.54,+2.28%,1054550.84,1021663.34,+3.22%,725250.65,707595.73,+2.50%,549986.0,536486.0,+2.52%,-220685.82,-222418.39,-0.78%,0.0145,2.2024
DORDI,Dordi Khola Jal Bidyut Company Limited,Hydro Power,236.70,4.99 Ar,-0.96%,-2.19%,-7.14%,-14.24%,-5.50%,+14.07%,1.42,166.51,2.23,274553.1,205865.31,+33.37%,231428.81,176534.7,+31.10%,29972.81,13121.91,+128.42%,1.42,0.83,+71.31%,106.3,105.5,+0.76%,4284849.38,3732157.23,+14.81%,2043529.13,1507687.87,+35.54%,2108520.8,2108520.8,0.00%,132799.46,115948.56,+14.53%,0.0134,0.9118
EBL,Everest Bank,Commercial Banks,716.10,92.70 Ar,+0.15%,-1.84%,-1.90%,+0.93%,+3.13%,+68.09%,36.95,19.38,2.79,20102585.0,15016560.0,+33.87%,9190459.0,6833470.0,+34.49%,5069936.0,3329316.0,+52.28%,36.95,32.35,+14.21%,256.47,244.27,+5.00%,383758236.0,378693500.0,+1.34%,348566353.0,345176279.0,+0.98%,13721376.0,13721376.0,0.00%,21470507.0,19795848.0,+8.46%,0.1441,9.9047
EBLD85,10.50% Everest Bank Limited Debenture 2085,Bond,"1,122.70",2.25 Ar,+3.00%,+1.14%,-0.83%,-3.22%,-3.60%,+12.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLD91,Everest Bank Limited Debenture 2091,Bond,"1,133.00",0.00,+3.00%,+6.79%,+6.89%,+5.28%,+9.93%,+10.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLEB89,"Everest Bank Limited Energy Bond, 2089",Bond,"1,067.00",79.69 Cr,0.00%,0.00%,0.00%,-1.20%,+6.38%,+5.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,Everest Colour Limited,Manufacturing And Processing,"1,282.00",3.85 Ar,-0.93%,-8.43%,-14.85%,+295.80%,+295.80%,+295.80%,7.38,173.79,10.99,173049.77,0.0,0.00%,91665.34,0.0,0.00%,22130.08,0.0,0.00%,7.38,0.0,0.00%,116.63,0.0,0.00%,414972.79,0.0,0.00%,65072.26,0.0,0.00%,300000.0,0.0,0.00%,49900.53,0.0,0.00%,0.0633,0.186
EDBL,Excel Development Bank,Development Bank,570.00,7.12 Ar,-0.87%,+0.71%,-2.23%,-4.10%,-8.59%,-8.83%,24.76,23.02,3.2,1213900.1,850279.46,+42.76%,648818.33,415551.76,+56.13%,309400.75,155717.28,+98.69%,24.76,16.61,+49.02%,177.85,184.0,-3.34%,21329580.33,20206851.22,+5.56%,19106959.95,17907363.19,+6.70%,1249694.47,1249694.47,0.00%,972925.91,1049793.56,-7.32%,0.1392,8.5966
EHPL,Eastern Hydropower Limited,Hydro Power,312.00,1.93 Ar,+1.86%,-0.61%,-9.90%,-20.43%,-42.12%,+31.31%,3.39,91.97,4.09,146820.58,118457.97,+23.94%,126404.28,107884.4,+17.17%,21033.37,29857.25,-29.55%,3.39,6.42,-47.17%,76.3,77.73,-1.83%,1079472.12,1095460.23,-1.46%,606389.17,613553.42,-1.17%,620000.0,620000.0,0.00%,-146917.06,-138093.18,+6.39%,0.0444,1.2818
