Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
BBC,Bishal Bazar,Trading,"4,795.00",192.28 Ar,-0.08%,-0.33%,-1.23%,-0.02%,-19.88%,-20.42%,3.67,1304.8,37.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEDC,Bhugol Energy Development Company Limited,Hydro Power,360.00,1.96 Ar,+1.49%,-3.06%,-20.29%,-34.31%,-50.41%,+59.06%,1.08,332.4,7.42,40809.28,30713.0,+32.87%,36418.58,28222.11,+29.04%,2946.17,10394.84,-71.66%,1.08,7.64,-85.83%,48.52,50.07,-3.09%,841642.09,863446.33,-2.53%,577676.47,591057.86,-2.26%,544053.4,544053.4,0.00%,-280087.78,-271664.93,+3.10%,0.0223,2.1885
BFC,Best Finance,Finance,454.00,4.04 Ar,+0.89%,+0.22%,-3.00%,-7.22%,-10.40%,+151.40%,8.8,51.6,4.03,364635.38,253264.33,+43.97%,103609.61,71208.9,+45.50%,58755.96,17485.62,+236.02%,8.8,3.93,+124.02%,112.72,107.3,+5.06%,7451218.29,7303826.25,+2.02%,6447509.81,6348434.2,+1.56%,890424.24,890424.24,0.00%,113284.24,64967.81,+74.37%,0.0781,6.4237
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,657.00,3.91 Ar,+2.98%,-9.50%,-11.39%,-17.78%,-25.61%,+97.77%,11.16,58.87,5.83,129217.98,81556.36,+58.44%,111273.45,69327.13,+60.50%,56770.3,31259.34,+81.61%,11.16,9.22,+21.07%,112.67,108.91,+3.45%,984465.12,963658.98,+2.16%,220306.68,225011.5,-2.09%,678239.9,678239.9,0.00%,85918.54,60407.58,+42.23%,0.0991,0.2883
BHCL,Bikash Hydropower Company Limited,Hydro Power,515.00,4.68 Ar,+3.50%,-4.12%,-5.95%,-17.07%,+54.87%,+54.87%,11.05,46.62,4.8,96288.99,41572.31,+131.62%,89638.03,38188.74,+134.72%,50215.78,17754.48,+182.83%,11.05,7.81,+41.42%,107.34,103.77,+3.44%,1275261.65,1241080.55,+2.75%,299431.27,297711.47,+0.58%,909101.3,909101.3,0.00%,66729.08,34267.78,+94.73%,0.1029,0.3068
BHDC,Bindhyabasini Hydropower Development Company Limited,Hydro Power,464.00,5.24 Ar,+0.89%,+1.05%,-0.67%,-7.46%,-9.16%,+51.08%,13.22,35.09,3.95,353104.81,277648.56,+27.18%,344876.58,271316.3,+27.11%,117655.74,112045.57,+5.01%,13.22,19.83,-33.33%,117.43,123.0,-4.53%,2916602.47,2951876.43,-1.19%,1523491.11,1562172.83,-2.48%,1186290.0,1129800.0,+5.00%,206821.36,259902.52,-20.42%,0.1126,1.0936
BHL,Balephi Hydropower Limited,Hydro Power,219.50,8.02 Ar,+1.39%,-0.51%,-2.52%,+5.82%,-3.57%,+105.31%,12.48,17.59,2.71,637244.6,347858.38,+83.19%,582183.75,323991.09,+79.69%,228148.23,124475.36,+83.29%,12.48,13.62,-8.36%,80.85,78.02,+3.63%,8682443.29,8657035.48,+0.29%,5726577.62,5804842.69,-1.35%,3655940.0,3655940.0,0.00%,-700074.34,-803747.21,-12.90%,0.1544,1.9374
BHPL,Barahi Hydropower Public Limited,Hydro Power,520.00,1.30 Ar,+0.58%,-0.62%,-5.69%,-11.17%,-49.81%,+141.93%,-0.59,-887.95,10.39,23794.39,20646.36,+15.25%,22135.8,20170.33,+9.74%,-1098.03,2329.91,-147.13%,-0.59,1.86,-131.42%,50.03,51.12,-2.15%,371443.0,368206.23,+0.88%,246373.46,240394.61,+2.49%,250000.0,250000.0,0.00%,-124930.46,-122188.38,+2.24%,-0.0118,1.9699
BJHL,Bhujung Hydropower Limited,Hydro Power,"1,010.00",10.10 Ar,+3.27%,-5.51%,+4.97%,+229.18%,+229.18%,+229.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNHC,Buddha Bhumi Nepal Hydropower Company Limited,Hydro Power,322.00,1.29 Ar,+1.58%,-3.21%,-9.04%,-2.16%,+2.22%,+75.28%,9.91,32.49,3.98,105054.18,50819.91,+106.72%,100419.33,49395.44,+103.30%,20481.43,7518.32,+172.42%,9.91,7.28,+36.21%,80.89,77.35,+4.57%,1356978.8,1350587.42,+0.47%,1022646.49,1030876.55,-0.80%,413304.4,413304.4,0.00%,-78972.09,-93593.53,-15.62%,0.1225,3.0588
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,460.00",13.87 Ar,-2.01%,+0.73%,-0.04%,-2.08%,-8.28%,+31.31%,223.96,51.17,3.79,3425609.0,2622779.0,+30.61%,1010445.0,933024.0,+8.30%,135494.0,273853.0,-50.52%,223.96,905.3,-75.26%,3021.55,3141.86,-3.83%,8275076.0,9532726.0,-13.19%,4619004.0,5731081.0,-19.40%,121000.0,121000.0,0.00%,3535072.0,3680645.0,-3.96%,0.0741,1.2634
BOKD86,8.5% BOK Debenture 2086,Bond,"1,070.80",1.71 Ar,-0.05%,-0.90%,-1.72%,-1.35%,-1.90%,+7.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,Butwal Power,Hydro Power,670.00,22.84 Ar,+2.10%,-1.77%,-6.12%,-11.68%,+23.87%,+98.29%,13.22,50.67,3.15,464044.0,241214.0,+92.38%,258096.0,134450.0,+91.96%,225380.0,84802.0,+165.77%,13.22,9.95,+32.89%,212.95,215.04,-0.97%,8014872.0,8336439.0,-3.86%,755132.0,1005514.0,-24.90%,3409065.0,3409065.0,0.00%,3850675.0,3921860.0,-1.82%,0.0621,0.104
BUNGAL,Bungal Hydro Limited,Hydro Power,569.10,4.72 Ar,+1.26%,-1.58%,-3.77%,-18.76%,+68.97%,+68.97%,6.68,85.14,6.42,185259.57,112477.35,+64.71%,176478.54,108210.83,+63.09%,27739.36,29017.11,-4.40%,6.68,13.98,-52.20%,88.61,89.74,-1.26%,3047693.57,3100665.94,-1.71%,2312245.26,2355821.4,-1.85%,830000.0,830000.0,0.00%,-94551.7,-85155.47,+11.03%,0.0754,3.144
C30MF,Citizens Super 30 Mutual Fund,Mutual Fund,10.06,75.52 Cr,+2.97%,-2.98%,-1.51%,-1.31%,+11.28%,+22.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,900.00,28.94 Ar,0.00%,-0.33%,-2.17%,-3.85%,+20.37%,+4.90%,33.41,26.94,3.72,4910866.13,3247112.4,+51.24%,2203023.14,1459951.04,+50.90%,906476.53,576096.5,+57.35%,33.41,31.85,+4.90%,241.93,233.66,+3.54%,57174457.85,54912940.55,+4.12%,48423333.1,46460994.26,+4.22%,3617264.1,3617264.1,0.00%,5133860.65,4834682.19,+6.19%,0.1381,5.5334
CFCL,Central Finance,Finance,499.00,4.73 Ar,+2.46%,-1.22%,-5.25%,-13.96%,-11.56%,+143.89%,5.19,96.14,4.35,481029.84,318245.75,+51.15%,164584.16,102505.2,+60.56%,36938.26,39191.3,-5.75%,5.19,8.26,-37.17%,114.62,113.65,+0.85%,9947036.36,9561730.99,+4.03%,8859417.86,8483312.93,+4.43%,948875.46,948875.46,0.00%,138743.04,129542.6,+7.10%,0.0453,8.1457
CGH,Chandragiri Hills Limited,Hotels,803.00,12.32 Ar,-0.05%,-0.51%,-2.74%,-6.57%,-2.07%,-53.89%,-6.13,-130.99,7.79,269643.56,148996.63,+80.97%,105978.86,50933.28,+108.07%,-47020.56,-12431.73,+278.23%,-6.13,-3.24,+89.11%,103.02,106.8,-3.55%,3929666.72,3748301.63,+4.84%,2349306.18,2109838.33,+11.35%,1534091.0,1534091.0,0.00%,46269.54,104372.3,-55.67%,-0.0595,1.4866
CHCL,Chilime Hydropower,Hydro Power,474.00,41.63 Ar,+0.85%,-1.78%,-3.27%,0.00%,-2.00%,+18.72%,6.42,73.78,3.92,823664.77,636581.19,+29.39%,669997.57,489839.15,+36.78%,456995.1,398059.37,+14.81%,6.42,8.39,-23.46%,121.0,120.86,+0.12%,11918749.91,12237700.45,-2.61%,441487.85,773985.79,-42.96%,9484988.68,9484988.68,0.00%,1992273.37,1978725.99,+0.68%,0.0531,0.0385
CHDC,CEDB Holdings Limited,Organized Fund,"2,299.00",23.78 Ar,+4.02%,-2.24%,-6.70%,-7.75%,-14.38%,+496.31%,61.03,37.67,9.54,325803.01,160927.48,+102.45%,323873.81,158278.29,+104.62%,315605.0,156563.73,+101.58%,61.03,60.55,+0.79%,240.87,208.39,+15.59%,2558641.75,2165007.42,+18.18%,67489.7,9766.24,+591.05%,1034237.06,1034237.06,0.00%,1456914.99,1121004.12,+29.97%,0.2534,0.0271
CHL,Chhyangdi Hydropower Ltd.,Hydro Power,290.00,2.24 Ar,+2.11%,+0.35%,-0.98%,-3.73%,+1.60%,+44.78%,6.03,48.12,3.39,108535.62,57700.82,+88.10%,92726.75,49246.52,+88.29%,23323.76,19207.03,+21.43%,6.03,9.93,-39.28%,85.59,85.16,+0.50%,1353155.19,1366572.42,-0.98%,690760.81,707442.72,-2.36%,773955.0,773955.0,0.00%,-111560.62,-114825.3,-2.84%,0.0705,1.0428
CIT,Citizen Investment Trust,Organized Fund,"1,770.00",114.73 Ar,+0.57%,-0.34%,-1.12%,0.00%,-3.69%,+5.49%,19.32,91.62,6.18,1640775.0,1069348.0,+53.44%,1576186.0,1005491.0,+56.76%,986058.0,665324.0,+48.21%,19.32,19.55,-1.20%,286.31,280.46,+2.09%,330588135.0,319504429.0,+3.47%,311102142.0,300416869.0,+3.56%,6805798.0,6805798.0,0.00%,12680193.0,12281761.0,+3.24%,0.0675,15.9654
CITY,City Hotel Limited,Hotels,424.00,7.10 Ar,+0.93%,-6.23%,-11.00%,-14.77%,-18.47%,+273.98%,-6.7,-63.29,4.3,243925.91,115535.89,+111.13%,53695.62,24284.01,+121.12%,-100938.26,-55652.16,+81.37%,-6.7,-13.3,-49.62%,98.53,135.99,-27.54%,5684006.02,5908122.77,-3.79%,2714980.43,3631721.29,-25.24%,3013200.0,1674000.0,+80.00%,-44174.42,602401.47,-107.33%,-0.068,0.9144
CIZBD90,10% Citizens Bank Debenture 2090,Bond,"1,265.00",0.00,-1.01%,0.00%,+5.09%,+1.10%,+12.89%,+25.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKHL,Chirkhwa Hydropower Limited,Hydro Power,675.00,2.70 Ar,-1.17%,-2.29%,+2.25%,-9.05%,+0.57%,+106.97%,17.54,38.48,7.05,82538.76,47273.92,+74.60%,74277.1,42878.47,+73.23%,35084.61,17524.3,+100.21%,17.54,17.52,+0.10%,95.71,91.32,+4.81%,1203488.11,1195412.61,+0.68%,820629.95,830114.76,-1.14%,400000.0,400000.0,0.00%,-17141.84,-34702.15,-50.60%,0.1833,2.1434
CLI,Citizen Life Insurance Company Limited,Life Insurance,456.00,22.80 Ar,+0.88%,-0.13%,-3.00%,-4.20%,-2.49%,+37.24%,9.26,49.24,4.26,4983553.95,2715163.01,+83.55%,714117.31,377457.12,+89.19%,231529.47,131489.59,+76.08%,9.26,10.52,-11.96%,126.52,148.93,-15.04%,29884235.21,29607870.76,+0.93%,23558064.11,22161432.32,+6.30%,5000000.0,5000000.0,0.00%,356585.78,1156978.0,-69.18%,0.0732,3.7239
CMF2,Citizen Mutual Fund 2,Mutual Fund,10.00,56.00 Cr,+2.04%,0.00%,-3.07%,-2.49%,+11.43%,+34.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORBL,Corporate Development Bank,Development Bank,"2,035.90",10.69 Ar,+1.80%,-16.67%,+10.78%,+13.06%,-8.31%,+536.10%,12.26,166.1,14.62,165458.11,100464.96,+64.69%,67729.64,35690.75,+89.77%,48263.02,12942.22,+272.91%,12.26,4.93,+148.61%,139.27,135.79,+2.56%,3171872.35,2833321.96,+11.95%,2440709.93,2120416.89,+15.11%,525000.0,525000.0,0.00%,206162.42,187905.07,+9.72%,0.088,3.3381
CREST,Crest Micro Life Insurance Limited,Life Insurance,"1,081.50",8.11 Ar,+0.72%,-3.44%,-13.75%,-27.88%,-36.05%,+222.75%,3.13,345.12,10.2,238898.99,111950.68,+113.40%,72452.91,35386.28,+104.75%,11751.21,5595.85,+110.00%,3.13,2.98,+5.00%,111.12,110.3,+0.74%,1203801.29,1143327.53,+5.29%,370387.39,316068.98,+17.19%,750000.0,750000.0,0.00%,45318.08,39839.82,+13.75%,0.0282,0.4444
CSY,Citizens Santulit Yojana,Mutual Fund,9.35,1.17 Ar,-0.64%,+0.97%,-0.11%,+0.97%,+0.97%,+0.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,470.00",3.92 Ar,+0.89%,-2.21%,-5.39%,-8.02%,-11.55%,+395.89%,26.74,54.97,5.45,612195.4,413406.82,+48.09%,302010.29,202863.06,+48.87%,53430.92,37289.69,+43.29%,26.74,27.99,-4.48%,269.54,268.72,+0.30%,7381634.53,7272518.53,+1.50%,6663519.02,6556579.09,+1.63%,266424.39,266424.39,0.00%,451691.12,449515.04,+0.48%,0.0992,9.2792
CZBIL,Citizen Bank International,Commercial Banks,207.50,30.65 Ar,+2.67%,-1.17%,-2.84%,+4.77%,+2.62%,-13.18%,11.23,18.47,1.33,11273333.93,7723863.53,+45.95%,4678859.98,3144546.13,+48.79%,1306461.35,358858.63,+264.06%,11.23,4.63,+142.71%,155.99,149.79,+4.14%,248586906.4,245653491.7,+1.19%,224397126.6,222424797.5,+0.89%,15507463.61,15507463.61,0.00%,8682316.22,7721230.59,+12.45%,0.072,9.2765
DDBL,Deprosc Laghubitta,Microcredit,848.00,15.84 Ar,+0.01%,+2.28%,+1.04%,+0.22%,+19.93%,-14.35%,44.13,19.22,4.0,2700875.2,1816714.71,+48.67%,1584308.54,1061025.57,+49.32%,680132.17,442910.64,+53.56%,44.13,47.41,-6.93%,212.26,221.13,-4.01%,28943198.11,26063775.88,+11.05%,24580959.4,22932439.67,+7.19%,2055114.27,1868285.7,+10.00%,2307124.45,2263050.51,+1.95%,0.2079,5.6349
DHEL,Daramkhola Hydro Energy Limited,Hydro Power,599.00,6.17 Ar,+3.06%,-3.02%,-5.34%,-22.51%,+31.37%,+31.37%,5.2,115.22,4.56,43642.08,0.0,0.00%,41935.29,0.0,0.00%,26785.44,35293.21,-24.11%,5.2,13.7,-62.05%,131.27,132.09,-0.63%,2986587.94,2886372.96,+3.47%,1633872.88,1525150.12,+7.13%,1030500.0,1030500.0,0.00%,322215.06,330722.84,-2.57%,0.0396,1.2078
DHPL,Dibyashwori Hydropower Ltd.,Hydro Power,297.00,78.41 Cr,+1.37%,-2.33%,-4.56%,-8.12%,-17.38%,+89.03%,2.92,101.66,58.72,73575.81,58052.9,+26.74%,69700.98,55185.73,+26.30%,5784.5,9918.52,-41.68%,2.92,7.51,-61.12%,5.06,6.62,-23.63%,749320.27,758056.07,-1.15%,735966.6,740571.38,-0.62%,264000.0,264000.0,0.00%,-250646.33,-246515.3,+1.68%,0.5771,55.1134
DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,Microcredit,"1,319.00",1.76 Ar,+3.19%,-0.91%,-1.30%,-3.89%,-14.77%,+611.30%,18.29,72.13,8.87,218679.35,156689.12,+39.56%,109749.18,82442.49,+33.12%,18255.5,12231.48,+49.25%,18.29,18.38,-0.50%,148.7,179.13,-16.99%,2499598.51,2494854.19,+0.19%,2301681.01,2256438.11,+2.01%,133100.0,133100.0,0.00%,64817.5,105316.07,-38.45%,0.123,11.6295
DOLTI,Dolti Power Company Limited,Hydro Power,332.00,1.78 Ar,-1.45%,-7.45%,-26.60%,-35.95%,-44.52%,+17.35%,3.25,102.09,5.58,61992.36,47753.56,+29.82%,54792.82,43309.63,+26.51%,8723.69,19089.06,-54.30%,3.25,14.23,-77.15%,59.55,61.63,-3.38%,1051248.38,1085123.57,-3.12%,731794.4,754501.13,-3.01%,536486.0,536486.0,0.00%,-217032.02,-205863.56,+5.43%,0.0546,2.2908
DORDI,Dordi Khola Jal Bidyut Company Limited,Hydro Power,269.20,5.68 Ar,+1.01%,-3.79%,-6.82%,-9.97%,-37.11%,+28.43%,0.69,389.89,2.56,137660.45,74601.02,+84.53%,121908.12,66027.95,+84.63%,7279.18,8937.89,-18.56%,0.69,1.7,-59.28%,105.22,105.35,-0.12%,3510413.62,3501940.07,+0.24%,1291786.99,1280688.73,+0.87%,2108520.8,2108520.8,0.00%,110105.82,112730.54,-2.33%,0.0066,0.5822
EBL,Everest Bank,Commercial Banks,702.10,90.88 Ar,+0.16%,+0.57%,+0.86%,+4.63%,+21.74%,+58.87%,32.35,21.7,2.87,15016560.0,10178072.0,+47.54%,6833470.0,4572942.0,+49.43%,3329316.0,2117118.0,+57.26%,32.35,30.86,+4.84%,244.27,235.04,+3.93%,378693500.0,374682513.0,+1.07%,345176279.0,342431460.0,+0.80%,13721376.0,13721376.0,0.00%,19795848.0,18529679.0,+6.83%,0.1324,10.2985
EBLD91,Everest Bank Limited Debenture 2091,Bond,"1,062.00",0.00,-1.76%,+2.36%,+0.09%,-0.92%,+5.46%,+5.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDBL,Excel Development Bank,Development Bank,576.40,7.20 Ar,+0.77%,-0.99%,-0.71%,-4.11%,-3.05%,+58.51%,16.61,34.69,3.13,850279.46,568040.86,+49.69%,415551.76,268819.74,+54.58%,155717.28,88536.73,+75.88%,16.61,14.17,+17.25%,184.0,177.95,+3.40%,20206851.22,19833614.6,+1.88%,17907363.19,17609825.16,+1.69%,1249694.47,1249694.47,0.00%,1049793.56,974094.97,+7.77%,0.0903,7.7875
EHPL,Eastern Hydropower Limited,Hydro Power,384.00,2.38 Ar,0.00%,-1.89%,-6.41%,-10.70%,-39.36%,+61.62%,9.91,38.76,4.93,89918.9,48268.4,+86.29%,83437.97,44762.24,+86.40%,30710.82,17936.45,+71.22%,9.91,11.57,-14.39%,77.86,75.81,+2.71%,1106949.99,1103767.77,+0.29%,624189.6,633742.96,-1.51%,620000.0,620000.0,0.00%,-137239.61,-149975.19,-8.49%,0.1273,1.293
ENL,Emerging Nepal Limited,Organized Fund,885.00,4.92 Ar,-0.45%,-1.20%,+1.72%,-5.43%,-21.76%,+214.91%,6.15,143.94,8.01,20292.62,513.66,"+3,850.59%",18641.74,-1501.87,"-1,341.23%",17080.73,-1894.32,"-1,001.68%",6.15,-1.36,-550.84%,110.46,108.52,+1.78%,655883.56,611043.45,+7.34%,42188.83,8096.1,+421.10%,555600.0,555600.0,0.00%,58094.73,47347.34,+22.70%,0.0557,0.0687
FMDBL,First Micro Finance Development Bank,Microcredit,804.80,10.82 Ar,+0.60%,+0.63%,-1.11%,+0.76%,+5.45%,+53.51%,11.27,71.39,6.12,309881.65,200576.21,+54.50%,168563.19,97454.97,+72.97%,113712.97,70416.3,+61.49%,11.27,10.47,+7.66%,131.53,128.31,+2.51%,5776215.4,5910806.41,-2.28%,4007322.23,4185174.24,-4.25%,1344871.32,1344871.32,0.00%,424021.85,380760.84,+11.36%,0.0857,2.2654
FOWAD,Forward Community Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,100.00",13.16 Ar,-2.47%,+2.91%,+1.61%,+4.92%,+4.28%,-24.47%,31.98,34.4,4.69,1437582.46,707666.54,+103.14%,719338.2,333955.37,+115.40%,191235.42,57153.55,+234.60%,31.98,19.12,+67.30%,234.69,271.79,-13.65%,22950518.41,22421067.17,+2.36%,20143743.79,19170597.3,+5.08%,1195953.71,1195953.71,0.00%,1610820.9,2054516.16,-21.60%,0.1363,7.1768
