Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,625.00",14.07 Ar,-2.30%,+2.49%,+3.01%,+0.03%,-5.29%,+9.58%,544.86,21.34,3.35,8838064.0,5651476.0,+56.39%,2814131.0,1648168.0,+70.74%,659281.0,277051.0,+137.96%,544.86,305.29,+78.47%,3470.17,3137.85,+10.59%,8157998.0,9517745.0,-14.29%,3959093.0,5720941.0,-30.80%,121000.0,121000.0,0.00%,4077905.0,3675804.0,+10.94%,0.157,0.9429
BPCL,Butwal Power,Hydro Power,644.90,21.99 Ar,-0.63%,-0.61%,+0.17%,-2.13%,-23.14%,+30.95%,9.84,65.54,2.97,801615.0,622704.0,+28.73%,359859.0,315933.0,+13.90%,335442.0,299317.0,+12.07%,9.84,11.71,-15.95%,216.97,214.84,+0.99%,7871053.0,7830268.0,+0.52%,474370.0,506359.0,-6.32%,3409065.0,3409065.0,0.00%,3987618.0,3914844.0,+1.86%,0.0454,0.0641
BUNGAL,Bungal Hydro Limited,Hydro Power,580.10,4.81 Ar,-0.84%,-0.02%,+1.74%,+0.52%,+75.89%,+75.89%,-3.84,-151.08,7.12,282478.45,236641.65,+19.37%,258035.75,225724.45,+14.31%,-31869.77,-4890.0,+551.73%,-3.84,-0.79,+388.80%,81.42,84.68,-3.85%,2975146.25,2994993.73,-0.66%,2299363.58,2292174.78,+0.31%,830000.0,830000.0,0.00%,-154217.33,-127181.06,+21.26%,-0.0472,3.4025
C30MF,Citizens Super 30 Mutual Fund,Mutual Fund,10.02,75.30 Cr,+0.20%,+1.01%,+0.70%,-0.99%,+11.42%,+25.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,933.50,30.02 Ar,-0.16%,+0.55%,+2.75%,+1.74%,+1.59%,+0.25%,33.41,27.94,3.86,4910866.13,3247112.4,+51.24%,2203023.14,1459951.04,+50.90%,906476.53,576096.5,+57.35%,33.41,31.85,+4.90%,241.93,233.66,+3.54%,57174457.85,54912940.55,+4.12%,48423333.1,46460994.26,+4.22%,3617264.1,3617264.1,0.00%,5133860.65,4834682.19,+6.19%,0.1381,5.5334
CFCL,Central Finance,Finance,639.00,6.06 Ar,-1.08%,-4.30%,+7.65%,+29.72%,+23.28%,+9.16%,5.19,123.11,5.57,481029.84,318245.75,+51.15%,164584.16,102505.2,+60.56%,36938.26,39191.3,-5.75%,5.19,8.26,-37.17%,114.62,113.65,+0.85%,9947036.36,9561730.99,+4.03%,8859417.86,8483312.93,+4.43%,948875.46,948875.46,0.00%,138743.04,129542.6,+7.10%,0.0453,8.1457
CGH,Chandragiri Hills Limited,Hotels,777.70,11.93 Ar,-0.89%,+0.82%,+3.25%,-2.27%,-15.85%,-45.41%,-0.77,-1005.01,7.76,482935.97,269643.56,+79.10%,206591.78,105978.86,+94.94%,-9348.49,-47020.56,-80.12%,-0.77,-6.13,-87.38%,100.2,103.02,-2.74%,3973672.1,3929666.72,+1.12%,2359712.57,2349306.18,+0.44%,1610795.55,1534091.0,+5.00%,3163.98,46269.54,-93.16%,-0.0077,1.4621
CHCL,Chilime Hydropower,Hydro Power,478.90,42.06 Ar,-0.66%,-2.01%,+1.28%,+1.28%,+0.96%,+8.99%,7.59,63.08,3.87,1167632.06,823664.77,+41.76%,912434.69,669997.57,+36.18%,720059.19,456995.1,+57.56%,7.59,6.42,+18.17%,123.9,121.0,+2.40%,12186987.59,11918749.91,+2.25%,434753.42,441487.85,-1.53%,9484988.68,9484988.68,0.00%,2267245.51,1992273.37,+13.80%,0.0613,0.037
CHDC,,,"2,228.00",23.04 Ar,+0.13%,+0.32%,+7.49%,-2.50%,-16.28%,+166.35%,61.12,36.45,8.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,Chhyangdi Hydropower Ltd.,Hydro Power,269.00,2.08 Ar,-1.10%,+0.74%,+7.51%,-6.21%,-9.63%,-10.93%,1.72,156.33,3.19,176038.94,139439.13,+26.25%,137044.31,113211.18,+21.05%,13317.65,18885.66,-29.48%,1.72,3.25,-47.11%,84.29,85.09,-0.94%,1323949.36,1339147.05,-1.13%,671561.09,680579.26,-1.33%,773955.0,773955.0,0.00%,-121566.73,-115387.21,+5.36%,0.0204,1.0294
CIT,Citizen Investment Trust,Organized Fund,"1,700.00",110.19 Ar,-0.79%,+0.21%,+2.30%,-2.97%,-7.05%,-11.86%,19.84,85.68,5.93,2250080.0,1640775.0,+37.14%,2166548.0,1576186.0,+37.46%,1350310.0,986058.0,+36.94%,19.84,19.32,+2.71%,286.85,286.31,+0.19%,370279496.0,330588135.0,+12.01%,350757367.0,311102142.0,+12.75%,6805798.0,6805798.0,0.00%,12716331.0,12680193.0,+0.28%,0.0692,17.9672
CITY,,,365.00,6.11 Ar,-1.43%,-0.99%,+7.33%,-9.02%,-40.12%,+229.64%,-5.74,-63.54,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKHL,Chirkhwa Hydropower Limited,Hydro Power,600.60,2.40 Ar,-1.54%,+5.50%,+13.17%,-5.72%,-8.60%,+84.85%,4.3,139.64,6.66,101166.26,82538.76,+22.57%,86984.79,74277.1,+17.11%,12903.52,35084.61,-63.22%,4.3,17.54,-75.48%,90.17,95.71,-5.79%,1165152.16,1203488.11,-3.19%,804475.1,820629.95,-1.97%,400000.0,400000.0,0.00%,-39322.94,-17141.84,+129.40%,0.0477,2.2305
CLI,Citizen Life Insurance Company Limited,Life Insurance,440.00,22.00 Ar,+1.85%,-1.84%,-0.92%,-5.05%,-6.46%,+31.16%,7.82,56.29,4.0,11185011.27,7569078.66,+47.77%,1350882.95,1085164.22,+24.49%,390804.42,360044.1,+8.54%,7.82,9.6,-18.59%,131.6,131.17,+0.33%,34411807.9,31791080.61,+8.24%,27831687.74,25232775.29,+10.30%,5000000.0,5000000.0,0.00%,498340.49,470963.81,+5.81%,0.0594,4.2297
CORBL,Corporate Development Bank,Development Bank,"1,058.00",5.55 Ar,+0.28%,+2.94%,-34.06%,-48.10%,-47.01%,+146.17%,9.54,110.86,7.57,206681.62,165458.11,+24.91%,73715.39,67729.64,+8.84%,50103.86,48263.02,+3.81%,9.54,12.26,-22.14%,139.73,139.27,+0.33%,3336160.32,3171872.35,+5.18%,2602553.41,2440709.93,+6.63%,525000.0,525000.0,0.00%,208606.91,206162.42,+1.19%,0.0683,3.5476
CREST,Crest Micro Life Insurance Limited,Life Insurance,"1,179.00",8.84 Ar,-0.08%,-1.18%,+0.42%,+6.68%,-10.06%,+254.64%,2.15,547.97,11.11,364247.85,238898.99,+52.47%,140768.42,72452.91,+94.29%,12102.54,11751.21,+2.99%,2.15,3.13,-31.34%,111.17,111.12,+0.04%,1213688.85,1203801.29,+0.82%,379923.62,370387.39,+2.57%,750000.0,750000.0,0.00%,45630.77,45318.08,+0.69%,0.0193,0.4557
CSY,,,8.25,1.03 Ar,-8.33%,-0.22%,-0.11%,-2.70%,-3.43%,-3.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,355.00",3.61 Ar,+4.23%,+0.78%,-2.26%,-11.68%,-27.65%,+342.46%,110.66,12.25,3.79,869494.13,612195.4,+42.03%,455163.79,302010.29,+50.71%,294812.21,53430.92,+451.76%,110.66,26.74,+313.82%,357.75,269.54,+32.73%,7266015.04,7381634.53,-1.57%,6312882.64,6663519.02,-5.26%,266424.39,266424.39,0.00%,686707.99,451691.12,+52.03%,0.3093,6.6233
CZBIL,Citizen Bank International,Commercial Banks,202.70,29.94 Ar,-1.07%,+1.44%,+5.89%,+0.94%,+1.16%,-33.02%,13.53,14.98,1.26,15011949.88,11273333.93,+33.16%,6293653.95,4678859.98,+34.51%,2098603.03,1306461.35,+60.63%,13.53,11.23,+20.47%,160.51,155.99,+2.90%,268685134.6,248586906.4,+8.08%,243793487.8,224397126.6,+8.64%,15507463.61,15507463.61,0.00%,9384183.24,8682316.22,+8.08%,0.0843,9.7942
DDBL,Deprosc Laghubitta,Microcredit,853.00,15.94 Ar,-0.23%,+2.40%,+4.78%,+1.04%,+4.09%,-16.69%,48.15,17.72,3.76,3687342.44,2700875.2,+36.52%,2185676.22,1584308.54,+37.96%,989443.9,680132.17,+45.48%,48.15,44.13,+9.11%,226.87,212.26,+6.88%,29736626.33,28943198.11,+2.74%,25074267.69,24580959.4,+2.01%,2055114.27,2055114.27,0.00%,2607244.38,2307124.45,+13.01%,0.2122,5.378
DHEL,Daramkhola Hydro Energy Limited,Hydro Power,594.00,6.12 Ar,-1.00%,+4.17%,+5.26%,+0.84%,+35.62%,+35.62%,-9.88,-60.12,5.03,113974.06,86269.35,+32.11%,66336.63,81428.96,-18.53%,-101817.07,-33484.77,+204.07%,-9.88,-4.33,+128.05%,118.14,128.02,-7.72%,2885239.29,3042563.26,-5.17%,1667826.07,1723332.98,-3.22%,1030500.0,1030500.0,0.00%,186913.22,288730.29,-35.26%,-0.0836,1.37
DHPL,Dibyashwori Hydropower Ltd.,Hydro Power,286.00,75.50 Cr,-1.34%,-1.06%,+12.76%,-1.26%,-5.08%,-21.86%,5.51,51.87,34.13,104418.84,73575.81,+41.92%,99202.4,69700.98,+42.33%,14555.04,5784.5,+151.62%,5.51,2.92,+88.72%,8.38,5.06,+65.68%,754291.21,749320.27,+0.66%,732166.99,735966.6,-0.52%,264000.0,264000.0,0.00%,-241875.78,-250646.33,-3.50%,0.6575,33.0935
DOLTI,Dolti Power Company Limited,Hydro Power,319.89,1.72 Ar,+0.37%,-0.41%,+3.14%,-9.07%,-44.61%,+11.01%,0.87,368.95,5.34,102334.15,78041.7,+31.13%,96163.69,67725.5,+41.99%,4768.64,3337.32,+42.89%,0.87,0.83,+4.54%,59.87,58.54,+2.28%,1054550.84,1021663.34,+3.22%,725250.65,707595.73,+2.50%,549986.0,536486.0,+2.52%,-220685.82,-222418.39,-0.78%,0.0145,2.2024
DORDI,Dordi Khola Jal Bidyut Company Limited,Hydro Power,254.00,5.36 Ar,0.00%,0.00%,+3.38%,-6.62%,-12.45%,+22.41%,1.42,178.68,2.39,274553.1,205865.31,+33.37%,231428.81,176534.7,+31.10%,29972.81,13121.91,+128.42%,1.42,0.83,+71.31%,106.3,105.5,+0.76%,4284849.38,3732157.23,+14.81%,2043529.13,1507687.87,+35.54%,2108520.8,2108520.8,0.00%,132799.46,115948.56,+14.53%,0.0134,0.9118
EBL,,,728.00,94.24 Ar,+0.83%,-0.41%,+4.03%,+2.53%,+9.11%,+55.87%,36.95,19.7,2.84,20102585.0,15016560.0,+33.87%,9190459.0,6833470.0,+34.49%,5069936.0,3329316.0,+52.28%,36.95,32.35,+14.21%,256.47,244.27,+5.00%,383758236.0,378693500.0,+1.34%,348566353.0,345176279.0,+0.98%,13721376.0,13721376.0,0.00%,21470507.0,19795848.0,+8.46%,0.1441,9.9047
EBLD91,Everest Bank Limited Debenture 2091,Bond,"1,062.00",0.00,+1.04%,-3.39%,-6.07%,-2.68%,+3.06%,+2.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECL,,,"1,534.10",4.60 Ar,-1.65%,-3.23%,+381.60%,+381.60%,+381.60%,+381.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDBL,Excel Development Bank,Development Bank,578.90,7.23 Ar,-1.38%,-0.15%,+4.82%,+1.07%,-6.14%,-24.50%,24.76,23.38,3.25,1213900.1,850279.46,+42.76%,648818.33,415551.76,+56.13%,309400.75,155717.28,+98.69%,24.76,16.61,+49.02%,177.85,184.0,-3.34%,21329580.33,20206851.22,+5.56%,19106959.95,17907363.19,+6.70%,1249694.47,1249694.47,0.00%,972925.91,1049793.56,-7.32%,0.1392,8.5966
EHPL,Eastern Hydropower Limited,Hydro Power,337.00,2.09 Ar,+0.72%,-2.73%,-1.30%,-11.25%,-43.77%,+40.82%,3.39,99.34,4.42,146820.58,118457.97,+23.94%,126404.28,107884.4,+17.17%,21033.37,29857.25,-29.55%,3.39,6.42,-47.17%,76.3,77.73,-1.83%,1079472.12,1095460.23,-1.46%,606389.17,613553.42,-1.17%,620000.0,620000.0,0.00%,-146917.06,-138093.18,+6.39%,0.0444,1.2818
ENL,Emerging Nepal Limited,Organized Fund,823.90,4.58 Ar,+2.51%,+1.61%,+2.51%,-10.20%,-23.34%,+184.69%,2.7,304.89,7.48,22590.92,22539.01,+0.23%,19236.74,20821.88,-7.61%,15013.78,17748.45,-15.41%,2.7,4.26,-36.56%,110.08,110.58,-0.45%,625166.68,626829.57,-0.27%,13538.92,12467.12,+8.60%,555600.0,555600.0,0.00%,56027.75,58762.45,-4.65%,0.0245,0.0221
FMDBL,First Micro Finance Development Bank,Microcredit,830.00,11.16 Ar,+6.96%,+2.37%,+2.78%,-2.14%,-12.40%,+10.60%,14.18,58.53,6.05,404702.25,309881.65,+30.60%,227491.72,168563.19,+34.96%,190728.22,113712.97,+67.73%,14.18,11.27,+25.80%,137.26,131.53,+4.35%,5694795.77,5776215.4,-1.41%,3848887.36,4007322.23,-3.95%,1344871.32,1344871.32,0.00%,501037.09,424021.85,+18.16%,0.1033,2.0851
FOWAD,Forward Community Microfinance Bittiya Sanstha Ltd.,Microcredit,944.80,11.30 Ar,+0.62%,+1.28%,-2.19%,-10.58%,-20.79%,-41.69%,52.14,18.12,3.39,2958558.77,2155789.63,+37.24%,1517725.67,1084474.5,+39.95%,623582.58,162835.7,+282.95%,52.14,18.15,+187.21%,278.57,239.61,+16.26%,24073759.87,23141584.64,+4.03%,20742163.36,20276019.66,+2.30%,1195953.71,1195953.71,0.00%,2135642.79,1669611.27,+27.91%,0.1872,6.2259
GBBL,Garima Bikas Bank,Development Bank,423.70,24.07 Ar,-0.14%,+0.78%,+7.12%,+2.12%,+6.98%,+5.94%,28.04,15.11,2.39,7505139.45,5595932.22,+34.12%,3815635.15,2799889.84,+36.28%,1688666.31,1048231.02,+61.10%,28.04,23.21,+20.82%,177.26,167.58,+5.78%,113041649.0,108290878.7,+4.39%,102368406.9,98200421.81,+4.24%,6021348.37,6021348.37,0.00%,4651893.66,4069108.57,+14.32%,0.1582,9.5911
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
