Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
RBCLPO,Rastriya Beema Promoter,Non Life Insurance,"12,030.00",21.37 Ar,+1.95%,-1.39%,+0.21%,-3.60%,+5.25%,-22.20%,-149.28,-80.59,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFPL,River Falls Power Limited,Hydro Power,416.00,2.91 Ar,-4.59%,+4.55%,+16.89%,+19.51%,-24.02%,+113.22%,17.95,23.17,3.96,"1,00,681.18","2,32,942.29",-56.78%,"96,041.84","2,17,028.22",-55.75%,"31,419.24","1,079.03","+2,811.80%",17.95,0.15,"+11,547.22%",105.01,100.52,+4.47%,"26,89,182.58","26,49,782.92",+1.49%,"19,54,099.31","19,46,118.90",+0.41%,"7,00,000.00","7,00,000.00",0.00%,"35,083.26","3,664.01",+857.51%
RHGCL,Rapti Hydro And General Construction Limited,Hydro Power,299.00,3.66 Ar,-1.32%,+3.07%,+23.05%,+13.26%,-22.64%,+41.67%,-4.17,-71.70,3.16,"17,380.01","1,00,412.15",-82.69%,"12,327.30","76,896.00",-83.97%,"-12,776.55","-73,739.38",-82.67%,-4.17,-6.38,-34.68%,94.71,86.23,+9.84%,"17,86,063.20","22,37,889.99",-20.19%,"6,20,153.47","12,35,632.33",-49.81%,"12,25,587.60","11,55,176.50",+6.10%,"-64,817.60","-1,59,068.59",-59.25%
RHPL,Rasuwagadhi Hydropower Company Limited,Hydro Power,287.00,19.64 Ar,-1.71%,-1.37%,+5.51%,+4.90%,-37.81%,-22.64%,-38.20,-7.51,3.70,0.00,"9,68,895.00",-100.00%,"-42,550.00","8,38,520.00",-105.07%,"-6,53,354.00","-4,87,234.00",+34.09%,-38.20,-7.12,+436.38%,77.52,87.30,-11.20%,"2,33,40,865.00","2,36,83,585.00",-1.45%,"1,80,36,761.00","1,77,10,346.00",+1.84%,"68,42,100.00","68,42,100.00",0.00%,"-15,37,997.00","-8,68,861.00",+77.01%
RIDI,Ridi Power Company Limited,Hydro Power,246.50,5.73 Ar,0.00%,+0.61%,+11.09%,+4.23%,-1.24%,+116.70%,1.02,241.56,2.46,"1,19,157.55","3,55,753.16",-66.51%,"1,07,402.83","2,55,771.04",-58.01%,"5,927.14","1,06,811.46",-94.45%,1.02,4.60,-77.80%,100.26,98.63,+1.66%,"38,80,390.76","38,64,723.71",+0.41%,"15,50,971.76","15,73,277.81",-1.42%,"23,23,351.80","23,23,351.80",0.00%,"6,067.20","-31,905.90",-119.02%
RLFL,Reliance Finance,Finance,465.00,5.21 Ar,+0.02%,-6.51%,+11.51%,+2.92%,-10.06%,+157.84%,0.31,1513.28,4.15,"3,69,943.00","1,91,756.00",+92.92%,"1,20,514.00","65,362.00",+84.38%,"1,723.00","-1,64,827.00",-101.05%,0.31,-58.79,-100.52%,112.03,97.21,+15.25%,"1,09,03,359.00","1,01,70,906.00",+7.20%,"96,47,038.00","90,80,789.00",+6.24%,"11,21,452.00","11,21,452.00",0.00%,"1,34,869.00","-31,333.00",-530.44%
RMF1,RBB Mutual Fund 1,Mutual Fund,9.48,1.19 Ar,-5.20%,-0.21%,+2.71%,+3.04%,+24.38%,+15.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMF2,RBB Mutual Fund 2,Mutual Fund,9.71,82.16 Cr,-1.02%,+0.52%,+1.25%,+6.70%,+22.68%,+20.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNLI,Reliable Nepal Life Insurance Limited,Life Insurance,461.30,23.97 Ar,-1.01%,-4.49%,-0.62%,-3.68%,-1.61%,+24.46%,19.90,23.18,3.80,"17,95,685.98","65,13,517.04",-72.43%,"5,38,597.58","10,93,685.84",-50.75%,"2,58,502.17","5,70,195.96",-54.66%,19.90,10.97,+81.34%,154.29,147.47,+4.63%,"2,28,03,422.20","2,18,62,317.56",+4.30%,"1,47,85,036.01","1,41,98,522.94",+4.13%,"51,96,800.00","51,96,800.00",0.00%,"11,16,652.16","7,89,983.99",+41.35%
RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,Microcredit,657.00,6.79 Ar,-0.14%,-4.64%,+2.18%,+0.98%,-6.14%,+32.09%,14.83,44.30,5.25,"2,38,667.38","1,16,802.01",+104.33%,"1,07,624.89","44,832.09",+140.06%,"76,672.48","21,107.90",+263.24%,14.83,8.17,+81.62%,125.15,128.04,-2.26%,"64,00,793.08","66,08,066.19",-3.14%,"51,06,704.85","52,84,040.46",-3.36%,"10,34,064.42","10,34,064.42",0.00%,"2,60,023.81","2,89,961.31",-10.32%
RSY,Reliable Samriddhi Yojana,Mutual Fund,9.77,1.17 Ar,-0.71%,0.00%,+2.73%,+8.19%,+7.83%,+7.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RURU,Ru Ru Jalbidhyut Pariyojana Limited,Hydro Power,667.90,3.79 Ar,-0.09%,-2.21%,-0.39%,+1.86%,-5.66%,+174.95%,23.22,28.76,4.66,"53,319.58","1,41,293.95",-62.26%,"41,056.76","96,971.17",-57.66%,"32,937.39","82,951.53",-60.29%,23.22,14.62,+58.83%,143.28,137.48,+4.22%,"9,82,363.95","9,55,666.46",+2.79%,"1,69,484.23","1,75,724.13",-3.55%,"5,67,322.20","5,67,322.20",0.00%,"2,45,557.52","2,12,620.13",+15.49%
SADBL,Shangrila Development Bank,Development Bank,408.00,14.51 Ar,-1.92%,-5.56%,+2.00%,+4.87%,+3.13%,+190.50%,16.21,25.17,2.66,"23,36,904.13","12,16,810.90",+92.05%,"10,88,072.45","5,49,116.65",+98.15%,"3,02,597.84","88,211.29",+243.04%,16.21,9.92,+63.35%,153.24,157.82,-2.90%,"6,34,03,926.81","6,25,62,404.41",+1.35%,"5,76,81,869.33","5,69,50,099.10",+1.28%,"37,34,068.51","35,56,255.72",+5.00%,"19,87,988.98","20,56,049.59",-3.31%
SAGAR,Sagar Distillery Limited,Manufacturing And Processing,"2,085.00",15.14 Ar,-2.11%,-11.65%,+22.65%,+493.34%,+493.34%,+493.34%,-8.44,-246.95,16.02,"30,392.34","2,18,339.34",-86.08%,"20,116.19","1,39,747.02",-85.61%,"-15,323.92","4,026.60",-480.57%,-8.44,0.69,"-1,317.81%",130.12,140.29,-7.25%,"13,75,368.72","12,54,642.60",+9.62%,"4,30,686.28","4,39,836.23",-2.08%,"7,26,000.00","5,80,800.00",+25.00%,"2,18,682.45","2,34,006.37",-6.55%
SAGF,Sanima Growth Fund,Mutual Fund,10.00,67.25 Cr,-4.76%,0.00%,+0.30%,+9.29%,+23.72%,+25.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHAS,Sahas Urja Limited,Hydro Power,562.00,21.24 Ar,-0.51%,-3.09%,+2.55%,+1.34%,+37.08%,+65.15%,52.37,10.73,2.85,"9,24,636.99","26,48,166.15",-65.08%,"8,60,699.77","24,40,852.18",-64.74%,"4,94,899.98","9,02,723.07",-45.18%,52.37,23.88,+119.29%,196.89,184.00,+7.01%,"1,79,86,815.62","1,77,20,233.88",+1.50%,"1,05,44,465.59","1,07,65,186.97",-2.05%,"37,80,000.00","37,80,000.00",0.00%,"36,62,350.03","31,75,046.90",+15.35%
SAIL,Shreenagar Agritech Industries Limited,Manufacturing And Processing,"1,344.00",21.92 Ar,-3.31%,-12.61%,+57.38%,+305.06%,+305.06%,+305.06%,2.84,472.81,11.33,"4,25,449.88",0.00,0.00%,"70,207.63",0.00,0.00%,"9,273.97",0.00,0.00%,2.84,0.00,0.00%,118.62,0.00,0.00%,"28,55,414.71",0.00,0.00%,"13,07,448.90",0.00,0.00%,"13,05,000.00",0.00,0.00%,"2,42,965.81",0.00,0.00%
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,604.90,15.86 Ar,-0.35%,-1.37%,+0.17%,+1.82%,-14.50%,-36.24%,-40.78,-14.83,1.24,"8,33,719.96","29,65,358.39",-71.88%,"-80,519.30","11,92,017.59",-106.75%,"-2,67,372.22","4,03,206.14",-166.31%,-40.78,15.37,-365.25%,229.48,239.12,-4.03%,"1,76,64,280.37","1,51,51,041.84",+16.59%,"1,16,45,766.59","88,79,806.70",+31.15%,"26,22,638.20","26,22,638.20",0.00%,"1,74,304.30","3,66,522.64",-52.44%
SAND2085,10% Sanima Bank Limited Debenture,Bond,"1,133.00",2.27 Ar,0.00%,+1.98%,-2.07%,-0.18%,+5.26%,+7.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANIMA,Sanima Bank,Commercial Banks,331.20,44.98 Ar,-0.60%,-3.69%,+4.45%,+3.50%,+13.56%,+45.47%,20.48,16.17,1.92,"84,66,396.97","43,32,202.82",+95.43%,"34,28,085.66","16,88,524.47",+103.02%,"13,91,075.72","4,54,918.15",+205.79%,20.48,13.40,+52.89%,172.39,172.71,-0.19%,"27,03,83,013.50","26,65,21,035.00",+1.45%,"24,69,69,630.90","24,30,64,250.70",+1.61%,"1,35,81,525.41","1,35,81,525.41",0.00%,"98,31,857.17","98,75,258.91",-0.44%
SANVI,Sanvi Energy Limited,Hydro Power,865.00,7.61 Ar,-5.46%,-2.59%,+27.60%,+40.19%,+119.04%,+119.04%,17.33,49.92,7.31,"1,10,746.43","2,31,084.79",-52.08%,"1,08,513.90","2,11,546.86",-48.70%,"38,123.09","27,642.73",+37.91%,17.33,3.14,+451.65%,118.29,113.96,+3.80%,"27,58,646.47","27,44,269.64",+0.52%,"17,17,716.18","17,41,462.45",-1.36%,"8,80,000.00","8,80,000.00",0.00%,"1,60,930.28","1,22,807.19",+31.04%
SAPDBL,Saptakoshi Development Bank Ltd,Development Bank,884.90,7.38 Ar,+1.36%,+6.74%,-0.57%,+7.78%,-30.77%,+405.66%,6.43,137.64,11.65,"2,62,911.09","1,43,466.19",+83.26%,"1,07,951.80","65,004.56",+66.07%,"26,820.02","-1,215.05","-2,307.32%",6.43,-0.58,"-1,203.71%",75.96,72.27,+5.11%,"88,28,426.25","83,78,316.62",+5.37%,"81,94,645.80","77,75,331.12",+5.39%,"8,34,338.43","8,34,338.43",0.00%,"-2,00,557.98","-2,31,352.93",-13.31%
SARBTM,Sarbottam Cement Limited,Manufacturing And Processing,874.50,43.51 Ar,-0.61%,-3.26%,-0.09%,+5.46%,+11.11%,+66.82%,26.07,33.54,4.20,"20,30,252.28","97,12,317.97",-79.10%,"6,67,136.10","22,24,353.16",-70.01%,"3,24,280.82","10,04,593.94",-67.72%,26.07,20.19,+29.12%,208.11,202.00,+3.03%,"1,53,71,900.83","1,50,22,125.48",+2.33%,"50,17,414.23","49,71,825.39",+0.92%,"49,75,500.00","49,75,500.00",0.00%,"53,78,986.60","50,74,800.10",+5.99%
SBCF,Sunrise Bluechip Fund,Mutual Fund,9.60,1.20 Ar,0.00%,+3.78%,+4.92%,+4.35%,+22.31%,+10.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI,Nepal Sbi Bank,Commercial Banks,409.90,44.68 Ar,+0.47%,-1.23%,+1.21%,+7.60%,+2.00%,+25.74%,18.93,21.66,2.12,"72,70,138.05","37,44,074.16",+94.18%,"25,61,023.13","13,18,658.75",+94.21%,"10,31,342.92","5,01,565.20",+105.62%,18.93,18.41,+2.81%,193.10,193.16,-0.03%,"25,48,42,602.40","24,80,06,474.20",+2.76%,"23,37,96,225.20","22,69,53,637.40",+3.01%,"1,08,99,158.07","1,08,99,158.07",0.00%,"1,01,47,219.08","1,01,53,678.80",-0.06%
SBID2090,7% Nepal SBI Bank Debenture 2090,Bond,"1,047.00",0.00,-0.66%,-0.30%,-3.50%,-1.79%,-1.79%,-1.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBID83,10.25% Nepal SBI Bank Debenture 2083,Bond,"1,065.00",2.56 Ar,-0.93%,+0.41%,-4.74%,-4.48%,-1.93%,+6.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBL,Siddhartha Bank,Commercial Banks,385.10,54.26 Ar,-0.75%,-2.75%,+2.20%,+11.84%,+43.51%,+48.30%,17.93,21.47,1.82,"1,04,31,270.07","53,34,961.22",+95.53%,"43,28,012.21","21,62,568.55",+100.13%,"13,26,653.25","3,24,091.37",+309.35%,17.93,9.20,+94.93%,211.23,218.05,-3.13%,"34,92,73,419.80","33,19,25,760.94",+5.23%,"31,80,23,533.00","30,12,02,303.62",+5.58%,"1,47,94,479.20","1,40,89,980.19",+5.00%,"1,64,55,407.57","1,66,33,477.13",-1.07%
SBLD2091,7.25% SBL Debenture 2091,Bond,"1,080.00",0.00,-1.10%,+2.23%,-2.00%,+0.37%,+6.19%,+6.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCB,Standard Chartered Bank,Commercial Banks,631.50,63.42 Ar,+0.24%,-0.89%,-0.08%,+1.81%,-4.06%,+34.17%,27.35,23.09,2.99,"37,27,076.00","19,77,443.00",+88.48%,"19,74,216.00","10,72,450.00",+84.08%,"13,73,324.00","6,92,168.00",+98.41%,27.35,27.57,-0.80%,210.97,222.71,-5.27%,"16,83,55,336.00","16,17,06,155.00",+4.11%,"14,71,69,066.00","13,93,40,816.00",+5.62%,"1,00,42,368.00","1,00,42,368.00",0.00%,"1,11,43,901.00","1,23,22,971.00",-9.57%
SDBD87,Shangri-la Development Bank Debenture 2087,Bond,"1,124.00",0.00,0.00%,0.00%,-2.85%,+2.17%,+5.05%,+17.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEF,Siddhartha Equity Fund,Mutual Fund,9.60,1.44 Ar,-1.74%,-0.10%,+0.21%,+4.12%,+17.42%,+39.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFCL,Samriddhi Finance Company Limited,Finance,395.00,3.23 Ar,-1.13%,-6.20%,+5.05%,-4.36%,-29.72%,+168.10%,0.29,1382.83,6.59,"1,24,423.48","58,312.58",+113.37%,"35,941.15","13,333.30",+169.56%,"1,169.60","-21,720.52",-105.38%,0.29,-10.61,-102.69%,59.96,59.46,+0.84%,"35,95,627.75","35,64,883.37",+0.86%,"31,04,603.28","30,77,970.88",+0.87%,"8,18,911.40","8,18,911.40",0.00%,"-3,27,886.93","-3,31,998.92",-1.24%
SFEF,Sunrise Focused Equity Fund,Mutual Fund,9.85,98.50 Cr,+0.20%,+0.61%,+2.39%,+9.44%,+19.59%,+16.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFMF,Sunrise First Mutual Fund,Mutual Fund,10.19,87.63 Cr,+0.89%,+0.39%,-1.07%,+3.14%,+15.00%,+88.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGHC,Swet-Ganga Hydropower & Construction Limited,Hydro Power,432.00,6.88 Ar,-0.23%,+4.60%,+10.77%,+25.14%,-28.36%,+46.00%,24.42,17.69,5.49,"2,75,156.30","7,86,630.61",-65.02%,"2,55,116.84","6,85,541.11",-62.79%,"97,264.19","-5,789.49","-1,780.01%",24.42,-0.36,"-6,820.06%",78.63,71.88,+9.40%,"62,54,442.54","62,39,267.04",+0.24%,"50,01,795.57","50,94,231.52",-1.81%,"15,93,000.00","15,93,000.00",0.00%,"-3,40,353.03","-4,47,964.48",-24.02%
SGIC,Sanima GIC Insurance Limited,Non Life Insurance,474.00,10.19 Ar,-1.66%,-5.58%,-0.84%,-2.85%,-27.16%,-20.09%,-37.25,-12.73,1.36,"2,13,919.81","13,69,854.43",-84.38%,"-77,604.20","9,13,437.47",-108.50%,"-2,00,203.63","3,50,388.70",-157.14%,-37.25,16.30,-328.55%,140.53,152.12,-7.62%,"94,73,666.05","82,47,196.66",+14.87%,"64,52,181.55","49,76,610.04",+29.65%,"21,50,000.00","21,50,000.00",0.00%,"-19,480.33","1,83,288.73",-110.63%
SHEL,Singati Hydro Energy Limited,Hydro Power,284.10,8.24 Ar,-1.70%,-3.69%,+4.18%,-0.23%,+12.06%,+38.75%,15.48,18.35,2.53,"2,58,675.83","6,87,198.78",-62.36%,"2,53,088.07","6,70,522.81",-62.26%,"1,12,228.07","1,49,998.69",-25.18%,15.48,5.17,+199.28%,112.38,109.53,+2.60%,"64,52,826.72","63,80,052.08",+1.14%,"31,93,897.58","32,03,749.22",-0.31%,"29,00,000.00","29,00,000.00",0.00%,"3,58,929.14","2,76,302.86",+29.90%
SHINE,Shine Resunga Development Bank,Development Bank,404.00,19.70 Ar,-1.46%,-4.22%,+1.33%,+2.39%,-8.01%,+141.71%,16.10,25.09,2.76,"29,43,311.95","15,11,270.54",+94.76%,"12,84,087.14","6,45,201.50",+99.02%,"4,04,280.52","2,03,041.91",+99.11%,16.10,16.66,-3.34%,146.60,154.64,-5.20%,"8,25,53,185.04","8,15,63,744.81",+1.21%,"7,51,90,729.17","7,40,23,846.45",+1.58%,"50,21,972.73","48,75,701.68",+3.00%,"23,40,483.14","26,64,196.68",-12.15%
SHINED,Shine Resunga Debenture,Bond,"1,125.00",0.00,-2.51%,-0.44%,-3.25%,+2.27%,+2.27%,+2.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,612.00,33.40 Ar,-1.11%,-4.82%,+0.74%,+8.23%,+12.43%,-48.78%,15.37,39.82,3.18,"16,36,966.51","79,03,696.95",-79.29%,"4,30,229.31","18,68,779.14",-76.98%,"2,09,668.87","7,94,108.00",-73.60%,15.37,14.55,+5.61%,192.18,188.57,+1.92%,"1,29,20,369.76","1,25,98,276.93",+2.56%,"24,33,348.44","23,08,478.09",+5.41%,"54,56,808.50","54,56,808.50",0.00%,"50,30,212.81","48,32,990.34",+4.08%
SHL,Soaltee Hotel,Hotels,496.10,50.69 Ar,-1.08%,-2.44%,+1.68%,+3.67%,+9.84%,+218.71%,4.84,102.55,17.53,"6,27,940.74","27,70,089.63",-77.33%,"1,89,411.69","9,83,987.10",-80.75%,"1,23,586.03","6,70,709.97",-81.57%,4.84,6.56,-26.30%,28.30,27.15,+4.22%,"36,91,042.92","34,88,210.39",+5.81%,"7,99,073.84","7,13,373.39",+12.01%,"10,21,862.69","10,21,862.69",0.00%,"18,70,106.39","17,52,974.31",+6.68%
SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,Microcredit,"1,644.90",1.80 Ar,-1.97%,-2.28%,+4.17%,-14.55%,-39.03%,+65.05%,-70.75,-23.25,6.85,"88,708.40","3,64,429.54",-75.66%,"42,241.13","1,68,845.47",-74.98%,"-19,345.52","45,085.74",-142.91%,-70.75,41.22,-271.63%,240.27,247.60,-2.96%,"29,10,018.61","30,04,099.12",-3.13%,"26,47,220.83","27,33,289.65",-3.15%,"1,09,375.00","1,09,375.00",0.00%,"1,53,422.78","1,61,434.47",-4.96%
SHPC,Sanima Mai Hydropower,Hydro Power,538.10,20.11 Ar,-1.73%,-3.50%,+2.50%,+2.50%,+4.08%,+126.43%,17.63,30.51,3.15,"2,20,207.50","6,84,802.30",-67.84%,"1,97,012.49","5,83,536.87",-66.24%,"1,64,791.21","3,23,769.65",-49.10%,17.63,8.66,+103.59%,170.60,173.34,-1.58%,"73,70,626.71","76,51,427.70",-3.67%,"9,93,541.80","11,71,983.42",-15.23%,"37,37,993.71","37,37,993.71",0.00%,"26,39,091.20","27,41,450.57",-3.73%
SICL,Shikhar Insurance,Non Life Insurance,622.60,18.20 Ar,-0.86%,-4.22%,-1.33%,+3.33%,-12.12%,-44.73%,-21.70,-28.69,1.55,"5,40,107.29","27,06,215.27",-80.04%,"-60,980.47","15,49,636.17",-103.94%,"-1,58,586.42","4,52,719.18",-135.03%,-21.70,15.49,-240.12%,192.63,198.97,-3.19%,"1,55,82,767.28","1,38,04,480.53",+12.88%,"99,51,998.73","79,88,387.02",+24.58%,"29,23,099.00","29,23,099.00",0.00%,"67,760.93","2,11,757.53",-68.00%
SIFC,Shree Investment Finance,Finance,650.00,6.50 Ar,+0.31%,+8.33%,+31.69%,+28.58%,+23.42%,+234.88%,2.43,267.19,4.77,"3,66,480.49","1,96,358.53",+86.64%,"1,14,969.53","65,349.44",+75.93%,"12,163.54","3,443.79",+253.20%,2.43,1.38,+76.60%,136.25,140.98,-3.36%,"1,01,68,408.49","98,65,839.75",+3.07%,"88,05,952.91","84,55,993.98",+4.14%,"10,00,000.00","10,00,000.00",0.00%,"3,62,455.58","4,09,845.77",-11.56%
SIGS2,Siddhartha Investment Growth Scheme 2,Mutual Fund,9.81,1.18 Ar,-1.90%,-1.80%,+0.10%,+6.75%,+20.92%,+46.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGS3,Siddhartha Investment Growth Scheme 3,Mutual Fund,10.15,81.79 Cr,+0.40%,+1.30%,-1.07%,+8.56%,+22.94%,+48.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIKLES,Sikles Hydropower Limited,Hydro Power,614.10,5.22 Ar,-1.76%,-4.05%,+8.12%,+7.37%,-40.13%,+128.40%,41.27,14.88,4.87,"1,30,653.08","3,02,428.76",-56.80%,"1,25,881.50","2,61,152.65",-51.80%,"87,699.85","77,496.79",+13.17%,41.27,9.12,+352.66%,126.17,115.84,+8.92%,"21,18,419.04","20,86,665.42",+1.52%,"10,45,943.91","11,02,042.30",-5.09%,"8,50,000.00","8,50,000.00",0.00%,"2,22,475.13","1,34,623.11",+65.26%
SINDU,Sindhu Bikash Bank,Development Bank,830.00,4.63 Ar,+3.23%,+6.82%,+16.07%,+14.61%,-33.49%,+319.19%,-5.55,-149.56,8.81,"1,93,773.76","1,01,498.33",+90.91%,"58,805.19","30,507.78",+92.75%,"-15,468.12","-44,597.70",-65.32%,-5.55,-32.00,-82.66%,94.19,89.47,+5.28%,"63,57,053.32","62,28,211.19",+2.07%,"58,31,992.20","57,29,474.52",+1.79%,"5,57,456.07","5,57,456.07",0.00%,"-32,394.95","-58,719.40",-44.83%
SJCL,Sanjen Jalavidhyut Company Limited,Hydro Power,298.39,10.89 Ar,-0.54%,-0.30%,+4.12%,+4.70%,-20.00%,-0.20%,17.13,17.42,3.49,"5,57,938.68","8,74,900.00",-36.23%,"5,02,716.25","7,20,965.00",-30.27%,"1,56,336.54","-2,79,380.00",-155.96%,17.13,-7.65,-323.83%,85.55,81.50,+4.97%,"1,31,64,417.32","1,32,51,790.00",-0.66%,"1,00,42,314.63","1,02,77,018.00",-2.28%,"36,50,000.00","36,50,000.00",0.00%,"-5,27,277.91","-6,75,228.00",-21.91%
SJLIC,SuryaJyoti Life Insurance Company Limited,Life Insurance,447.00,22.40 Ar,-0.42%,-2.10%,-1.21%,+3.26%,-0.13%,-26.52%,9.78,45.72,3.70,"39,55,053.02","1,51,34,776.83",-73.87%,"4,45,160.34","20,63,629.54",-78.43%,"1,22,490.74","3,50,286.40",-65.03%,9.78,6.99,+39.87%,134.42,126.85,+5.97%,"5,19,07,292.71","5,06,65,123.80",+2.45%,"4,51,70,303.82","4,43,07,407.18",+1.95%,"50,11,947.80","50,11,947.80",0.00%,"10,41,908.79","4,72,060.96",+120.71%
SKBBL,Sana Kisan Bikas Bank,Microcredit,777.30,33.52 Ar,-0.60%,-2.35%,+0.17%,+1.58%,+8.00%,+11.57%,21.19,36.68,3.18,"5,66,584.47","28,93,840.13",-80.42%,"3,41,713.03","17,94,998.56",-80.96%,"2,28,498.37","8,78,701.12",-74.00%,21.19,20.38,+4.02%,244.30,239.05,+2.19%,"4,05,72,455.79","4,14,71,021.89",-2.17%,"3,00,36,737.57","3,11,61,526.30",-3.61%,"43,12,621.51","43,12,621.51",0.00%,"62,23,096.70","59,96,874.09",+3.77%
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,830.00,6.51 Ar,-0.95%,-2.81%,+0.32%,+7.97%,+8.57%,+39.56%,25.84,32.12,5.00,"3,38,472.80","12,85,811.23",-73.68%,"1,77,253.97","6,26,733.10",-71.72%,"50,647.97","2,39,705.80",-78.87%,25.84,30.58,-15.48%,165.96,160.20,+3.60%,"1,05,28,615.08","1,01,52,297.54",+3.71%,"92,27,600.43","88,96,469.65",+3.72%,"7,83,924.40","7,83,924.40",0.00%,"5,17,090.25","4,71,903.49",+9.58%
SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,Microcredit,"1,340.00",2.29 Ar,0.00%,-7.59%,+3.72%,-11.15%,-47.83%,+21.26%,21.28,62.96,10.98,"80,036.82","2,38,936.66",-66.50%,"45,599.39","1,09,259.85",-58.27%,"9,088.56","3,988.21",+127.89%,21.28,2.34,+811.52%,122.06,116.82,+4.49%,"21,37,079.33","20,46,497.72",+4.43%,"19,28,598.67","18,46,966.17",+4.42%,"1,70,805.00","1,70,805.00",0.00%,"37,675.66","28,726.55",+31.15%
SLCF,Sanima Large Cap Fund,Mutual Fund,9.67,1.16 Ar,-3.01%,+0.73%,+5.11%,+6.26%,+20.50%,+15.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microcredit,793.30,4.99 Ar,-1.08%,-3.99%,+3.77%,-0.45%,-10.39%,+112.39%,12.54,63.28,5.39,"1,94,847.52","6,76,819.88",-71.21%,"1,07,980.05","3,37,796.50",-68.03%,"19,716.34","84,998.11",-76.80%,12.54,13.51,-7.22%,147.30,135.37,+8.82%,"67,89,768.78","59,95,483.82",+13.25%,"58,63,170.26","51,43,965.70",+13.98%,"6,29,051.56","6,29,051.56",0.00%,"2,97,546.95","2,22,466.55",+33.75%
SMB,Support Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,900.10",2.33 Ar,-2.61%,-0.73%,+8.89%,-5.06%,-25.46%,+105.47%,51.87,36.63,10.05,"1,51,052.84","76,253.34",+98.09%,"89,449.00","44,950.53",+98.99%,"31,755.79","16,200.34",+96.02%,51.87,52.92,-1.99%,189.01,190.55,-0.81%,"22,43,797.43","21,49,955.26",+4.36%,"20,12,370.37","19,16,640.39",+4.99%,"1,22,443.45","1,22,443.45",0.00%,"1,08,983.61","1,10,871.42",-1.70%
SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Ltd,Microcredit,"1,669.00",2.56 Ar,-0.29%,-4.24%,-1.82%,-5.97%,-12.50%,+53.74%,20.93,79.76,8.68,"1,02,310.24","4,00,593.69",-74.46%,"52,672.55","2,05,089.11",-74.32%,"8,027.10","72,350.99",-88.91%,20.93,47.15,-55.62%,192.35,187.27,+2.72%,"30,80,300.11","31,22,469.16",-1.35%,"27,85,143.52","28,35,118.95",-1.76%,"1,53,445.51","1,53,445.51",0.00%,"1,41,711.08","1,33,904.70",+5.83%
SMH,Super Mai Hydropower Limited,Hydro Power,720.00,3.85 Ar,-3.73%,-0.69%,+1.41%,-8.41%,-34.55%,+80.01%,24.78,29.06,5.52,"68,594.51","1,98,698.28",-65.48%,"61,293.33","1,77,101.69",-65.39%,"33,141.43","70,379.19",-52.91%,24.78,13.15,+88.36%,130.36,124.17,+4.99%,"13,69,741.04","13,57,560.56",+0.90%,"6,72,310.67","6,93,271.62",-3.02%,"5,35,000.00","5,35,000.00",0.00%,"1,62,430.38","1,29,288.94",+25.63%
