Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank,Microcredit,"1,179.00",2.01 Ar,-0.92%,-2.40%,+0.08%,-2.36%,-30.15%,-9.90%,2.11,558.97,7.07,"66,282.09","3,08,327.59",-78.50%,"30,083.61","1,48,026.06",-79.68%,896.91,"14,650.47",-93.88%,2.11,8.61,-75.51%,166.77,158.17,+5.44%,"23,69,073.91","23,97,876.72",-1.20%,"20,85,409.79","21,28,842.54",-2.04%,"1,70,091.90","1,70,091.90",0.00%,"1,13,572.22","98,942.28",+14.79%
KBL,Kumari Bank,Commercial Banks,189.00,49.57 Ar,0.00%,-3.08%,+5.35%,0.00%,-6.99%,-22.91%,20.74,9.11,1.25,"1,51,75,838.26","73,36,110.44",+106.86%,"67,83,509.67","29,12,050.99",+132.95%,"27,20,085.58","10,56,531.17",+157.45%,20.74,16.11,+28.73%,151.16,145.21,+4.10%,"45,29,69,256.00","44,23,70,137.00",+2.40%,"41,33,25,274.00","40,42,87,189.10",+2.24%,"2,62,25,861.34","2,62,25,861.34",0.00%,"1,34,18,120.73","1,18,57,086.59",+13.17%
KBSH,Kutheli Bukhari Small Hydropower Limited,Hydro Power,"1,660.10",2.23 Ar,-1.18%,-3.48%,-1.77%,-0.68%,-26.49%,+281.42%,7.59,218.69,12.07,"8,198.05","31,128.13",-73.66%,"7,626.25","28,533.71",-73.27%,"2,544.04","8,938.71",-71.54%,7.59,6.67,+13.84%,137.56,136.72,+0.61%,"2,15,365.00","2,13,459.96",+0.89%,"30,954.70","30,175.92",+2.58%,"1,34,054.25","1,34,054.25",0.00%,"50,356.06","49,229.79",+2.29%
KDBY,Kumari Dhanabriddhi Yojana,Mutual Fund,10.15,1.24 Ar,-0.20%,+1.00%,+5.40%,+12.78%,+22.06%,+45.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDL,Kalinchowk Darshan Limited,Hotels,790.00,4.74 Ar,-1.55%,-3.66%,0.00%,-9.52%,-26.57%,+493.95%,-2.26,-349.89,7.54,"8,444.74","80,650.49",-89.53%,"2,204.74","53,113.96",-95.85%,"-3,386.73","27,802.86",-112.18%,-2.26,4.63,-148.72%,104.76,105.28,-0.49%,"7,74,072.59","7,36,023.04",+5.17%,"1,45,501.65","1,04,369.34",+39.41%,"6,00,000.00","6,00,000.00",0.00%,"28,570.93","31,653.70",-9.74%
KEF,Kumari Equity Fund,Mutual Fund,9.60,96.00 Cr,-2.93%,+3.00%,+4.35%,+6.67%,+21.56%,+35.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKHC,Khanikhola Hydropower Co. Ltd.,Hydro Power,236.30,2.20 Ar,-1.54%,-1.13%,+10.37%,-9.12%,-1.93%,+117.79%,-8.54,-27.66,2.90,"18,221.30","56,043.46",-67.49%,"18,221.30","56,043.46",-67.49%,"-18,914.90","-34,990.87",-45.94%,-8.54,-7.51,+13.72%,81.39,73.02,+11.46%,"15,15,350.83","14,81,004.13",+2.32%,"7,94,681.64","11,40,944.72",-30.35%,"8,85,493.70","4,65,714.30",+90.14%,"-1,64,824.51","-1,25,654.89",+31.17%
KMCDB,Kalika Laghubitta Bittiya Sanstha,Microcredit,953.10,3.89 Ar,+0.22%,-0.73%,-6.26%,+1.31%,-12.59%,+38.36%,19.96,47.76,4.98,"1,81,527.39","6,66,890.50",-72.78%,"1,08,785.81","3,81,015.15",-71.45%,"20,340.04","1,08,068.52",-81.18%,19.96,26.51,-24.71%,191.51,186.44,+2.72%,"51,50,735.49","52,95,655.97",-2.74%,"43,69,977.46","45,35,556.85",-3.65%,"4,07,692.31","4,07,692.31",0.00%,"3,73,065.72","3,52,406.81",+5.86%
KPCL,Kalika Power Company,Hydro Power,555.00,5.18 Ar,-7.35%,-3.48%,+4.62%,-1.21%,+5.72%,+340.88%,19.40,28.61,4.69,"69,362.65","1,95,936.05",-64.60%,"61,338.99","1,67,747.44",-63.43%,"45,292.29","94,182.24",-51.91%,19.40,10.08,+92.36%,118.33,113.48,+4.27%,"11,57,020.26","11,33,551.73",+2.07%,"51,886.28","73,710.04",-29.61%,"9,33,949.50","9,33,949.50",0.00%,"1,71,184.48","1,25,892.19",+35.98%
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,457.00,16.04 Ar,-0.22%,-5.17%,+5.06%,+2.49%,+8.60%,+135.02%,20.43,22.37,2.89,"26,67,977.44","13,93,631.75",+91.44%,"12,11,468.80","6,17,636.61",+96.15%,"3,94,550.57","1,97,584.14",+99.69%,20.43,20.46,-0.16%,158.07,152.32,+3.78%,"7,20,26,358.82","7,16,34,447.02",+0.55%,"6,59,21,852.77","6,57,52,148.65",+0.26%,"38,61,930.82","38,61,930.82",0.00%,"22,42,575.24","20,20,367.55",+11.00%
KSY,Kumari Sabal Yojana,Mutual Fund,9.63,71.72 Cr,-2.03%,+2.45%,+5.82%,+7.84%,+22.60%,+5.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBBL,Lumbini Bikas Bank Ltd.,Development Bank,484.00,17.54 Ar,-0.41%,-7.46%,+5.22%,-2.64%,+3.42%,+174.84%,15.75,30.73,2.46,"23,62,215.30","12,04,733.57",+96.08%,"9,47,228.93","4,53,831.23",+108.72%,"2,85,377.31","-3,48,577.71",-181.87%,15.75,-38.48,-140.93%,196.98,186.30,+5.74%,"6,60,64,634.18","6,62,21,689.08",-0.24%,"5,89,26,604.82","5,94,70,858.57",-0.92%,"36,23,678.16","36,23,678.16",0.00%,"35,14,351.20","31,27,152.35",+12.38%
LEC,Liberty Energy Company Limited,Hydro Power,215.90,4.86 Ar,-2.75%,-4.68%,+10.43%,+2.96%,+0.42%,+17.34%,-2.91,-74.10,3.09,"1,47,468.27","5,96,910.83",-75.29%,"1,30,438.70","5,32,627.88",-75.51%,"-16,389.62","-1,33,236.96",-87.70%,-2.91,-5.92,-50.80%,69.79,70.52,-1.03%,"60,50,686.21","61,14,453.52",-1.04%,"44,80,356.94","45,27,711.36",-1.05%,"22,50,000.00","22,50,000.00",0.00%,"-6,79,670.73","-6,63,257.84",+2.47%
LICN,Life Insurance Nepal,Life Insurance,855.40,47.05 Ar,-0.53%,-3.67%,-3.56%,+0.15%,-12.42%,-8.22%,7.88,108.53,5.48,"81,39,854.44","3,23,31,239.01",-74.82%,"9,35,907.52","38,66,547.29",-75.79%,"1,08,370.09","3,15,893.98",-65.69%,7.88,5.74,+37.22%,183.32,187.47,-2.22%,"14,93,27,871.10","14,57,75,166.50",+2.44%,"13,92,45,432.60","13,54,64,162.10",+2.79%,"55,00,000.00","55,00,000.00",0.00%,"30,91,876.79","29,90,823.08",+3.38%
LLBS,Laxmi Laghubitta Bittiya Sanstha,Microcredit,985.00,4.35 Ar,-0.61%,-6.01%,+2.60%,-4.92%,-17.78%,-13.78%,27.99,35.19,5.49,"2,34,496.84","8,81,456.46",-73.40%,"1,40,740.72","4,51,499.40",-68.83%,"30,909.03","19,600.14",+57.70%,27.99,4.44,+530.79%,179.47,161.31,+11.26%,"64,72,377.33","60,45,202.19",+7.07%,"56,79,727.91","53,32,758.51",+6.51%,"4,41,662.10","4,41,662.10",0.00%,"3,50,987.31","2,70,781.58",+29.62%
LSL,Laxmi Sunrise Bank Limited,Commercial Banks,212.90,51.83 Ar,-1.34%,-4.53%,0.00%,+4.74%,+9.84%,+6.67%,-2.04,-104.19,1.28,"1,28,20,129.00","67,10,122.00",+91.06%,"52,49,036.00","27,15,176.00",+93.32%,"-2,73,616.00","3,32,330.00",-182.33%,-2.04,5.46,-137.42%,166.23,184.89,-10.09%,"46,23,17,627.00","45,17,20,473.00",+2.35%,"41,77,98,228.00","40,67,05,354.00",+2.73%,"2,67,81,163.00","2,43,46,512.00",+10.00%,"1,77,38,235.00","2,06,68,608.00",-14.18%
LUK,Laxmi Unnati Kosh,Mutual Fund,9.75,63.63 Cr,+0.21%,-1.52%,+3.61%,+4.84%,+21.16%,+69.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVF2,Laxmi Value Fund 2,Mutual Fund,9.73,77.84 Cr,+1.78%,+0.83%,+4.29%,+4.62%,+23.00%,+16.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MABEL,Mabilung Energy Limited,Hydro Power,814.00,3.14 Ar,-2.86%,-2.12%,+13.53%,+132.97%,+132.97%,+132.97%,-1.70,-477.82,7.90,0.00,0.00,0.00%,0.00,0.00,0.00%,"-1,643.19",0.00,0.00%,-1.70,0.00,0.00%,103.05,0.00,0.00%,"12,87,069.08",0.00,0.00%,"8,89,492.71",0.00,0.00%,"3,85,824.00",0.00,0.00%,"11,752.37",0.00,0.00%
MAKAR,Makar Jitumaya Suri Hydropower Limited,Hydro Power,548.00,4.16 Ar,-1.79%,0.00%,+0.55%,-3.67%,-30.63%,+114.90%,14.78,37.07,5.07,"1,27,764.24","3,88,632.41",-67.12%,"1,23,511.17","3,73,126.37",-66.90%,"28,087.22","49,492.46",-43.25%,14.78,6.51,+127.00%,108.02,104.69,+3.18%,"27,50,934.88","27,40,889.02",+0.37%,"19,29,990.75","19,45,234.18",-0.78%,"7,60,000.00","7,60,000.00",0.00%,"60,944.13","35,654.83",+70.93%
MANDU,Mandu Hydropower Limited,Hydro Power,810.10,11.05 Ar,-1.21%,-5.58%,+2.16%,-0.25%,-19.15%,+104.17%,14.74,54.95,5.66,"1,66,422.80","2,04,742.19",-18.72%,"1,58,554.95","1,72,480.25",-8.07%,"50,257.20","58,639.86",-14.30%,14.74,4.30,+242.82%,143.08,139.32,+2.70%,"51,51,189.68","48,85,259.92",+5.44%,"32,00,074.09","29,85,501.50",+7.19%,"13,63,637.00","13,63,637.00",0.00%,"5,87,478.59","5,36,121.42",+9.58%
MATRI,Matribhumi Lagubitta Bittiya Sanstha Limited,Microcredit,973.50,6.12 Ar,-1.18%,-4.09%,-3.42%,-3.80%,-24.59%,-8.71%,-12.55,-77.60,5.26,"3,04,835.57","13,16,228.98",-76.84%,"1,05,911.87","4,00,829.13",-73.58%,"-19,707.92","-57,948.68",-65.99%,-12.55,-9.22,+36.04%,185.14,183.16,+1.08%,"1,19,56,991.21","1,24,06,032.43",-3.62%,"1,07,93,664.43","1,12,55,109.12",-4.10%,"6,28,357.34","6,28,357.34",0.00%,"5,34,969.44","5,22,565.97",+2.37%
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,Hydro Power,291.50,17.49 Ar,-1.29%,-1.19%,+3.00%,+2.46%,-22.88%,+165.00%,1.10,265.09,3.11,"1,01,850.91",0.00,0.00%,"97,263.89",0.00,0.00%,"16,494.65","-41,080.00",-140.15%,1.10,-0.68,-260.61%,93.69,93.43,+0.28%,"2,24,03,747.19","2,18,75,101.00",+2.42%,"1,67,82,094.54","1,62,69,326.68",+3.15%,"60,00,000.00","60,00,000.00",0.00%,"-3,78,347.36","-3,94,225.83",-4.03%
MBL,Machhapuchhre Bank,Commercial Banks,228.00,26.50 Ar,-1.68%,-5.79%,+2.70%,+5.07%,+3.85%,+11.77%,16.73,13.63,1.41,"68,52,493.25","34,85,403.83",+96.61%,"29,41,016.74","14,58,948.27",+101.58%,"10,11,173.46","4,17,956.34",+141.93%,16.73,13.83,+20.97%,161.63,154.61,+4.54%,"23,82,05,661.30","22,65,91,698.70",+5.13%,"21,86,70,362.30","20,79,05,078.50",+5.18%,"1,20,86,211.56","1,20,86,211.56",0.00%,"74,49,087.45","66,00,408.61",+12.86%
MBLD2085,10.25% Machhapuchhre Bank Debenture 2085,Bond,"1,131.00",0.00,-1.65%,0.00%,-2.91%,-9.01%,-5.36%,+7.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBLEF,MBL Equity Fund,Mutual Fund,10.01,1.22 Ar,-0.10%,+1.01%,+4.93%,+11.22%,+10.00%,+10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHL,Menchhiyam Hydropower Limited,Hydro Power,439.50,2.38 Ar,-2.12%,-2.29%,+1.85%,-10.03%,-35.84%,+72.22%,-33.07,-13.29,29.25,"33,822.74","2,971.49","+1,038.24%","33,822.74","2,971.49","+1,038.24%","-1,79,443.88","-1,83,245.63",-2.07%,-33.07,-45.03,-26.56%,15.03,14.32,+4.89%,"14,90,380.12","14,60,267.31",+2.06%,"14,08,854.73","13,82,543.67",+1.90%,"5,42,583.30","5,42,583.30",0.00%,"-4,61,057.92","-4,64,859.66",-0.82%
MDB,Miteri Development Bank,Development Bank,650.00,7.91 Ar,-1.52%,-1.96%,+12.07%,+10.91%,-9.20%,+190.51%,9.37,69.39,4.78,"3,24,373.28","1,62,255.40",+99.92%,"1,44,603.92","72,962.54",+98.19%,"57,005.63","25,223.27",+126.00%,9.37,8.29,+13.00%,135.98,143.28,-5.09%,"1,01,59,718.58","94,39,374.46",+7.63%,"85,04,692.22","76,95,535.86",+10.51%,"12,17,100.00","12,17,100.00",0.00%,"4,37,926.37","5,26,738.60",-16.86%
MEHL,Manakamana Engineering Hydropower Limited,Hydro Power,449.90,3.60 Ar,-0.90%,-1.12%,+5.36%,+10.03%,-19.65%,+99.96%,9.76,46.10,6.80,"52,665.41","1,20,368.35",-56.25%,"46,454.16","97,124.95",-52.17%,"19,520.10","-20,799.31",-193.85%,9.76,-2.60,-475.40%,66.21,63.77,+3.83%,"13,35,481.02","13,23,449.90",+0.91%,"8,05,835.97","8,13,324.95",-0.92%,"8,00,000.00","8,00,000.00",0.00%,"-2,70,354.95","-2,89,875.05",-6.73%
MEL,Modi Energy Limited,Hydro Power,282.00,8.18 Ar,-1.05%,-2.59%,+5.42%,-1.71%,-25.75%,+16.05%,-5.68,-49.66,4.72,"1,08,617.00","5,24,775.00",-79.30%,"89,464.00","4,61,815.00",-80.63%,"-41,168.00","-94,703.00",-56.53%,-5.68,-3.27,+73.88%,59.79,61.10,-2.15%,"54,65,380.00","55,56,029.00",-1.63%,"37,31,535.00","37,84,144.00",-1.39%,"29,00,000.00","29,00,000.00",0.00%,"-11,66,155.00","-11,28,115.00",+3.37%
MEN,Mountain Energy Nepal Limited,Hydro Power,586.00,15.25 Ar,-0.76%,-4.25%,+3.72%,+10.74%,+12.33%,+61.06%,65.09,9.00,3.49,"6,13,559.25","13,07,246.61",-53.06%,"5,47,987.83","11,16,854.54",-50.93%,"4,23,496.69","6,29,075.95",-32.68%,65.09,24.17,+169.28%,167.78,152.11,+10.30%,"75,22,892.40","71,69,516.20",+4.93%,"31,56,106.96","32,10,502.66",-1.69%,"26,02,715.71","26,02,715.71",0.00%,"17,64,069.73","13,56,297.83",+30.07%
MERO,Mero Microfinance Bittiya Sanstha Ltd.,Microcredit,741.10,10.52 Ar,-1.23%,-7.94%,+4.15%,-4.48%,+7.26%,+8.78%,-3.43,-215.89,4.71,"4,61,600.97","19,76,873.62",-76.65%,"2,42,638.42","10,50,319.37",-76.90%,"-12,177.48","2,16,090.21",-105.64%,-3.43,15.23,-122.54%,157.35,158.11,-0.48%,"1,56,63,657.43","1,55,21,553.81",+0.92%,"1,34,30,892.03","1,32,77,952.45",+1.15%,"14,19,000.00","14,19,000.00",0.00%,"8,13,765.40","8,24,601.37",-1.31%
MFIL,Manjushree Financial Institution,Finance,799.90,10.81 Ar,-1.85%,-4.66%,+11.41%,+32.65%,+26.88%,+163.93%,20.03,39.93,4.56,"10,76,525.50","5,51,583.51",+95.17%,"4,53,273.77","2,27,290.02",+99.43%,"1,35,378.53","46,394.87",+191.80%,20.03,13.73,+45.90%,175.29,168.34,+4.13%,"2,73,79,300.22","2,65,51,878.31",+3.12%,"2,50,10,111.18","2,42,76,625.95",+3.02%,"13,51,552.85","13,51,552.85",0.00%,"10,17,636.19","9,23,699.52",+10.17%
MHCL,Molung Hydropower Company Limited,Hydro Power,392.50,3.15 Ar,-1.88%,-2.36%,+0.90%,-6.32%,-34.59%,+153.06%,20.36,19.28,4.61,"72,761.20","1,61,139.30",-54.85%,"69,645.88","1,43,582.74",-51.49%,"40,837.34","27,324.42",+49.45%,20.36,3.40,+497.81%,85.18,80.07,+6.38%,"11,78,754.74","11,67,933.70",+0.93%,"4,95,215.67","5,25,387.34",-5.74%,"8,02,500.00","8,02,500.00",0.00%,"-1,18,960.93","-1,59,953.64",-25.63%
MHL,Mandakini Hydropower Limited,Hydro Power,516.00,3.34 Ar,-1.00%,-3.73%,+6.17%,+4.98%,-41.16%,+120.67%,15.07,34.24,4.63,"44,884.75","1,09,176.15",-58.89%,"39,704.70","96,029.00",-58.65%,"24,365.99","39,897.12",-38.93%,15.07,6.17,+144.29%,111.42,107.13,+4.00%,"9,59,080.75","9,52,565.62",+0.68%,"2,38,476.80","2,59,664.50",-8.16%,"6,46,767.00","6,46,767.10",0.00%,"73,836.95","46,134.02",+60.05%
MHNL,Mountain Hydro Nepal Limited,Hydro Power,276.00,3.45 Ar,+1.10%,+2.60%,+14.48%,+8.96%,-2.82%,+31.43%,27.17,10.16,9.02,"1,95,542.31","4,37,120.19",-55.27%,"1,46,850.15","2,33,130.35",-37.01%,"84,906.01","-4,16,064.54",-120.41%,27.17,-33.29,-181.63%,30.59,23.80,+28.55%,"34,38,986.95","33,93,066.53",+1.35%,"30,56,638.59","30,95,624.17",-1.26%,"12,50,000.00","12,50,000.00",0.00%,"-8,67,651.63","-9,52,557.64",-8.91%
MKCL,Muktinath Krishi Company Limited,Trading,"1,390.00",9.73 Ar,-1.43%,-6.08%,+2.21%,-5.44%,-7.59%,+663.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKHC,Maya Khola Hydropower Company Limited,Hydro Power,352.00,3.52 Ar,-3.30%,+0.57%,-1.40%,-7.61%,-40.54%,+20.55%,11.37,30.97,5.57,"1,38,026.00","2,96,974.00",-53.52%,"1,38,026.00","2,96,974.00",-53.52%,"28,418.00","-63,581.00",-144.70%,11.37,-6.36,-278.78%,63.17,58.21,+8.51%,"32,36,472.00","32,28,703.00",+0.24%,"26,04,781.00","26,46,553.00",-1.58%,"10,00,000.00","10,00,000.00",0.00%,"-3,68,309.00","-4,17,851.00",-11.86%
MKHL,Mai Khola Hydropower Limited,Hydro Power,819.00,3.21 Ar,-2.27%,-0.11%,+6.16%,+3.38%,+19.91%,+171.64%,5.59,146.43,8.00,"19,721.02","63,198.97",-68.80%,"17,819.75","56,001.20",-68.18%,"5,483.46","2,674.51",+105.03%,5.59,0.68,+720.11%,102.36,100.95,+1.39%,"6,97,455.46","7,00,874.87",-0.49%,"2,96,041.06","3,04,976.16",-2.93%,"3,92,156.80","3,92,156.80",0.00%,"9,257.60","3,741.90",+147.40%
MKJC,Mailung Khola Jal Vidhyut Company Limited,Hydro Power,537.00,2.02 Ar,+0.17%,+3.27%,+5.21%,-9.60%,-9.60%,+194.40%,10.31,52.10,5.16,"32,187.82","89,203.29",-63.92%,"29,325.89","77,789.21",-62.30%,"9,697.10","3,506.66",+176.53%,10.31,0.93,"+1,006.14%",104.09,101.31,+2.74%,"8,02,234.06","8,07,618.06",-0.67%,"4,10,518.42","4,26,363.34",-3.72%,"3,76,319.80","3,76,319.80",0.00%,"15,395.84","4,934.92",+211.98%
MLBBL,Mithila Laghubitta Bikas Bank,Microcredit,"1,555.00",3.48 Ar,+9.70%,+11.87%,+17.18%,+21.74%,-2.28%,+99.56%,60.09,25.88,7.37,"1,27,429.09","4,13,138.19",-69.16%,"81,440.98","2,09,104.43",-61.05%,"33,637.92","84,153.01",-60.03%,60.09,37.58,+59.89%,210.87,191.29,+10.23%,"33,95,042.78","35,92,629.55",-5.50%,"29,22,846.15","31,64,267.35",-7.63%,"2,23,933.15","2,23,933.15",0.00%,"2,48,263.49","2,04,429.04",+21.44%
MLBL,Mahalaxmi Bikas Bank Limited,Development Bank,373.80,16.06 Ar,+0.48%,-4.64%,+4.12%,+3.00%,-4.74%,+107.11%,14.24,26.25,2.26,"22,59,199.39","11,32,788.95",+99.44%,"10,92,070.29","5,08,938.04",+114.58%,"3,05,931.09","97,512.44",+213.74%,14.24,9.08,+56.87%,165.48,165.43,+0.03%,"6,31,89,698.61","6,38,58,523.73",-1.05%,"5,60,79,958.95","5,67,50,901.30",-1.18%,"42,96,458.16","42,96,458.16",0.00%,"28,13,281.51","28,11,164.27",+0.08%
MLBS,Manushi Laghubitta Bittiya Sanstha Limited,Microcredit,"1,450.00",1.59 Ar,0.00%,-1.36%,0.00%,-11.15%,-35.82%,+264.78%,15.69,92.40,10.85,"52,188.51","2,04,884.13",-74.53%,"24,369.65","1,00,122.15",-75.66%,"4,291.03","13,034.57",-67.08%,15.69,11.92,+31.68%,133.66,125.82,+6.23%,"16,02,856.80","16,36,543.37",-2.06%,"14,56,665.59","14,98,925.03",-2.82%,"1,09,375.00","1,09,375.00",0.00%,"36,816.21","28,243.35",+30.35%
MLBSL,Mahila Lagubitta Bittiya Sanstha Limited,Microcredit,"1,899.00",4.13 Ar,-0.89%,-4.00%,-2.86%,-9.27%,-18.50%,+827.35%,37.23,51.01,7.56,"1,77,058.01","6,92,440.73",-74.43%,"88,146.04","2,99,770.28",-70.60%,"20,248.53","84,147.31",-75.94%,37.23,38.68,-3.75%,251.23,238.07,+5.53%,"56,80,107.39","56,66,081.09",+0.25%,"51,33,522.51","51,48,134.75",-0.28%,"2,17,562.50","2,17,562.50",0.00%,"3,29,022.38","3,00,383.85",+9.53%
MMF1,Mega Mutual Fund -1,Mutual Fund,9.00,1.13 Ar,+1.58%,+3.45%,+4.65%,+2.39%,+13.31%,+4.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,Hydro Power,600.00,6.00 Ar,-0.74%,+1.18%,-2.41%,-3.61%,-23.86%,+131.12%,24.23,24.76,6.28,"1,47,859.46","3,50,228.12",-57.78%,"1,33,667.34","2,92,206.51",-54.26%,"60,576.80","-6,386.76","-1,048.48%",24.23,-0.64,"-3,893.90%",95.53,89.52,+6.72%,"31,56,006.34","31,38,461.23",+0.56%,"22,00,661.36","22,43,242.70",-1.90%,"10,00,000.00","10,00,000.00",0.00%,"-44,655.02","-1,04,781.47",-57.38%
MNBBL,Muktinath Bikas Bank,Development Bank,363.80,25.64 Ar,+0.47%,-5.90%,+3.35%,-2.81%,+8.15%,+58.64%,16.80,21.65,2.40,"50,21,542.00","26,27,188.00",+91.14%,"23,72,868.00","11,85,510.00",+100.16%,"6,72,040.00","2,24,774.00",+198.98%,16.80,12.76,+31.68%,151.35,170.02,-10.98%,"13,23,88,260.00","13,17,20,334.00",+0.51%,"12,02,79,549.00","11,97,39,200.00",+0.45%,"80,00,389.00","70,46,938.00",+13.53%,"41,08,321.00","49,34,195.00",-16.74%
MNMF1,Muktinath Mutual Fund 1,Mutual Fund,9.36,1.17 Ar,-1.68%,-1.47%,+2.30%,+4.58%,+1.96%,-0.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPFL,Multipurpose Finance,Finance,642.00,3.92 Ar,+0.33%,-5.59%,+5.92%,+16.94%,-3.02%,+343.75%,2.57,250.01,5.41,"1,26,711.53","64,262.88",+97.18%,"35,870.25","17,691.97",+102.75%,"7,834.74","13,567.70",-42.25%,2.57,8.89,-71.13%,118.58,119.60,-0.85%,"41,96,730.11","39,77,532.97",+5.51%,"34,73,157.80","32,47,753.75",+6.94%,"6,10,200.00","6,10,200.00",0.00%,"1,13,372.31","1,19,579.21",-5.19%
MSHL,Mid Solu Hydropower Limited,Hydro Power,830.00,6.21 Ar,0.00%,-1.19%,-1.19%,+2.84%,-9.79%,+189.49%,22.36,37.12,6.60,"89,738.93","3,15,759.45",-71.58%,"81,829.14","2,86,024.21",-71.39%,"41,835.43","1,32,140.03",-68.34%,22.36,17.66,+26.64%,125.76,120.17,+4.65%,"21,80,924.39","22,02,601.01",-0.98%,"12,39,755.14","13,03,281.33",-4.87%,"7,48,400.00","7,48,400.00",0.00%,"1,92,769.25","1,50,919.68",+27.73%
MSLB,Mahuli Samudayik Laghubitta Sanstha Ltd.,Microcredit,"1,361.70",5.04 Ar,+2.38%,+2.29%,+7.05%,+2.79%,-6.08%,+24.63%,37.43,36.38,6.09,"1,95,936.37","7,17,415.84",-72.69%,"1,11,373.59","3,67,287.81",-69.68%,"34,615.42","1,14,529.91",-69.78%,37.43,30.96,+20.90%,223.60,214.39,+4.30%,"60,08,456.96","57,86,417.62",+3.84%,"51,81,305.70","49,93,356.51",+3.76%,"3,69,923.50","3,69,923.50",0.00%,"4,57,227.76","4,23,137.60",+8.06%
NABBC,Narayani Development Bank,Development Bank,"1,604.00",4.21 Ar,+1.52%,-0.99%,+35.93%,+96.57%,+137.02%,+556.70%,-19.16,-83.73,55.50,"9,994.11","5,043.52",+98.16%,"-2,318.02","-1,230.15",+88.43%,"-47,347.81","-22,107.03",+114.18%,-19.16,-33.69,-43.14%,28.90,18.80,+53.73%,"6,25,883.23","4,38,729.37",+42.66%,"4,83,011.36","3,89,383.15",+24.05%,"4,94,333.36","2,62,467.60",+88.34%,"-3,51,461.49","-2,13,121.38",+64.91%
NABIL,Nabil Bank,Commercial Banks,498.10,134.77 Ar,+0.22%,+0.18%,+1.24%,-0.14%,+3.87%,-23.78%,29.69,16.77,2.32,"1,92,00,838.00","98,01,139.00",+95.90%,"80,87,288.00","39,01,260.00",+107.30%,"47,59,642.00","17,56,991.00",+170.90%,29.69,25.97,+14.32%,214.49,240.72,-10.90%,"69,70,25,625.00","67,55,23,530.00",+3.18%,"62,82,67,540.00","61,03,91,361.00",+2.93%,"3,20,56,997.00","2,70,56,997.00",+18.48%,"3,67,01,088.00","3,80,75,172.00",-3.61%
NABILD2089,7% Nabil Debenture 2089,Bond,"1,045.00",0.00,-1.42%,-0.72%,-3.33%,-2.25%,-2.25%,-2.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NADEP,Nadep Laghubitta Bittiya Sanstha Ltd.,Microcredit,807.90,3.92 Ar,-0.26%,-4.38%,-1.48%,+3.58%,-22.84%,+3.67%,4.75,170.09,5.24,"1,84,280.45","8,21,291.34",-77.56%,"90,686.40","4,01,096.72",-77.39%,"5,768.08","53,727.15",-89.26%,4.75,11.06,-57.06%,154.24,166.08,-7.13%,"67,91,773.74","64,68,273.45",+5.00%,"60,42,555.84","56,61,542.51",+6.73%,"4,85,760.00","4,85,760.00",0.00%,"2,63,457.91","3,20,970.95",-17.92%
NBF2,Nabil Balanced Fund 2,Mutual Fund,9.90,1.11 Ar,+1.23%,+3.02%,+3.23%,+6.80%,+21.08%,+66.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBF3,Nabil Balanced Fund-3,Mutual Fund,9.56,1.20 Ar,-0.42%,+2.36%,+4.94%,+7.42%,+18.84%,+8.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
